Ville,prixMoyenProduits,fraisMoyen
paulo jacinto,184.445,53.345
sao sebastiao,184.00566666666666,22.700833333333335
holambra ii,183.936,18.628
entre rios,183.9,23.02
mundo novo,183.83166666666668,23.366666666666664
canhotinho,183.5,31.744999999999997
vitoria da conquista,183.30222222222224,33.91922222222222
currais novos,182.84875,38.2875
eunapolis,182.75789473684208,25.578421052631576
otacilio costa,182.658,49.912
carmo do rio claro,182.4911111111111,36.34555555555555
guidoval,182.45,17.605
pedro ii,182.39999999999998,37.675
belem,181.97186516853955,35.245258426966295
altinho,181.89999999999998,43.01
maceio,181.71739837398366,34.04715447154472
marataizes,181.70437500000003,22.939999999999998
joacaba,181.57692307692307,19.695769230769226
camocim de sao felix,181.45,28.060000000000002
campo grande,181.33863492063492,26.551047619047612
lauro muller,181.19625,18.25375
palmas,181.1236697247706,40.43862385321101
vicosa,181.03351648351642,25.47582417582418
araripina,180.79833333333332,59.91416666666667
barcarena,180.69500000000002,39.916666666666664
arraial do cabo,180.61689655172412,40.39379310344828
santo amaro,180.59300000000002,26.081
junqueiro,180.445,51.760000000000005
bariri,180.42999999999998,24.584666666666667
cedral,180.36,37.07
flores,180.3,53.405
feliz,180.24500000000003,30.315714285714282
sao jose dos cordeiros,180.0,78.03
arantina,180.0,24.41
avai,179.99,47.97
santa barbara do para,179.96,65.49
paraiso do tocantins,179.904,43.982000000000006
porto de pedras,179.9,20.45
campinacu,179.9,16.01
aparecida de monte alto,179.9,19.36
japoata,179.9,40.7
saubara,179.9,48.7
redencao do gurgueia,179.8,77.76
laranjeiras do sul,179.778,22.180500000000002
piranhas,179.6975,48.255
engenheiro balduino,179.6,25.94
eloi mendes,179.53900000000002,28.256
marilandia,179.50875,19.643749999999997
imperatriz,179.2845,49.335
biguacu,179.2166666666667,23.705000000000002
gravata,179.1809090909091,47.54818181818182
pocao de pedras,179.0,35.05
cipo,179.0,51.12
alvaro de carvalho,179.0,20.5
fortim,179.0,26.53
salvador do sul,179.0,27.99
taquaracu de minas,179.0,17.33
afranio,178.95,45.06999999999999
caibate,178.94,26.22
sambaiba,178.9,36.57
dumont,178.67499999999998,16.235
itaporanga,178.64857142857142,33.56928571428572
osorio,178.60685714285714,27.84314285714286
morpara,178.56,18.305
ipameri,178.50384615384615,24.726153846153846
teresina,178.45510714285717,37.63185714285714
amparo,178.05424242424246,18.9430303030303
sao miguel do tapuio,178.0,28.169999999999998
campinorte,177.81285714285715,22.274285714285718
lagarto,177.76636363636362,36.99272727272727
pimenta bueno,177.68428571428572,54.06857142857143
ponte nova,177.67225000000002,24.58625
cristal,177.66666666666666,32.68
francisco sa,177.6,22.316666666666666
pitanga,177.56666666666663,25.003333333333334
guararapes,177.41263157894738,19.958421052631575
jordania,177.25,32.190000000000005
fartura,177.14100000000002,33.5
tavares,176.99,96.63
guape,176.96,33.52
tres lagoas,176.9361904761905,26.514999999999997
tubarao,176.76883333333333,25.327333333333335
cacule,176.59333333333333,28.423333333333336
vianopolis,176.55666666666664,29.03
santa cruz de monte castelo,176.555,21.7075
pecanha,176.54,41.82000000000001
parnaiba,176.52217391304347,52.23913043478261
venda nova do imigrante,176.522,34.89266666666667
taiuva,176.308,25.718
baependi,176.13,22.29375
orleans,176.07375000000002,26.135
palmeira,176.01466666666667,23.59333333333333
capela de santana,176.0,32.765
goioere,175.93454545454546,23.248181818181816
janauba,175.89176470588237,41.70941176470589
itai,175.75799999999998,21.508
santa fe,175.56,25.528000000000002
ipaussu,175.53142857142853,25.791428571428575
pomerode,175.48444444444448,24.243333333333332
ipaba,175.4375,22.72
sao joao evangelista,175.37999999999997,17.917142857142856
capivari de baixo,175.378,30.368000000000002
natal,175.26521951219502,33.76404878048781
uniao da vitoria,175.23896551724138,32.959310344827585
guapore,175.17499999999998,46.32833333333334
itabirito,175.10793103448276,27.869655172413793
ibipitanga,174.99,23.369999999999997
itapejara d'oeste,174.98333333333335,34.336666666666666
bom jesus do norte,174.9725,20.49
nova prata do iguacu,174.96333333333334,22.56833333333334
pejucara,174.9125,32.675
nortelandia,174.9,35.74
canudos,174.9,57.99
curuca,174.9,26.583333333333332
baixo guandu,174.8875,27.25875
arneiroz,174.8,56.465
guaiba,174.75838709677424,23.278064516129028
mutum,174.74250000000004,23.99125
passa quatro,174.656,34.58
fortuna,174.63,46.01
espera feliz,174.51315789473685,22.929999999999996
taciba,174.49,35.31
juazeiro,174.48363636363635,29.029545454545453
carinhanha,174.45,51.3
corumba,174.08037037037036,34.32999999999999
poco de pedra,174.0,16.66
canaa dos carajas,173.99222222222224,47.269999999999996
macambira,173.9,85.25
primeiro de maio,173.81,27.277142857142856
sao miguel do anta,173.59,80.5
moncoes,173.49,16.075
cabedelo,173.4214285714286,66.23142857142857
santo antonio do descoberto,173.252,25.324
conceicao da aparecida,173.216,39.513999999999996
marilia,172.98102040816326,18.31474489795918
pontes e lacerda,172.97444444444443,46.236666666666665
espumoso,172.95857142857145,38.535714285714285
serrania,172.945,18.14
casimiro de abreu,172.91649999999998,25.249000000000002
araxa,172.84486842105264,26.457894736842103
sao felix do xingu,172.8375,48.9225
miracatu,172.798,25.564
castanhal,172.79142857142855,41.50476190476191
silvania,172.68428571428572,23.48
videira,172.50212765957446,32.00617021276596
serra azul de minas,172.495,21.509999999999998
assai,172.314,31.646000000000004
muriae,172.1159375,25.01046875
cacapava do sul,171.998,36.968
boa vista,171.98955555555554,47.85333333333334
santo antonio de padua,171.96387096774194,23.680322580645164
aratuba,171.95,42.92
paty do alferes,171.8969230769231,27.926923076923075
xaxim,171.858,20.967
bela vista do paraiso,171.83,47.666666666666664
caxias do sul,171.78602678571426,26.0771875
lajinha,171.68999999999997,17.54
pirapora do bom jesus,171.54125000000002,20.18
bonito,171.2329411764706,25.394117647058827
vila valerio,171.17499999999998,32.86125
terra roxa,171.1583333333333,21.19
claraval,171.0,26.04
terra boa,170.9475,22.4075
ibia,170.91125,46.11125
sao francisco do humaita,170.8,36.52
pato branco,170.71018867924528,29.28188679245283
gravatai,170.62517857142853,23.297678571428577
acarau,170.62,34.3725
fatima,170.6,35.373333333333335
eusebio,170.57769230769233,37.69615384615384
bom jesus do itabapoana,170.2955,30.268
colinas do tocantins,170.16666666666666,44.193333333333335
botucatu,170.09405940594056,18.55029702970297
carangola,170.07407407407408,22.462592592592593
lagoa d'anta,170.0,24.34
isaias coelho,170.0,39.46
santa clara do sul,169.995,27.064999999999998
ibitioca,169.99,74.92
apuarema,169.99,34.39
serra bonita,169.99,62.83
ipueira,169.99,58.58
pequi,169.99,27.51
desembargador otoni,169.99,26.03
miraguai,169.97,13.32
apuiares,169.945,40.835
sao miguel das matas,169.94,51.06
santa quiteria,169.93400000000003,57.89000000000001
america dourada,169.9,48.02
ipuiuna,169.9,18.44
felicio dos santos,169.9,21.68
correntes,169.9,51.69
arroio trinta,169.9,15.94
canoinhas,169.7411111111111,26.22259259259259
alegre,169.65117647058824,22.408235294117645
balneario camboriu,169.58379999999997,24.5052
carnaubais,169.5,45.325
coroaci,169.45,18.045
tocos,169.45,21.285
cacequi,169.2475,31.095000000000002
sao goncalo do rio das pedras,169.0,27.5
pote,168.96666666666667,23.543333333333333
nipoa,168.9,17.275
ibatiba,168.75333333333333,22.86888888888889
rio do campo,168.7375,36.825
itaberai,168.68,23.166666666666668
santana do paraiso,168.55124999999998,23.806874999999998
itaparica,168.49,19.87
sao benedito,168.36599999999999,56.938
afogados da ingazeira,168.2475,31.301249999999996
dracena,168.07592592592593,24.012592592592593
lago da pedra,168.07399999999998,39.718
brotas de macaubas,168.0,17.62
varzea grande,167.98928571428573,27.480952380952377
patos de minas,167.91969999999995,25.5501
criciuma,167.63130434782605,25.979891304347827
camamu,167.42444444444448,43.41
caucaia,167.3331428571429,35.316
bom principio,167.185,22.939999999999998
sorriso,167.1375,33.314
santa cruz do sul,167.1109677419355,26.028548387096773
lins,167.09018181818183,21.99581818181818
parnarama,166.99,50.83
piacu,166.99,27.49
purilandia,166.99,27.49
matias barbosa,166.91230769230768,24.6
balneario picarras,166.86777777777777,25.025555555555556
satuba,166.865,52.295
armacao dos buzios,166.77241379310345,26.774827586206897
santa helena de goias,166.63666666666666,25.994444444444444
paulo afonso,166.47666666666666,34.603589743589744
santa monica,166.44,25.975
valenca,166.3556451612903,27.460967741935484
lobato,166.17999999999998,21.409999999999997
barra mansa,166.0079338842975,24.428429752066116
barbosa ferraz,165.96666666666667,21.55666666666667
aracaju,165.94454545454536,36.77727272727273
cumaru,165.495,34.495000000000005
tangara da serra,165.44166666666666,37.484166666666674
itajobi,165.395,26.176000000000005
cajazeiras,165.28727272727272,53.86454545454546
conceicao do rio verde,165.178,28.851999999999997
altonia,164.96666666666667,20.76
cha grande,164.89,21.6
crato,164.66105263157897,40.38263157894737
areal,164.59714285714287,30.349999999999998
sao jose da barra,164.52333333333334,28.495
arenapolis,164.425,33.805
guaxupe,164.35594594594596,23.94135135135135
florestopolis,164.23333333333335,27.69
siqueira campos,164.2311111111111,20.615555555555556
itaiopolis,164.19875000000002,30.228749999999998
triunfo,164.10214285714284,27.037857142857145
tres de maio,164.0875,30.48333333333333
bento de abreu,163.99,21.75
saboeiro,163.99,37.84
piranguinho,163.9611111111111,23.799999999999997
boquim,163.9,57.92
paraiba do sul,163.86499999999998,27.91722222222222
carmo do cajuru,163.844,29.398000000000003
seabra,163.75,27.626666666666665
chui,163.73999999999998,17.892000000000003
presidente prudente,163.72581249999993,23.226
vitoria de santo antao,163.67666666666668,35.55466666666667
dores de campos,163.51749999999998,19.506249999999998
maraba,163.50772727272727,48.39136363636363
conceicao do araguaia,163.41285714285712,50.10142857142857
pendencias,163.25,41.76
pouso alegre,163.14664122137398,21.551145038167945
rio manso,163.11200000000002,24.824
nossa senhora do socorro,163.06571428571428,37.61714285714286
leme,163.05839999999998,20.0818
barra do garcas,163.048,33.924
ourinhos,162.89649350649347,23.035714285714292
caconde,162.819,20.137999999999998
novo hamburgo,162.68098360655733,25.288852459016393
sao joao batista,162.56545454545457,39.70727272727272
ibertioga,162.5,18.71
tabuleiro,162.445,28.945
arapei,162.445,14.41
cosmorama,162.33,19.595
simonesia,161.985,31.74875
pirapora,161.97785714285718,24.740238095238098
sao jose do calcado,161.6966666666667,26.179999999999996
porto calvo,161.695,37.269999999999996
cascavel,161.6423529411764,27.275032679738562
mamanguape,161.625,72.78666666666666
barra dos coqueiros,161.60666666666668,48.21333333333333
santa maria,161.47482233502532,28.052233502538066
nova santa rita,161.46,22.343333333333334
sao jose do hortencio,161.445,25.17
itajai,161.2380833333333,23.15333333333334
paraibuna,161.099,19.976
lagoa da canoa,160.99,43.54
tenente portela,160.92999999999998,40.42
marialva,160.823125,33.865625
pindare mirim,160.63333333333333,34.766666666666666
sao sebastiao do cai,160.6030769230769,37.565384615384616
breu branco,160.58,31.319999999999997
lajeado,160.55705882352942,27.981764705882355
sao luis de montes belos,160.54625,29.97
fazenda rio grande,160.53413793103448,18.947241379310345
catalao,160.41264705882352,29.02558823529412
uruara,160.4,39.455
pedrinopolis,160.33666666666667,24.096666666666664
lavras,160.21385542168676,24.219397590361446
santa filomena,160.0,26.4
santo antonio do canaa,160.0,34.88
santa amelia,160.0,15.87
sao joao da parauna,159.99,27.85
baixa grande do ribeiro,159.99,53.48
romelandia,159.99,16.88
itapage,159.99,76.14
jose da penha,159.99,36.44
itaporanga d'ajuda,159.99,103.25
sucupira do norte,159.95,42.150000000000006
santa izabel do oeste,159.945,18.23
igaci,159.945,37.555
pancas,159.94,38.96
mimoso de goias,159.9,19.22
governador dix-sept rosado,159.9,34.92
santa fe de minas,159.9,18.37
areial,159.9,34.92
marilandia do sul,159.9,18.37
monteiropolis,159.9,43.53
piratuba,159.83,28.25
maristela,159.82999999999998,23.025
varginha,159.80898876404493,23.639101123595506
urucui,159.7425,45.3225
inhambupe,159.68285714285716,32.74285714285715
cidade gaucha,159.678,30.342000000000002
itarantim,159.65666666666667,31.916666666666668
sao jose de uba,159.63,21.876666666666665
novo horizonte,159.62722222222223,23.88888888888889
muritiba,159.49,63.14
laranjal do jari,159.4,53.69
carius,159.29333333333332,46.93666666666667
taquarituba,159.2825,24.630000000000003
esteio,159.06975609756097,23.031219512195122
capivari do sul,159.0,38.95
santo antonio dos campos,159.0,18.99
itaperucu,158.95999999999998,17.84
itapetininga,158.86857142857144,23.578831168831172
sao patricio,158.7,14.26
pranchita,158.67,23.69
montanha,158.654,27.623
jaboatao dos guararapes,158.55674074074065,31.61259259259259
laranjal,158.495,21.2
olimpia,158.44702702702702,19.942972972972974
dona euzebia,158.445,19.025
bom jardim,158.41470588235296,22.766470588235293
sao joao do manteninha,158.29666666666665,20.776666666666667
fronteira,158.27666666666667,21.645
jucurutu,158.245,51.7125
conceicao dos ouros,158.195,20.535
andradina,158.00976744186048,19.942325581395348
redencao,157.99562500000002,36.763125
cuiaba,157.94826612903213,31.989959677419357
juti,157.9475,21.9225
manoel ribas,157.9125,27.6675
sao sebastiao da serra,157.9,13.45
januaria,157.78318181818182,26.35090909090909
benedito novo,157.62333333333333,24.671666666666667
cardoso,157.46833333333333,25.085000000000004
monte gordo,157.45,22.765
sitio novo do tocantins,157.45,80.685
guarapari,157.37925373134328,22.040746268656715
laguna,157.3378571428572,35.25
rio bonito,157.21464285714288,21.849285714285713
jacupiranga,157.16,19.954
paranavai,157.15108695652177,25.010869565217398
maracanau,157.1391176470588,34.17588235294118
ouro fino,156.99,29.149374999999996
lagoa da prata,156.85363636363635,20.028181818181817
nova ponte,156.60999999999999,25.450000000000003
olho d'agua das cunhas,156.495,28.990000000000002
laurentino,156.482,16.172
rio fortuna,156.46333333333334,19.36
lagoao,156.45,18.98
rancho queimado,156.445,15.55
caratinga,156.29451612903227,24.53532258064516
lencois paulista,156.28418604651162,19.65720930232558
alagoinhas,156.23075,29.4775
sao manuel,156.142380952381,17.946666666666665
bossoroca,155.99,57.35
campo grande do piaui,155.99,34.89
campos de julio,155.79999999999998,29.258333333333336
presidente dutra,155.71866666666668,42.706
alto parnaiba,155.558,34.062
barro,155.4725,36.7825
bela vista,155.46,18.833333333333332
conceicao do caninde,155.44,26.37
formosa,155.35735294117646,24.763823529411766
tatui,155.21958904109593,19.196027397260277
botelhos,155.00125,27.057499999999997
picarras,155.0,15.84
mariopolis,154.99,18.96
feliz deserto,154.945,56.93
santa terezinha,154.89999999999998,25.865
ibiruba,154.8952380952381,26.363333333333333
joao pinheiro,154.706875,21.17
vereda,154.7,23.625
pinheiral,154.65642857142856,26.013571428571428
mariluz,154.495,20.33
pocoes,154.495,45.105000000000004
goiania,154.4558515283845,26.1271615720524
nova itaberaba,154.445,17.94
maracacume,154.295,46.309999999999995
nova cruz,154.29333333333332,40.12333333333333
areia branca dos assis,154.18,35.63
paranagua,154.07416666666666,26.78516666666667
nova serrana,154.04431372549016,24.926274509803925
sao miguel do oeste,153.893,27.1415
manhumirim,153.86125,22.234375
ervalia,153.83285714285714,21.945714285714285
caraguatatuba,153.82795454545453,22.300340909090913
barbacena,153.70762499999998,25.313625000000002
jeremoabo,153.68,34.04833333333334
guaratingueta,153.6575,19.188333333333336
viana,153.64576923076925,30.293076923076917
pedra bela,153.63333333333333,18.81
cabrobo,153.63166666666666,37.52
itaoca,153.56666666666666,38.17000000000001
montenegro,153.45625,22.559687500000003
nova crixas,153.4,22.78
anapolis,153.3908928571428,26.051160714285714
londrina,153.35069306930697,21.913366336633658
agua boa,153.27055555555555,32.108333333333334
brejo santo,152.98600000000002,41.949
lagoa do ouro,152.95,33.725
cabo verde,152.92999999999998,20.126666666666665
acreuna,152.9185714285714,33.71714285714286
juiz de fora,152.91260563380285,24.54061032863848
igarata,152.81799999999998,15.956
sacramento,152.81307692307692,28.613076923076925
ceara-mirim,152.73000000000002,22.78
moreno,152.7,39.318
sao lourenco do sul,152.52714285714288,22.697857142857142
sao lourenco do piaui,152.49,38.62
confresa,152.2357142857143,43.71
groairas,152.15,26.35
florianopolis,152.0813982300887,24.77766371681415
agua fria de goias,152.0,15.81
monte azul paulista,151.99526315789473,21.01
juatuba,151.975,22.8575
alto paraiso de goias,151.92666666666665,66.2188888888889
barrinha,151.84650000000002,20.131999999999998
peruibe,151.84136363636364,26.923181818181817
buriti,151.79,78.12
uberaba,151.78962962962953,24.600582010582013
itaitinga,151.7225,24.32
rio negro,151.61062500000003,23.561875
parauapebas,151.5577777777778,57.114444444444445
itapetinga,151.50666666666666,24.576666666666668
entre-ijuis,151.5,32.67333333333333
avelar,151.5,54.56
aracuai,151.44222222222226,25.08888888888889
guaraciaba do norte,151.2875,33.25
cesario lange,151.26923076923077,18.658461538461538
boituva,151.26632653061225,23.36387755102041
guapiacu,151.16333333333333,14.761666666666665
palmares,150.85250000000002,35.02625
petrolandia,150.73857142857145,34.10214285714286
adamantina,150.72138888888887,20.22555555555556
fortaleza,150.5662461538464,31.966169230769246
boa viagem,150.33,31.923333333333332
mantena,150.2018181818182,26.757272727272724
itajuba,150.1659574468085,25.42127659574468
cacoal,150.1225,51.110833333333325
chaval,150.0,29.45
pirangi,149.99875,18.305
urucuia,149.99,18.3
aroeiras,149.99,17.49
pio ix,149.99,34.85
tecainda,149.99,15.14
ribeiraozinho,149.99,29.015
dom aquino,149.9333333333333,23.52
alegrete do piaui,149.9,23.98
guiricema,149.9,11.66
presidente janio quadros,149.9,23.98
cabixi,149.9,84.6
guassusse,149.9,20.02
rio espera,149.9,26.55
sao jose do piaui,149.9,23.98
ivora,149.9,25.89
jaua,149.9,27.48
sao jose do serido,149.9,53.41
remigio,149.9,20.02
cocalzinho de goias,149.9,53.18
bage,149.77206349206352,21.527936507936513
aparecida,149.6384,18.718
borda da mata,149.58833333333334,27.453333333333333
feira de santana,149.4712972972972,26.024918918918914
santa maria madalena,149.44142857142856,28.76571428571429
baturite,149.32333333333335,34.373333333333335
parnamirim,149.2522222222222,32.97698412698413
betim,149.21547263681583,21.679651741293537
rio das ostras,149.03463235294114,26.169926470588237
sao jose do rio claro,149.0,26.525
santo antonio do leste,149.0,88.55
urucania,149.0,51.33
heliopolis,149.0,20.28
ibarama,149.0,18.92
ribeiro junqueira,149.0,51.33
bom jesus do querendo,149.0,39.55
simao pereira,149.0,26.41
piracema,149.0,17.59
dom joaquim,149.0,14.38
quatro pontes,149.0,18.66
caruaru,148.99515624999998,47.5553125
igarassu,148.98615384615385,37.223846153846154
sousa,148.94142857142856,44.83428571428572
pinhao,148.92,25.634444444444444
chapeco,148.7597087378641,23.57766990291262
catu,148.697,27.627
jardim do serido,148.63333333333333,36.63666666666667
manaus,148.5795683453237,36.98201438848922
irapuru,148.24666666666667,15.968333333333334
ibirite,148.21359999999999,22.520800000000005
patrocinio,148.2071739130435,28.05804347826087
itaperuna,148.16106382978725,23.786595744680845
cabo frio,148.12646551724137,24.961637931034485
braco do norte,148.1235,23.0475
quadra,147.96666666666667,19.326666666666664
aurora,147.918,26.116000000000003
paulista,147.91357142857146,33.08833333333333
pirai,147.87733333333333,21.727333333333334
rio verde,147.8446153846154,36.97415384615384
penedo,147.75222222222223,40.90888888888888
ipero,147.73777777777775,23.362222222222222
rubiataba,147.72714285714287,25.228571428571428
presidente venceslau,147.6756,24.275199999999995
parapua,147.3,20.92875
areias,147.28666666666666,42.25666666666667
caldas novas,147.2675,25.081666666666663
cruz machado,147.25666666666666,27.153333333333332
taquari,147.20727272727274,22.87090909090909
sinop,147.15113636363637,35.85840909090909
artur nogueira,147.06536585365853,19.89317073170732
taquarana,146.99,43.44
valparaiso de goias,146.96891891891892,26.666486486486487
timoteo,146.8635849056604,23.72358490566038
recife,146.73694444444473,33.04004901960784
sao luis,146.6290517241379,35.58873563218391
senador pompeu,146.485,33.042500000000004
sapiranga,146.424,29.768800000000002
juquitiba,146.3747619047619,21.72
paraty,146.35631578947368,24.688947368421047
volta redonda,146.2894736842104,23.210307017543858
salvador,146.28789983844933,28.8109693053312
dom pedrito,146.19299999999998,24.615999999999996
bauru,146.1565185185184,20.37437037037037
santa vitoria do palmar,145.89583333333334,24.91
parobe,145.87333333333333,19.549166666666665
mage,145.82567567567563,23.20630630630631
jaragua do sul,145.6916853932584,26.848202247191015
lapa,145.65714285714284,32.09571428571429
campos dos goytacazes,145.63176470588223,23.230210084033608
cambe,145.5803703703704,23.273703703703703
sao joao da boa vista,145.51617283950617,22.486049382716054
perdizes,145.41375,27.39875
santo antonio de jesus,145.39499999999998,26.139666666666667
coxim,145.3409090909091,23.26090909090909
california da barra,145.32833333333335,23.755
rio de janeiro,145.23541995902812,23.660398009950157
assis,145.22892857142855,19.28666666666666
jundiai,145.1969642857145,18.029410714285714
nova trento,145.1,16.935
vila velha,145.00054054054047,23.7160960960961
esmeralda,145.0,15.76
guariroba,144.995,15.285
vespasiano correa,144.99,18.26
candeal,144.99,31.66
wanderley,144.49,22.064999999999998
itaobim,144.485,26.60833333333333
xapuri,144.465,78.48
pocos de caldas,144.4567226890756,23.745210084033616
anta gorda,144.42499999999998,19.3875
abaete,144.40083333333334,17.833333333333332
rechan,144.4,16.785
luziania,144.2866666666667,25.668181818181825
umuarama,144.263,20.81225
francisco beltrao,144.06500000000003,22.071346153846154
ubata,144.0,66.17999999999999
xanxere,143.99551724137933,25.19379310344827
curitibanos,143.94699999999997,29.543
vera cruz do oeste,143.85333333333332,18.926666666666666
orlandia,143.83285714285716,18.752857142857145
teresopolis,143.82596638655457,26.479579831932778
ourizona,143.8,24.0
santa cecilia,143.73142857142858,24.572857142857142
canitar,143.625,15.335
toledo,143.62342857142858,23.35742857142857
vespasiano,143.5486046511628,21.770232558139533
santa teresinha,143.5,25.55
candelaria,143.3475,24.927500000000002
quixeramobim,143.29833333333332,43.36333333333332
ipiacu,143.29333333333332,34.73666666666667
itumbiara,143.2255555555556,39.293611111111105
pederneiras,143.19380952380953,21.092380952380953
jacutinga,143.16894736842104,25.343684210526316
capoeiras,143.0,47.53
cachoeira de pajeu,142.9333333333333,25.076666666666668
piracicaba,142.91797814207638,18.122923497267763
congonhinhas,142.85000000000002,26.58
brazopolis,142.68833333333333,26.561666666666667
brasilia,142.6844281663516,23.81138468809074
dionisio cerqueira,142.66666666666666,24.180000000000003
afonso claudio,142.61545454545455,18.104545454545452
arroio do meio,142.52100000000002,22.296
arroio do tigre,142.5,17.0
xinguara,142.4688888888889,36.254444444444445
sao francisco do guapore,142.45,60.355
sapucai-mirim,142.4475,19.3425
cambui,142.44272727272727,23.957727272727276
monnerat,142.42000000000002,46.01
sao joao de meriti,142.39575757575753,24.27931818181818
lagoa santa,142.38932203389828,22.376101694915256
canela,142.27235294117648,22.331176470588236
ipiabas,142.2175,22.2125
barra bonita,142.15275862068967,19.328275862068963
vargem bonita,142.118,23.136000000000003
sapucaia do sul,142.096,29.620500000000003
ferraz de vasconcelos,142.05657657657656,16.824324324324323
jeronimo monteiro,142.0,18.555
santa isabel do ivai,141.96666666666667,17.566666666666666
minacu,141.96545454545455,20.564545454545456
campo maior,141.95142857142858,45.864285714285714
silva jardim,141.89749999999998,30.92
maringa,141.80632958801485,26.6798127340824
araras,141.78053191489363,19.785957446808514
paraiso,141.78,16.285
miguelopolis,141.73357142857142,20.087857142857143
sidrolandia,141.61454545454544,25.888181818181817
sao pedro do ivai,141.58,40.660000000000004
belo jardim,141.51083333333335,38.296666666666674
governador valadares,141.43201438848914,25.363741007194243
olinda,141.39548387096772,26.884516129032257
sao jose do rio preto,141.35300300300293,20.064774774774772
porto feliz,141.3168181818182,18.76954545454545
ponte serrada,141.29999999999998,19.96
gameleiras,141.29666666666665,35.35
luminarias,141.26666666666665,14.96
lajedo,141.15571428571428,35.690000000000005
franca,141.15553459119488,21.142075471698114
sao joao da barra,141.036,28.838
peabiru,140.948,17.844
estacao,140.82,22.224
maracas,140.728,34.69
vitoria,140.71370370370363,25.218624338624338
porangatu,140.62692307692308,25.73769230769231
aripuana,140.5975,27.950000000000003
claudio,140.58954545454546,25.95909090909091
aguas de lindoia,140.57227272727275,30.262272727272727
fernandopolis,140.47283018867927,18.191509433962267
itapetim,140.4,45.595
brusque,140.35916666666668,21.5545
curitiba,140.22388079470213,21.855503311258282
mato verde,140.14333333333335,76.96
paraisopolis,140.11066666666665,23.437333333333335
apucarana,140.07115384615386,29.369230769230764
luis antonio,140.01142857142858,21.621428571428574
nossa senhora de caravaggio,140.0,30.17
lagoa da confusao,139.998,45.95
porto franco,139.995,34.575
alagoa grande,139.99,38.53
paial,139.99,25.72
sao joao do oriente,139.95,19.105
nazare,139.9466666666667,28.326666666666668
bom jesus da serra,139.945,21.200000000000003
santos,139.91089235127504,18.262209631728037
sao joao da urtiga,139.9,16.74
formigueiro,139.9,15.735
cravolandia,139.9,47.93
brejo bonito,139.9,14.0
central de santa helena,139.9,18.86
ilha grande,139.9,34.78
itarare,139.83214285714286,21.631785714285716
sao geraldo da piedade,139.8,41.96
tres irmaos,139.8,31.4
sao clemente,139.8,15.06
capivari,139.79882352941175,17.947352941176472
sao mateus,139.78659574468085,23.609787234042553
braganca paulista,139.77513888888885,17.74729166666667
medeiros,139.745,19.105
itabuna,139.73311475409832,26.64918032786885
petropolis,139.62226890756293,26.675756302521005
cristalia,139.5666666666667,32.87
niteroi,139.5350532544381,23.683147928994085
taquaritinga,139.5160606060606,19.183030303030304
ibiaca,139.445,20.990000000000002
guapimirim,139.41636363636363,22.805909090909093
carapebus,139.394,17.91
jaguariuna,139.3831147540984,21.245573770491806
itauna,139.35000000000002,22.687368421052632
campanario,139.35,17.294999999999998
maracai,139.3225,28.87875
itapira,139.25074074074075,20.101481481481482
parauna,139.22,13.32
dourados,139.1828125,26.389687500000008
sao goncalo do sapucai,139.15555555555557,16.84222222222222
jesuitas,139.1375,21.595
estancia velha,139.105,39.087500000000006
adhemar de barros,139.0,27.29
caldas brandao,139.0,53.32
angustura,139.0,27.29
jardim olinda,139.0,50.84
ibiraja,138.975,26.095
doverlandia,138.95999999999998,16.975
cataguases,138.93515151515152,20.86848484848485
porto alegre,138.8936443148691,24.418374635568508
itapema,138.86068181818183,25.535227272727276
americo brasiliense,138.82941176470587,19.340588235294117
matao,138.60980769230767,23.88576923076923
estrela,138.571875,22.908749999999998
chapadao do ceu,138.57125,29.335
cocal,138.34625,38.38875
paraguacu paulista,138.34,14.857999999999999
nova era,138.314,32.696666666666665
tapejara,138.27545454545455,21.518181818181816
itapecuru mirim,138.2425,37.495000000000005
andorinha,138.21999999999997,21.302000000000003
varzea paulista,138.20743589743586,24.093589743589742
rio do pires,138.2,44.6125
inhumas,138.176875,32.6675
biritiba-mirim,138.17199999999997,19.805
telemaco borba,138.04382352941175,22.491764705882353
embu,137.98909090909092,18.343636363636367
mostardas,137.98454545454547,18.409090909090907
jequie,137.87764705882353,31.736176470588234
ribeirao vermelho,137.85000000000002,38.415
campos novos,137.835,36.33500000000001
guabiruba,137.756,19.606
estiva gerbi,137.75142857142856,18.102857142857143
formiga,137.74812500000002,19.54375
paracuru,137.7225,38.7575
ze doca,137.71999999999997,38.064
santa margarida,137.6,18.560000000000002
rio pardo,137.576,20.714
alvorada,137.53928571428574,28.943928571428575
faxinal dos guedes,137.5209090909091,39.63999999999999
aguas de sao pedro,137.495,14.52
uibai,137.495,22.345
serranopolis do iguacu,137.445,15.42
joanopolis,137.4333333333333,13.318333333333333
aracoiaba da serra,137.41545454545457,17.29
cacapava,137.29824324324323,21.521351351351353
mogi das cruzes,137.22369393139834,17.27408970976253
nova iguacu,137.2074943052392,24.122232346241454
sao sebastiao do paraiso,137.14428571428573,20.276
nova bandeirantes,137.1275,29.255000000000003
cabo de santo agostinho,137.04523809523812,35.25238095238095
mogi-guacu,136.85516483516483,16.686923076923076
maua,136.802382445141,15.003636363636364
palmeira dos indios,136.80124999999998,46.131249999999994
registro,136.7058695652174,19.519782608695653
