Ville,prixMoyenProduits,fraisMoyen
medianeira,136.68363636363637,24.671363636363637
mirassol d'oeste,136.57285714285715,21.08642857142857
promissao,136.5578125,19.0884375
bonfim paulista,136.52055555555557,21.82222222222222
rio do sul,136.51000000000002,26.207999999999995
joao monlevade,136.46764705882353,25.59098039215686
rodeiro,136.46666666666667,24.27
itaquirai,136.45,57.910000000000004
araguatins,136.39600000000002,35.584
perola,136.37,20.285
sete lagoas,136.2862204724409,23.078503937007877
terra nova do norte,136.26666666666668,30.183333333333337
caieiras,136.24519999999995,15.796
salgueiro,136.23235294117646,42.870588235294115
monte carmelo,136.21375,22.931250000000002
colorado,136.16444444444446,20.01888888888889
dom vicoso,136.15,20.75
pinheiros,136.03444444444443,19.114444444444445
bom jesus do tocantins,135.96666666666667,32.85333333333333
joao ramalho,135.96333333333334,23.89333333333333
cristais paulista,135.945,14.215
serrinha,135.94266666666667,29.497333333333337
pirajuba,135.9,16.71
sao jose da lapa,135.8225,18.8675
embu-guacu,135.75391304347826,17.785652173913043
itanhandu,135.71285714285713,21.56142857142857
pontal do parana,135.5325,18.848750000000003
morada nova,135.527,31.365
goias,135.52625,19.065
silveiras,135.50000000000003,22.583333333333332
cariri do tocantins,135.445,41.685
mossoro,135.42944444444444,45.66722222222222
catanduva,135.33106666666666,17.0728
bataipora,135.3,44.8
sao vicente ferrer,135.29333333333332,63.29333333333333
junqueiropolis,135.28266666666667,30.811999999999998
penha,135.18176470588236,19.03470588235294
mineiros,135.172,33.6136
capitao poco,135.12666666666667,45.169999999999995
lages,135.00130952380954,28.02630952380953
centenario,134.99,27.48
rodelas,134.96666666666667,19.95
alagoinha,134.95,34.81
catuipe,134.95,28.979999999999997
cristina,134.91500000000002,22.1325
ibema,134.9,38.99
itambaraca,134.9,28.235
estrela d oeste,134.9,21.43
capelinha,134.89263157894737,21.32421052631579
guarapuava,134.77265625,23.3153125
passo fundo,134.71867256637165,26.02353982300885
floriano,134.6677777777778,40.08277777777778
apore,134.64,62.74
senhor do bonfim,134.5936842105263,36.02
anchieta,134.5,26.992941176470588
carlos barbosa,134.46263157894737,24.243684210526315
frei martinho,134.45,62.155
buriti dos lopes,134.45,43.959999999999994
araripe,134.3,27.384999999999998
indaiatuba,134.29532374100708,16.18852517985611
rio novo,134.1975,19.115
lontras,134.16666666666666,17.696666666666665
vicencia,134.0,28.740000000000002
acailandia,133.97,42.24142857142858
jabora,133.95,17.445
mariana,133.83575757575758,24.13242424242424
paracatu,133.81603174603174,27.806507936507934
itaguai,133.7029166666667,23.317916666666665
sao goncalo do rio abaixo,133.70000000000002,35.205
frutal,133.64807692307693,24.685384615384617
palmitos,133.57999999999998,18.616
girua,133.52799999999996,22.568999999999996
ipubi,133.49,41.77333333333333
itabira,133.47455696202533,27.814810126582277
conselheiro pena,133.37066666666666,26.174666666666667
inimutaba,133.35,54.845
canavieiras,133.29999999999998,36.24833333333333
ponta grossa,133.2632394366197,22.738732394366203
alto rio novo,133.25,30.365000000000002
atibaia,133.20515923566873,18.30063694267516
rio grande,133.19983870967738,23.658951612903227
morrinhos,133.19944444444445,29.551111111111116
foz do iguacu,133.1767816091954,26.624022988505747
seropedica,133.0651515151515,26.21818181818182
avare,133.0630158730159,21.119047619047624
irece,133.04,71.6453846153846
veranopolis,133.00222222222223,26.89111111111111
itiquira,133.0,27.66
itanhaem,132.99037974683543,23.18835443037975
manhuacu,132.96875,24.321875
riolandia,132.9333333333333,23.83666666666667
andira,132.92545454545453,20.582727272727276
guaruja,132.91857142857134,17.4734375
votuporanga,132.90317460317462,21.70301587301587
madalena,132.9,43.34
tapes,132.89166666666668,22.81833333333333
ituacu,132.83333333333334,26.52333333333333
novo gama,132.80874999999997,17.831249999999997
jaguaribe,132.796,39.564
posto da mata,132.745,22.287499999999998
vargem grande paulista,132.58068181818183,17.327045454545456
vera cruz,132.53,19.447272727272722
garanhuns,132.49935483870965,40.67290322580646
romaria,132.45,22.78
piumhii,132.4039285714286,26.67142857142857
blumenau,132.38160427807478,23.997647058823528
ibitinga,132.33,20.781363636363633
machadinho d'oeste,132.32666666666668,58.66
aparecida de goiania,132.3132727272727,22.161636363636365
rio claro,132.2939354838709,19.912838709677416
candido sales,132.26333333333332,25.243333333333336
macae,132.22700421940922,26.45337552742616
joinville,132.21509505703412,23.572243346007596
correia pinto,132.2027272727273,20.54090909090909
tanhacu,132.195,20.255000000000003
araraquara,132.15629870129862,18.504415584415586
camaqua,132.05769230769232,24.651538461538465
domingos martins,132.03333333333333,18.37
arceburgo,132.02,33.81285714285714
pirajui,131.96,17.150000000000002
regeneracao,131.82833333333335,41.778333333333336
cachoeira paulista,131.68,19.040399999999998
santa maria da vitoria,131.58076923076925,36.50153846153846
machado,131.52,20.04190476190476
sao pedro de alcantara,131.5,24.955
rondon,131.49,27.94
campinas,131.4517354793564,17.28283414975507
abaiara,131.45,34.625
arroio do sal,131.28142857142856,58.762857142857136
cidreira,131.224,22.58
cachoeiro de itapemirim,131.17049586776858,27.270991735537198
japeri,131.12558823529412,36.01617647058824
ilha de itamaraca,131.11,26.927500000000002
mallet,131.10833333333332,20.16333333333333
livramento de nossa senhora,131.108,24.406
santa cruz,131.10666666666665,51.75333333333333
loanda,131.10461538461536,26.033076923076923
balneario rincao,131.0,17.099999999999998
guimarania,130.975,21.357499999999998
piedade dos gerais,130.96,15.76
ipora,130.64000000000001,23.289411764705882
santo antonio do monte,130.60733333333334,23.76133333333333
grajau,130.558,62.544000000000004
uberlandia,130.51604838709673,22.134731182795697
ituverava,130.4734482758621,20.3
piuma,130.3635294117647,21.999411764705883
carambei,130.26666666666668,21.816666666666666
barretos,130.15027397260275,18.625616438356165
pinhais,130.02716417910446,21.41820895522388
inga,130.0,39.99
lajeado grande,130.0,15.08
sao luiz do norte,129.99,18.34
cruzeiro do iguacu,129.99,18.16
agua preta,129.99,17.35
floresta do araguaia,129.99,56.8
ibiracatu,129.99,18.16
governador celso ramos,129.99,24.463333333333335
luziapolis,129.99,51.63
carnauba dos dantas,129.99,38.46
chiapetta,129.99,18.16
goiabeira,129.99,21.145
laranjal paulista,129.96058823529413,22.028823529411767
orizania,129.95,60.14
grupiara,129.94,19.0
sao francisco,129.91055555555556,26.324444444444442
itagimirim,129.9,63.16
riacho da cruz,129.9,47.44
porto estrela,129.9,26.82
murucupi,129.9,32.23
riacho de santo antonio,129.9,29.7
santa rosa de viterbo,129.87285714285716,24.355
bandeirantes,129.8642857142857,21.10928571428571
schroeder,129.85444444444445,20.058888888888887
borrazopolis,129.79500000000002,26.32
mairipotaba,129.77,19.88
cosmopolis,129.76538461538462,19.310576923076926
uaua,129.75,24.795
jardim,129.73,31.951999999999998
nova esperanca do sul,129.7,54.620000000000005
jatoba,129.648,33.878
campo mourao,129.6342857142857,23.57446428571429
nova floresta,129.6,25.4
jau,129.59671232876715,18.99945205479452
altamira do parana,129.55,24.005000000000003
sao vicente,129.52715151515147,16.65351515151515
araguacu,129.5,33.36
rio do antonio,129.5,21.375
santo augusto,129.45333333333332,24.644444444444446
castro,129.41772727272726,68.20272727272727
pindamonhangaba,129.40752475247524,17.52653465346535
alto garcas,129.4,40.63
duque de caxias,129.39041825095046,22.351216730038026
araputanga,129.3625,31.950000000000003
dona francisca,129.35,40.724999999999994
sao goncalo,129.3468965517241,22.395788177339888
belo horizonte,129.31313818181792,22.226276363636366
ubaitaba,129.3075,37.675
ribeirao preto,129.2067125984252,19.23482283464566
itambe,129.15999999999997,32.9075
paulinia,129.1371317829457,16.528294573643414
cachoeirinha,129.1284722222222,23.306805555555556
penapolis,129.09675675675675,20.883243243243243
cunha pora,129.084,35.105999999999995
tres coroas,129.06166666666667,22.685000000000002
bombinhas,129.02733333333336,24.659333333333333
alfredo marcondes,129.0,40.23
carmolandia,129.0,38.45
corrego fundo,129.0,15.65
paula candido,129.0,39.19
jeriquara,129.0,15.65
comercinho,129.0,15.65
alfredo chaves,128.95857142857145,21.414285714285715
sao mateus do sul,128.92999999999998,23.371333333333332
brejetuba,128.89,15.65
curvelo,128.86046511627907,27.752790697674417
frei inocencio,128.858,17.919999999999998
sao miguel do iguacu,128.82,18.003
rio real,128.66666666666666,31.53333333333333
miguel pereira,128.65,28.833571428571425
bataypora,128.445,17.565
nova venecia,128.41578947368419,26.98578947368421
ipatinga,128.40479532163738,24.675789473684212
balneario pinhal,128.36714285714285,20.767142857142858
conceicao de macabu,128.34384615384616,28.207692307692312
tremembe,128.31657894736844,15.438684210526315
aguas belas,128.31166666666667,45.255
itaqui,128.26444444444445,40.882222222222225
indaial,128.25923076923075,27.589230769230767
votorantim,128.2496470588235,15.810941176470589
nilopolis,128.20728971962617,22.425233644859812
rio piracicaba,128.1875,16.847499999999997
jaguarao,128.16125,27.090000000000003
canoas,128.15909090909085,24.868803827751197
buriticupu,128.154,55.652
alegrete,128.1077142857143,23.213428571428572
ribeirao das neves,128.02464646464645,22.35525252525253
santana de parnaiba,127.98928571428567,16.274945054945054
sao lourenco,127.96636363636362,23.21424242424242
mongagua,127.79833333333335,20.586666666666662
analandia,127.7575,16.167499999999997
tiradentes,127.715,35.68
tanabi,127.6718181818182,23.068181818181817
serra,127.56957894736833,23.18750877192982
praia grande,127.5595498392282,16.727106109324755
lima duarte,127.48,25.996666666666666
icarai de minas,127.45,29.064999999999998
cariacica,127.3520289855072,21.878043478260874
cajobi,127.30375000000001,18.057499999999997
esmeraldas,127.21214285714284,18.733571428571427
barra do corda,127.12714285714286,66.34857142857142
ibate,127.1223076923077,22.425384615384612
sao carlos,127.07701680672258,19.484495798319333
miraima,127.0,18.65
farol,126.99,25.73
angelina,126.99,15.06
nova alvorada do sul,126.94999999999999,32.01
ibiraci,126.94999999999999,18.334999999999997
xangri-la,126.6975,22.41125
hidrolandia,126.595,39.18625
sao joaquim da barra,126.54382352941178,19.104411764705883
monte siao,126.51400000000001,16.808
montes claros,126.49710900473926,22.732227488151658
pedro leopoldo,126.42525,20.451
unai,126.39611111111111,22.94666666666667
embu das artes,126.38853658536577,15.359268292682925
guapo,126.315,18.468333333333334
manga,126.26666666666667,22.33
apodi,125.96333333333332,38.06
jequia da praia,125.955,49.665
buritirama,125.95,17.105
santa maria de jetiba,125.93133333333334,22.80666666666667
sao fernando,125.9,34.68
carlopolis,125.89999999999999,24.296666666666667
aracati,125.88772727272726,37.57818181818181
campos do jordao,125.88461538461539,27.84692307692308
turmalina,125.769,25.558999999999997
trancoso,125.7,40.165
piracaia,125.67409090909088,19.08909090909091
belford roxo,125.52207207207205,23.597927927927934
engenheiro passos,125.44500000000001,20.175
abdon batista,125.4,31.3
caninde de sao francisco,125.4,54.515
cotia,125.33217741935474,16.874193548387098
amambai,125.33,23.118333333333336
duartina,125.26700000000001,20.063
mariano moro,125.0,12.26
charrua,125.0,16.63
tapurah,125.0,20.11
sao desiderio,125.0,36.19
natividade da serra,125.0,13.89
tucunduva,124.99666666666667,20.790000000000003
armazem,124.95,19.725
cortes,124.94500000000001,27.715
campestre do maranhao,124.945,45.53
brumado,124.94318181818181,32.974545454545456
sao domingos do norte,124.91428571428573,22.014285714285716
brejoes,124.9,18.44
potim,124.9,15.02
glorinha,124.9,16.75
buritis,124.825,25.875
ararangua,124.80833333333334,30.010555555555552
jequitinhonha,124.76090909090908,20.317272727272726
cianorte,124.70948717948718,21.227692307692312
niquelandia,124.68499999999999,23.917142857142856
tupa,124.67365384615385,19.38288461538462
extrema,124.49613636363638,21.788181818181815
bocaiuva,124.48230769230769,24.996153846153845
dourado,124.4811111111111,21.84444444444445
matupa,124.45285714285714,30.957142857142856
sarapui,124.44,16.005
alfenas,124.4260465116279,27.65418604651163
santa rita de caldas,124.38,22.656666666666666
sao joaquim,124.33111111111111,21.267777777777773
sao paulo,124.32960264900932,16.575936891312782
itatiba,124.21969072164948,16.337113402061853
cafelandia,124.21549999999999,20.8855
jaboticabal,124.18555555555557,21.639074074074074
santa helena de minas,124.16999999999999,27.645000000000003
ortigueira,124.16125000000001,18.269999999999996
bento goncalves,124.15563636363639,27.832545454545453
amelia rodrigues,124.13,19.21
belo oriente,124.078,42.525999999999996
guanambi,124.04243243243245,32.742972972972964
piedade,124.03304347826088,17.786521739130432
valentim gentil,124.01,15.613333333333335
monte azul,123.97999999999999,21.996
sao gotardo,123.96900000000001,29.977000000000004
guarabira,123.968,40.318
serrolandia,123.96666666666665,18.483333333333334
buenos aires,123.95,31.965
pirassununga,123.91782608695655,19.071014492753626
corinto,123.89636363636365,16.615454545454543
barreira,123.89,18.12
jose bonifacio,123.86166666666666,15.049166666666665
sao joao del rei,123.85029850746268,23.761492537313437
ilheus,123.70472222222224,29.323888888888884
santa isabel do para,123.62833333333333,29.633333333333336
ipigua,123.62,20.21
iguaba grande,123.61052631578947,25.318421052631578
eldorado do sul,123.56533333333333,18.237333333333336
luisburgo,123.49000000000001,33.795
capao da canoa,123.47605263157898,24.65763157894737
colombo,123.47377049180328,26.930163934426226
santa luzia,123.41285714285713,23.01265306122449
sapeacu,123.39500000000001,28.34
miguel calmon,123.328,34.233999999999995
rancharia,123.32681818181821,18.173181818181817
taboao da serra,123.21827586206882,16.092413793103447
valinhos,123.20519125683053,17.016775956284153
bom despacho,123.17184210526315,23.001842105263155
sao roque,123.10679487179488,16.995641025641024
jardinopolis,123.08076923076925,19.340769230769233
ibirapua,122.99,18.43
aurilandia,122.99,53.21
maquine,122.99,84.41
felipe guerra,122.99,34.66
sao nicolau,122.99,15.61
herval d'oeste,122.97111111111109,31.13222222222223
potengi,122.94500000000001,43.03
barra da estiva,122.93857142857142,30.301428571428573
caetes,122.9,43.14
itamaraju,122.84416666666668,34.09916666666667
cacu,122.83500000000001,22.606250000000003
nao-me-toque,122.81142857142856,28.91714285714286
matipo,122.79750000000001,15.29
jauru,122.758,29.814
sorocaba,122.6791025641028,16.982499999999995
vilhena,122.66388888888888,48.254444444444445
conceicao do tocantins,122.65666666666668,22.0
bataguassu,122.6,23.983999999999998
bambui,122.59277777777778,19.55611111111111
joao lisboa,122.578,39.564
santa rita de minas,122.55666666666667,20.36666666666667
ouro preto,122.52785714285714,25.984999999999996
francisco badaro,122.48666666666666,22.78333333333333
guarulhos,122.46892190152828,16.390008488964348
santarem,122.44681818181817,42.84045454545454
sao sebastiao do alto,122.245,31.93
limeira,122.13698412698406,17.40888888888889
aperibe,122.07833333333333,30.91416666666667
socorro,122.0763157894737,16.882631578947368
campo bom,122.07527777777779,24.68444444444445
capinzal,122.05500000000002,24.868000000000002
doutor ulysses,122.0,36.61
itapipoca,121.91636363636366,38.197272727272725
seara,121.80833333333334,23.74833333333333
itupeva,121.71613636363635,21.993409090909093
palhoca,121.70340425531917,22.448191489361704
pelotas,121.66918478260862,27.007934782608697
santa tereza do oeste,121.63333333333333,18.563333333333333
rio do oeste,121.63,22.98333333333333
almirante tamandare,121.59114285714287,22.46114285714286
bezerros,121.5718181818182,36.60545454545454
irupi,121.495,22.32
ametista do sul,121.4,16.355
vassouras,121.39999999999998,22.83135135135135
rodeio,121.38,19.470000000000002
muqui,121.37,22.225
conchas,121.30199999999999,19.554000000000002
japira,121.26333333333334,29.383333333333336
itinga,121.16666666666669,23.723333333333333
mairipora,121.16506666666668,16.7772
maximiliano de almeida,121.16333333333334,19.686666666666667
sao jose,121.13369047619041,23.791488095238098
sapucaia,121.10666666666667,27.451666666666668
paraguacu,121.07083333333333,31.12
divinopolis do tocantins,120.99,18.28
madre de deus de minas,120.98666666666668,19.71666666666667
propria,120.9725,64.215
mesquita,120.94631578947372,23.854868421052632
piedade do rio grande,120.92666666666666,34.70666666666667
mirante da serra,120.9,44.7
porto trombetas,120.9,29.244999999999997
carajas,120.805,40.835
fervedouro,120.72,20.35625
maripa,120.65666666666668,23.586666666666662
sapezal,120.60249999999999,21.8375
santana dos montes,120.5,27.73
braganca,120.44,39.25666666666667
aracatuba,120.3855395683453,19.593453237410074
uba,120.18415094339623,25.740377358490562
timon,120.17933333333333,29.32933333333333
itapolis,120.14250000000001,23.339642857142856
cabreuva,120.10000000000001,18.919999999999998
espirito santo do pinhal,120.00111111111113,16.903333333333332
pitanga de estrada,120.0,34.83
biritinga,120.0,27.57
passa tempo,120.0,26.46
tacuru,120.0,50.71
morro do ferro,120.0,34.38
severiano melo,120.0,70.83
miranda do norte,120.0,34.64
nova araca,119.99,16.6
santa cruz do piaui,119.99,38.39
erebango,119.99,19.43
flores da cunha,119.95416666666665,24.426666666666666
araponga,119.95,32.615
santo antonio do grama,119.95,17.73
cachoeira,119.94749999999999,23.480000000000004
junco do serido,119.945,39.265
wagner,119.9,27.79
sardoa,119.9,18.09
mucambo,119.9,29.24
bela vista de minas,119.9,14.61
serranopolis de minas,119.9,16.6
bora,119.9,19.81
santo antonio de goias,119.9,29.12
pentecoste,119.9,29.705
ipiranga de goias,119.9,20.08
prudentopolis,119.87,35.15428571428572
sao joao batista do gloria,119.86666666666667,25.743333333333336
silveira martins,119.8,35.34
antunes,119.8,15.59
sacra familia do tingua,119.8,29.24
morro grande,119.8,38.78
limoeiro do norte,119.71416666666669,30.857500000000005
jose boiteux,119.69999999999999,45.3
sao luis do quitunde,119.65,56.125
barueri,119.64650349650346,16.930745920745924
abadia dos dourados,119.63333333333333,18.2
bonito de santa fe,119.6,43.25
camacari,119.57737704918033,24.682786885245903
rio pardo de minas,119.53799999999998,22.16
alpinopolis,119.5257142857143,18.967142857142854
central,119.5,23.39
paulo lopes,119.495,16.335
muniz freire,119.45,20.115000000000002
bananal,119.44166666666666,23.176666666666666
maiquinique,119.4,20.08
lauro de freitas,119.39840000000001,30.875999999999998
presidente kennedy,119.32499999999999,21.83
ribeirao do sul,119.3,19.183333333333334
concordia,119.26780000000001,25.535800000000005
sao simao,119.03499999999998,15.237142857142857
farroupilha,119.00111111111111,20.165185185185187
meridiano,119.0,21.47
sede alvorada,119.0,35.9
araguana,119.0,105.07
maracana,119.0,46.625
campo alegre de minas,119.0,18.93
andre da rocha,119.0,27.13
sao cristovao do sul,118.99,18.08
sao jose da boa vista,118.99,18.08
goncalves,118.96666666666665,16.05666666666667
campina do monte alegre,118.95,27.045
nazario,118.94500000000001,18.25
itaborai,118.9045,21.632333333333335
alpestre,118.9,18.08
treviso,118.9,18.08
ibitiara,118.9,38.38
indiapora,118.89,15.823333333333332
caravelas,118.8,36.79333333333333
barro preto,118.8,27.78
sumare,118.71779005524857,17.29756906077348
teixeira de freitas,118.59206896551724,26.869655172413793
mogi mirim,118.56539473684212,15.356315789473687
alcinopolis,118.52666666666669,40.19833333333333
serra de sao bento,118.45,45.625
itapuranga,118.39714285714285,24.925714285714285
simao dias,118.35428571428572,36.347142857142856
caldeirao grande,118.26666666666667,20.816666666666666
guara,118.249,27.670000000000005
holambra,118.22608695652175,16.645652173913046
edeia,118.225,22.002499999999998
redentora,118.19666666666666,31.583333333333332
iturama,118.17000000000002,19.435333333333332
santo angelo,118.11434782608698,24.89934782608696
sao borja,118.04111111111109,27.34166666666666
sao caetano do sul,118.00945454545446,15.639054545454545
cerro negro,118.0,35.32
santa rita do passa quatro,117.99833333333332,19.73166666666667
cerejeiras,117.99,43.24
pedra preta,117.958,32.891999999999996
piracuruca,117.95,55.769999999999996
cruzeiro do oeste,117.91285714285716,22.444285714285716
espigao do oeste,117.77999999999999,40.748333333333335
paulo de faria,117.71599999999998,13.580000000000002
marcelino vieira,117.7,51.32
astolfo dutra,117.68363636363637,19.56090909090909
pariquera-acu,117.67333333333333,20.007333333333335
sucesso,117.63333333333333,44.339999999999996
rio maria,117.62666666666667,27.563333333333333
dianopolis,117.56428571428572,48.92285714285715
ubaira,117.46499999999999,30.02
montalvania,117.40000000000002,23.409999999999997
porto esperidiao,117.4,22.015
marechal candido rondon,117.37290322580647,22.202903225806455
lagoa dourada,117.356,24.104
rancho alegre d'oeste,117.3,31.99
sao geraldo do baguari,117.3,25.66
venda branca,117.3,17.53
iretama,117.3,22.29
sao pedro do iguacu,117.3,25.66
barroso,117.2690909090909,25.96
oliveira,117.22727272727273,23.714545454545455
santana,117.14846153846153,32.183076923076925
contagem,117.12108747044907,20.925815602836877
ubatuba,117.11618421052631,18.45171052631579
porciuncula,117.11,21.90625
garopaba,117.0904347826087,27.549130434782608
pimenta,116.995,18.634999999999998
custodia,116.976,33.458
alto horizonte,116.955,25.62
chaveslandia,116.89500000000001,21.86
tijucas,116.82466666666666,21.31433333333333
nova odessa,116.80552631578949,19.03842105263158
poco fundo,116.74875000000002,38.86125
monte mor,116.534358974359,13.570512820512821
nazare paulista,116.52,16.955714285714286
cafeara,116.5,38.41
luizlandia do oeste,116.495,16.16
ibiraiaras,116.49,17.365
itapeva,116.41982456140353,18.427719298245616
tomazina,116.26666666666667,20.83666666666667
santo andre,116.12042875157657,15.936973518284997
sao jose do rio pardo,116.0509090909091,19.654772727272725
augusto correa,115.99666666666667,30.669999999999998
massaranduba,115.95333333333333,43.82666666666666
bandeira,115.90333333333335,23.833333333333332
duere,115.9,42.87
santa cruz de minas,115.77799999999999,26.3
resende,115.7713675213675,25.22623931623932
rio bonito do iguacu,115.69999999999999,18.355
viradouro,115.64111111111112,22.189444444444447
santa maria de itabira,115.57500000000002,27.0475
ibira,115.53285714285713,14.614285714285716
tres passos,115.47363636363637,21.228181818181817
sao jose dos pinhais,115.45076335877859,20.148015267175573
moreilandia,115.45,32.11
lagoa vermelha,115.44642857142857,19.056428571428572
bayeux,115.43571428571428,47.33714285714286
aracoiaba,115.29399999999998,27.336000000000002
campina grande do sul,115.247,23.002000000000002
moreira sales,115.22333333333334,29.27
mata de sao joao,115.21249999999999,24.709999999999997
mozarlandia,115.2,28.805714285714284
catanduvas,115.13166666666666,24.03333333333333
tiete,115.07833333333332,20.247500000000002
urupes,115.01399999999998,16.313
lagoinha do piaui,115.0,34.61
luis correia,115.0,38.36
aparecida do rio negro,115.0,57.58
itamogi,114.95,19.564999999999998
iracema,114.95,39.435
sao paulo do potengi,114.95,44.94
arroio dos ratos,114.90888888888887,21.371111111111116
pugmil,114.9,33.25
macaiba,114.888,36.546
guariba,114.88785714285714,14.449285714285713
paragominas,114.87631578947367,41.712105263157895
carmo,114.86076923076922,26.639999999999993
espirito santo do turvo,114.85000000000001,19.57
tres pontas,114.6855,18.906
salesopolis,114.652,16.444
sao jose dos campos,114.65151603498563,16.525320699708455
indiana,114.63,15.146666666666668
piraquara,114.60785714285714,24.48071428571428
piacabucu,114.45,45.75
sao jose do belmonte,114.45,35.47
benevides,114.44500000000001,57.07
sao joao de pirabas,114.445,38.22
timburi,114.43333333333334,15.853333333333333
pitangui,114.41954545454546,24.862272727272728
mairinque,114.4048,19.4632
alpercata,114.4,15.985
tomar do geru,114.39500000000001,52.34
sirinhaem,114.376,29.669999999999998
monte verde,114.36666666666666,40.11666666666667
santa rita do araguaia,114.32142857142857,24.54
nova mutum,114.276,28.857999999999997
cacador,114.2345,22.506
santa fe do sul,114.13342857142858,19.255999999999997
quijingue,114.04499999999999,19.985
queimados,114.01388888888889,22.66018518518519
congonhal,113.96000000000001,28.087500000000002
hortolandia,113.95317241379304,15.347310344827584
boqueirao do leao,113.95,36.12
pojuca,113.92999999999999,26.13
salto,113.92968085106385,15.712021276595744
jaiba,113.91499999999998,19.258333333333336
guaranta,113.85799999999999,29.144000000000005
cajati,113.8325,17.460625
buritama,113.80444444444444,23.35333333333333
ibicare,113.7,17.345
imaculada,113.63,43.67333333333334
goianesia,113.58166666666666,30.23611111111111
tocantins,113.56333333333333,16.185
marica,113.55768115942027,20.938913043478262
sao jose dos quatro marcos,113.495,42.620000000000005
santa mercedes,113.495,21.29
abelardo luz,113.28333333333332,19.646666666666665
itacarambi,113.26333333333332,19.93
itaquaquecetuba,113.24701754385957,14.994678362573097
cangucu,113.21285714285715,19.677857142857142
aparecida de sao manuel,113.15,15.245000000000001
igarapava,113.01285714285713,15.132857142857144
pedro gomes,113.0,19.38
nova santa barbara,113.0,17.53
alagoa nova,113.0,51.29
encruzilhada do sul,112.99874999999999,29.825000000000003
prudente de morais,112.99666666666667,15.256666666666668
rianapolis,112.92,20.697499999999998
aragoiania,112.9,0.0
imbituba,112.89264705882354,20.644411764705882
porto xavier,112.89200000000001,25.144
sobradinho,112.84333333333332,31.91111111111111
vila dos cabanos,112.8075,36.61
americana,112.78900452488679,16.983529411764707
garibaldi,112.75555555555555,22.383333333333333
mar de espanha,112.74666666666667,19.65
corguinho,112.705,18.630000000000003
papucaia,112.67699999999999,30.893
jundiai do sul,112.65666666666668,15.346666666666666
sao bernardo do campo,112.65192887931062,15.607607758620691
campos belos,112.58142857142856,19.92285714285714
jumirim,112.53333333333335,23.546666666666667
conselheiro lafaiete,112.31392857142858,20.92869047619048
ouroeste,112.29,18.39818181818182
barra velha,112.26733333333331,22.026666666666664
charqueada,112.26700000000001,16.820999999999998
arroio grande,112.25666666666666,40.35666666666667
mutuipe,112.1975,32.825
pompeia,112.18117647058824,20.345294117647057
paulo frontin,112.17999999999999,29.3
dois corregos,112.15363636363637,15.354545454545452
chapadao do sul,112.12785714285714,24.544285714285714
taguatinga,112.12714285714286,34.857142857142854
cotipora,112.0,15.53
araruna,111.974,31.01
poco verde,111.94999999999999,60.3775
marechal floriano,111.92800000000003,24.348000000000003
caxias,111.90937500000001,50.85
presidente epitacio,111.84869565217393,19.20130434782609
paraipaba,111.79400000000001,29.514
santa teresa,111.73599999999999,19.628999999999998
santa rita do sapucai,111.7342857142857,22.183714285714288
tejupa,111.72666666666667,15.74
crixas,111.71,29.47
erechim,111.6944827586207,24.232758620689662
osvaldo cruz,111.65375,21.11875
irati,111.60090909090908,24.49727272727273
palmeiras de goias,111.60000000000001,24.176666666666666
cruz das almas,111.51333333333334,26.629444444444445
sombrio,111.43818181818183,25.526363636363637
catigua,111.42833333333333,19.991666666666667
camboriu,111.36357142857142,23.960714285714285
taubate,111.32794007490628,18.795318352059923
rafard,111.28000000000002,20.612000000000002
dom pedro,111.25666666666667,34.97
xambioa,111.22666666666667,32.026666666666664
sao jose do egito,111.175,46.375
sertaozinho,111.03435483870967,18.058709677419362
manfrinopolis,111.0,27.08
castelandia,110.99600000000001,26.686
ibiuna,110.95225806451613,18.40032258064516
cantagalo,110.92476190476191,20.412857142857142
lindolfo collor,110.9,19.75
conceicao do coite,110.87666666666667,34.349999999999994
santo anastacio,110.85882352941178,20.925294117647056
taruma,110.85777777777778,21.358888888888888
antonio prado,110.83999999999999,22.674
santa barbara d'oeste,110.78033898305087,16.169915254237285
barra do ribeiro,110.756,37.822
primavera,110.75333333333334,18.803333333333327
nossa senhora da gloria,110.72500000000001,26.634999999999998
osasco,110.7248787061997,15.960727762803236
sao bento do sul,110.67954545454546,28.080681818181823
santa cruz de salinas,110.45,20.41
vacaria,110.4378260869565,20.711304347826086
aruja,110.35913043478261,16.049275362318838
icara,110.34952380952382,25.40761904761905
tabapua,110.24666666666667,17.687500000000004
ecoporanga,110.24,32.98875
virginopolis,110.205,26.3225
canarana,110.14818181818183,25.024545454545454
placas,110.14500000000001,49.144999999999996
jaru,110.09833333333334,41.61166666666667
wenceslau guimaraes,110.0,27.5
independencia,110.0,26.05
lagoa,110.0,70.76
caldeirao grande do piaui,110.0,70.76
cerquilho,109.99700000000001,18.72666666666667
umburatiba,109.99,24.71
capao bonito,109.96321428571426,19.400000000000002
sao jose da laje,109.95,38.230000000000004
agua clara,109.94500000000001,19.64
monsenhor tabosa,109.93333333333334,27.506666666666664
poa,109.92294117647057,17.180588235294117
sao jose da tapera,109.9,34.57
arara,109.9,27.24
ipiranga do sul,109.9,23.35
caseiros,109.9,42.76
missi,109.9,43.05
boca da mata,109.86500000000001,39.150000000000006
tanque novo,109.86333333333334,39.26666666666667
uruoca,109.85000000000001,37.935
conceicao do mato dentro,109.82583333333332,24.035833333333333
