Ville,nbCommandes,prixMoyenProduits,fraisMoyen,noteMoyenneVille,nbVendeurs,latitudeVille,longitudeVille,Etat,nbVendeursParCommande
vitoria da conquista,92,183.30222222222224,33.91922222222222,3.946236559139785,"",-14.859600725378753,-40.841904237073955,Bahia,""
vicosa,91,181.03351648351642,25.47582417582418,4.0,2,-20.7543418685196,-42.87795560248504,Minas Gerais,0.02197802197802198
vicosa,91,181.03351648351642,25.47582417582418,4.0,2,-9.374547460586427,-36.24330797920324,Alagoas,0.02197802197802198
vicosa,91,181.03351648351642,25.47582417582418,4.0,2,-5.992472687151518,-37.944090322271194,Rio Grande do Norte,0.02197802197802198
jaragua do sul,89,145.6916853932584,26.848202247191015,4.044943820224719,9,-26.48392090658461,-49.09346022232564,Santa Catarina,0.10112359550561797
varginha,89,159.80898876404493,23.639101123595506,4.344444444444444,4,-21.56132709360479,-45.436518686602305,Minas Gerais,0.0449438202247191
caraguatatuba,89,153.82795454545453,22.300340909090913,3.966666666666667,"",-23.637327711077546,-45.41383022299347,São Paulo,""
ananindeua,88,205.40045454545452,35.92738636363636,3.933333333333333,"",-1.3664682374065154,-48.40141600314842,Pará,""
foz do iguacu,87,133.1767816091954,26.624022988505747,4.057471264367816,5,-25.520882398937516,-54.56464238659438,Paraná,0.05747126436781609
votorantim,85,128.2496470588235,15.810941176470589,4.294117647058823,4,-23.54726588012212,-47.45058667876495,São Paulo,0.047058823529411764
lages,85,135.00130952380954,28.02630952380953,4.329411764705882,2,-27.813278053059904,-50.322299218404844,Santa Catarina,0.023529411764705882
lages,85,135.00130952380954,28.02630952380953,4.329411764705882,2,-4.012779999999964,-38.69999999999993,Ceará,0.023529411764705882
poa,85,109.92294117647057,17.180588235294117,4.080459770114943,1,-23.526764005818002,-46.34701941573557,São Paulo,0.011764705882352941
angra dos reis,85,222.2710588235294,32.4904705882353,3.8488372093023258,1,-22.99505330727889,-44.35328502084302,Rio de Janeiro,0.011764705882352941
jandira,85,98.33892857142858,16.64095238095238,4.136363636363637,"",-23.541060858353738,-46.90344430260754,São Paulo,""
conselheiro lafaiete,84,112.31392857142858,20.92869047619048,4.0,3,-20.65807672905485,-43.78017241246162,Minas Gerais,0.03571428571428571
assis,84,145.22892857142855,19.28666666666666,4.529411764705882,8,-22.658497062224928,-50.41828219858366,São Paulo,0.09523809523809523
lavras,83,160.21385542168676,24.219397590361446,3.880952380952381,"",-21.244711413159234,-44.99919552691308,Minas Gerais,""
lorena,83,95.96409638554218,18.151686746987952,4.433734939759036,2,-22.73720012673803,-45.11555313440955,São Paulo,0.024096385542168676
sao joao da boa vista,82,145.51617283950617,22.486049382716054,4.280487804878049,1,-21.978274580436416,-46.79050499411805,São Paulo,0.012195121951219513
itanhaem,80,132.99037974683543,23.18835443037975,4.15,"",-24.183167351085636,-46.80208758078426,São Paulo,""
ourinhos,80,162.89649350649347,23.035714285714292,4.125,1,-22.97892238436809,-49.8735547794906,São Paulo,0.0125
barbacena,80,153.70762499999998,25.313625000000002,4.222222222222222,1,-21.219352072707792,-43.77145736524311,Minas Gerais,0.0125
varzea paulista,80,138.20743589743586,24.093589743589742,3.654320987654321,1,-23.214140993260514,-46.83343176734841,São Paulo,0.0125
itabira,79,133.47455696202533,27.814810126582277,3.8354430379746836,1,-19.63421624466147,-43.2235965122619,Minas Gerais,0.012658227848101266
birigui,79,187.32487179487177,25.839615384615392,4.333333333333333,10,-21.291485938836868,-50.33834102472449,São Paulo,0.12658227848101267
cubatao,79,88.5573417721519,14.878354430379748,4.325,"",-23.904395331212207,-46.42294141770256,São Paulo,""
sao roque,79,123.10679487179488,16.995641025641024,4.3924050632911396,7,-23.535588995083053,-47.12790159336947,São Paulo,0.08860759493670886
itapetininga,78,158.86857142857144,23.578831168831172,4.115384615384615,2,-23.587600964830145,-48.04508320649602,São Paulo,0.02564102564102564
araxa,78,172.84486842105264,26.457894736842103,3.782051282051282,2,-19.592272553654016,-46.93908706424618,Minas Gerais,0.02564102564102564
araruama,77,223.36610389610388,25.933246753246756,3.6103896103896105,"",-22.869309765672,-42.32125599263828,Rio de Janeiro,""
mogi mirim,76,118.56539473684212,15.356315789473687,4.215189873417722,3,-22.433009217820057,-46.96110466508603,São Paulo,0.039473684210526314
ubatuba,76,117.11618421052631,18.45171052631579,3.896103896103896,1,-23.45292929995693,-45.0932194085285,São Paulo,0.013157894736842105
mesquita,76,120.94631578947372,23.854868421052632,3.5789473684210527,3,-22.78350564873647,-43.42440928433379,Rio de Janeiro,0.039473684210526314
mesquita,76,120.94631578947372,23.854868421052632,3.5789473684210527,3,-19.903270682184687,-42.7658420897665,Minas Gerais,0.039473684210526314
catanduva,75,135.33106666666666,17.0728,3.986666666666667,10,-21.136969013718122,-48.97216028148744,São Paulo,0.13333333333333333
tatui,75,155.21958904109593,19.196027397260277,4.293333333333333,3,-23.350759873377086,-47.84772228616046,São Paulo,0.04
lauro de freitas,75,119.39840000000001,30.875999999999998,3.736842105263158,2,-12.884900331298656,-38.31467051487966,Bahia,0.02666666666666667
teofilo otoni,75,103.2564,24.565333333333335,4.24,"",-17.861860826922978,-41.50636627107563,Minas Gerais,""
mairipora,75,121.16506666666668,16.7772,4.413333333333333,2,-23.330293289806153,-46.59743670114032,São Paulo,0.02666666666666667
cacapava,74,137.29824324324323,21.521351351351353,4.16,"",-23.102906919560226,-45.70562213632428,São Paulo,""
rio branco,74,189.7054054054054,41.736756756756755,3.945945945945946,1,-15.240463949187793,-58.11313764020772,Mato Grosso,0.013513513513513514
rio branco,74,189.7054054054054,41.736756756756755,3.945945945945946,1,-9.966258607711323,-67.8266029352306,Acre,0.013513513513513514
jau,74,129.59671232876715,18.99945205479452,4.24,4,-22.291349194509294,-48.5575533816562,São Paulo,0.05405405405405406
viamao,73,91.16575342465755,21.052465753424656,3.8493150684931505,2,-30.076596374990327,-51.06469323950282,Rio Grande do Sul,0.0273972602739726
barretos,73,130.15027397260275,18.625616438356165,4.253333333333333,4,-20.559626185890153,-48.56778512061987,São Paulo,0.0547945205479452
ilheus,72,123.70472222222224,29.323888888888884,3.7083333333333335,1,-14.802192122988787,-39.03982389235803,Bahia,0.013888888888888888
cachoeirinha,72,129.1284722222222,23.306805555555556,4.0675675675675675,3,-6.120011612921714,-47.920325801633,Tocantins,0.041666666666666664
cachoeirinha,72,129.1284722222222,23.306805555555556,4.0675675675675675,3,-29.925837646920016,-51.08405863874121,Rio Grande do Sul,0.041666666666666664
cachoeirinha,72,129.1284722222222,23.306805555555556,4.0675675675675675,3,-8.48900749300668,-36.23606169370395,Pernambuco,0.041666666666666664
toledo,71,143.62342857142858,23.35742857142857,4.084507042253521,8,-22.74325070856608,-46.373796530565,Minas Gerais,0.11267605633802817
toledo,71,143.62342857142858,23.35742857142857,4.084507042253521,8,-24.72884987764649,-53.73948376398966,Paraná,0.11267605633802817
pinhais,69,130.02716417910446,21.41820895522388,4.173913043478261,1,-25.430260607564257,-49.178535324373165,Paraná,0.014492753623188406
pinhais,69,130.02716417910446,21.41820895522388,4.173913043478261,7,-25.430260607564257,-49.178535324373165,Paraná,0.10144927536231885
aruja,69,110.35913043478261,16.049275362318838,4.185714285714286,3,-23.4007455367667,-46.32283993145812,São Paulo,0.043478260869565216
pirassununga,69,123.91782608695655,19.071014492753626,4.405797101449275,1,-21.996671736530615,-47.419981543807445,São Paulo,0.014492753623188406
campina grande,68,257.3607352941176,77.68764705882353,4.102941176470588,1,-7.230652881654887,-35.8890788494615,Paraïba,0.014705882352941176
sao joao del rei,67,123.85029850746268,23.761492537313437,4.343283582089552,2,-21.130506152611296,-44.249390890230515,Minas Gerais,0.029850746268656716
amparo,67,178.05424242424246,18.9430303030303,4.3283582089552235,5,-7.567200620856406,-37.06092390413923,Paraïba,0.07462686567164178
amparo,67,178.05424242424246,18.9430303030303,4.3283582089552235,5,-22.70833483283636,-46.779826996089206,São Paulo,0.07462686567164178
rio verde,67,147.8446153846154,36.97415384615384,3.7205882352941178,1,-17.798027631733337,-50.92189186283829,Goiás,0.014925373134328358
rio verde,67,147.8446153846154,36.97415384615384,3.7205882352941178,1,-24.474612953774336,-52.87775898122082,Paraná,0.014925373134328358
guarapari,67,157.37925373134328,22.040746268656715,4.044776119402985,"",-20.66140344988511,-40.496397340898085,Espírito Santo,""
rondonopolis,65,188.35446153846152,28.65523076923077,4.08955223880597,"",-16.462661192463678,-54.62797780134871,Mato Grosso,""
colatina,65,106.5463076923077,25.034,3.923076923076923,1,-19.529844275091957,-40.63956105804315,Espírito Santo,0.015384615384615385
petrolina,65,220.19999999999993,40.55338461538462,4.230769230769231,"",-9.384439018067077,-40.50488990286944,Pernambuco,""
linhares,65,187.86784615384616,32.544615384615376,4.134328358208955,"",-19.3834438458518,-40.0598376945347,Espírito Santo,""
bage,65,149.77206349206352,21.527936507936513,4.2615384615384615,1,-31.32508106375457,-54.10372230962072,Rio Grande do Sul,0.015384615384615385
manhuacu,65,132.96875,24.321875,4.3076923076923075,"",-20.251431112193043,-42.041233696312275,Minas Gerais,""
guarapuava,65,134.77265625,23.3153125,4.246153846153846,1,-25.390422542951157,-51.47156645197742,Paraná,0.015384615384615385
avare,64,133.0630158730159,21.119047619047624,4.109375,1,-23.101661110048383,-48.923743286031545,São Paulo,0.015625
muriae,64,172.1159375,25.01046875,4.40625,1,-21.130908661434777,-42.371277616616744,Minas Gerais,0.015625
caruaru,64,148.99515624999998,47.5553125,4.328125,2,-8.280838827967244,-35.971427841800576,Pernambuco,0.03125
dourados,64,139.1828125,26.389687500000008,4.159420289855072,"",-22.227621892638428,-54.805985543544246,Mato Grosso do Sul,""
parnamirim,63,149.2522222222222,32.97698412698413,4.21875,1,-8.09155063175857,-39.58027764245356,Pernambuco,0.015873015873015872
parnamirim,63,149.2522222222222,32.97698412698413,4.21875,1,-5.900784348278867,-35.2313475874935,Rio Grande do Norte,0.015873015873015872
paracatu,63,133.81603174603174,27.806507936507934,4.142857142857143,"",-17.23103382640479,-46.868966235925896,Minas Gerais,""
votuporanga,63,132.90317460317462,21.70301587301587,4.603174603174603,4,-20.41831349447959,-49.97354155865328,São Paulo,0.06349206349206349
valenca,63,166.3556451612903,27.460967741935484,3.9682539682539684,"",-13.367279721593324,-39.071764790048796,Bahia,""
valenca,63,166.3556451612903,27.460967741935484,3.9682539682539684,"",-22.246146949606604,-43.709245436400515,Rio de Janeiro,""
itabuna,62,139.73311475409832,26.64918032786885,3.873015873015873,"",-14.79518836379059,-39.27648684317408,Bahia,""
sertaozinho,62,111.03435483870967,18.058709677419362,4.238095238095238,"",-6.7522336566575865,-35.439761272018345,Paraïba,""
sertaozinho,62,111.03435483870967,18.058709677419362,4.238095238095238,"",-21.131615322790967,-47.99310924386883,São Paulo,""
caratinga,62,156.29451612903227,24.53532258064516,4.080645161290323,1,-19.78687714929477,-42.13746238135896,Minas Gerais,0.016129032258064516
jaguariuna,62,139.3831147540984,21.245573770491806,4.048387096774194,4,-22.693353826820243,-46.987836013949334,São Paulo,0.06451612903225806
colombo,62,123.47377049180328,26.930163934426226,4.129032258064516,8,-25.351423377485197,-49.18943188648105,Paraná,0.12903225806451613
santa cruz do sul,62,167.1109677419355,26.028548387096773,4.193548387096774,1,-29.719205251395316,-52.42669616762677,Rio Grande do Sul,0.016129032258064516
camacari,61,119.57737704918033,24.682786885245903,3.278688524590164,"",-12.701748042473287,-38.32394334765692,Bahia,""
sao sebastiao,61,184.00566666666666,22.700833333333335,3.918032786885246,1,-23.7798199808521,-45.53623411940633,São Paulo,0.01639344262295082
sao sebastiao,61,184.00566666666666,22.700833333333335,3.918032786885246,1,-9.939623308636921,-36.550742706252834,Alagoas,0.01639344262295082
sao sebastiao,61,184.00566666666666,22.700833333333335,3.918032786885246,1,-15.903838992500766,-47.77235288790109,District fédéral,0.01639344262295082
brusque,60,140.35916666666668,21.5545,4.383333333333334,10,-27.100857082718772,-48.91495449463352,Santa Catarina,0.16666666666666666
paranagua,60,154.07416666666666,26.78516666666667,3.75,"",-25.53235699523439,-48.53096794687723,Paraná,""
itaborai,60,118.9045,21.632333333333335,3.8333333333333335,1,-22.75276522402979,-42.87664423086164,Rio de Janeiro,0.016666666666666666
tubarao,60,176.76883333333333,25.327333333333335,4.166666666666667,5,-28.4806823812006,-49.0106209686964,Santa Catarina,0.08333333333333333
lagoa santa,60,142.38932203389828,22.376101694915256,4.15625,1,-19.6365201044844,-43.89965142692269,Minas Gerais,0.016666666666666666
lagoa santa,60,142.38932203389828,22.376101694915256,4.15625,1,-19.182993807872656,-51.39898267475399,Goiás,0.016666666666666666
erechim,58,111.6944827586207,24.232758620689662,3.8666666666666667,1,-27.639169118303382,-52.27064372191643,Rio Grande do Sul,0.017241379310344827
itapeva,58,116.41982456140353,18.427719298245616,4.120689655172414,1,-23.98409419654112,-48.88192404218362,São Paulo,0.017241379310344827
itapeva,58,116.41982456140353,18.427719298245616,4.120689655172414,1,-22.768385385405164,-46.22257084261663,Minas Gerais,0.017241379310344827
ouro preto,57,122.52785714285714,25.984999999999996,3.9298245614035086,1,-20.38924295712821,-43.5104335256915,Minas Gerais,0.017543859649122806
itauna,57,139.35000000000002,22.687368421052632,4.333333333333333,2,-20.078233564492294,-44.580701861250176,Minas Gerais,0.03508771929824561
campo mourao,56,129.6342857142857,23.57446428571429,4.089285714285714,1,-24.037944861514262,-52.37745670216547,Paraná,0.017857142857142856
ituiutaba,56,100.87036363636365,22.671454545454548,4.385964912280702,"",-18.976155023374968,-49.46335244818041,Minas Gerais,""
bento goncalves,56,124.15563636363639,27.832545454545453,4.178571428571429,3,-29.165160642374843,-51.514184628485836,Rio Grande do Sul,0.05357142857142857
cruzeiro,56,109.09821428571429,24.094107142857144,4.017857142857143,1,-22.572679309827894,-44.96163046993115,São Paulo,0.017857142857142856
cruzeiro,56,109.09821428571429,24.094107142857144,4.017857142857143,1,-15.79961268545358,-47.9326496249254,District fédéral,0.017857142857142856
alvorada,56,137.53928571428574,28.943928571428575,4.125,1,-30.008429725047428,-51.06694091984411,Rio Grande do Sul,0.017857142857142856
alvorada,56,137.53928571428574,28.943928571428575,4.125,1,-12.478669410006965,-49.12290484577028,Tocantins,0.017857142857142856
alvorada,56,137.53928571428574,28.943928571428575,4.125,1,-19.88896729373426,-45.14923651880442,Minas Gerais,0.017857142857142856
itapira,55,139.25074074074075,20.101481481481482,4.2,"",-22.43461652802295,-46.8214690627363,São Paulo,""
lins,55,167.09018181818183,21.99581818181818,4.072727272727272,"",-21.67607880099038,-49.74967284487655,São Paulo,""
araucaria,54,94.18703703703706,21.662407407407407,3.9444444444444446,2,-25.58142150899515,-49.38809273708958,Paraná,0.037037037037037035
araguari,54,201.28740740740741,21.841111111111108,4.363636363636363,4,-18.647788194887667,-48.19413419921392,Minas Gerais,0.07407407407407407
queimados,54,114.01388888888889,22.66018518518519,3.9444444444444446,1,-22.714677967643738,-43.56344900678065,Rio de Janeiro,0.018518518518518517
queimados,54,114.01388888888889,22.66018518518519,3.9444444444444446,1,-4.129987743899816,-38.49803687687897,Ceará,0.018518518518518517
jaboticabal,54,124.18555555555557,21.639074074074074,4.055555555555555,2,-21.256827223670914,-48.320153673419505,São Paulo,0.037037037037037035
timoteo,54,146.8635849056604,23.72358490566038,4.181818181818182,1,-19.553802668701096,-42.63862085557866,Minas Gerais,0.018518518518518517
unai,54,126.39611111111111,22.94666666666667,4.072727272727272,"",-16.363893984354036,-46.89502468433822,Minas Gerais,""
macapa,54,212.07259259259257,41.002037037037034,4.185185185185185,"",0.03498771410048145,-51.0696626869925,Amapá,""
barra do pirai,54,102.65574074074074,19.453518518518518,3.9074074074074074,"",-22.47477768374266,-43.82426188311747,Rio de Janeiro,""
jatai,54,185.93277777777777,24.029074074074074,3.925925925925926,"",-17.883395900542084,-51.723330182596634,Goiás,""
uba,53,120.18415094339623,25.740377358490562,4.0,6,-21.113979078613283,-42.94508443159539,Minas Gerais,0.11320754716981132
tupa,53,124.67365384615385,19.38288461538462,4.339622641509434,4,-21.93295130907142,-50.513197169388555,São Paulo,0.07547169811320754
pato branco,53,170.71018867924528,29.28188679245283,4.264150943396227,2,-26.2292653183319,-52.67524722580873,Paraná,0.03773584905660377
fernandopolis,53,140.47283018867927,18.191509433962267,4.377358490566038,4,-20.284036123246057,-50.24980947569005,São Paulo,0.07547169811320754
ijui,52,107.39326923076925,24.725192307692307,4.346153846153846,"",-28.38771525411136,-53.915909120886596,Rio Grande do Sul,""
cosmopolis,52,129.76538461538462,19.310576923076926,4.134615384615385,2,-22.63983169287734,-47.18873618575788,São Paulo,0.038461538461538464
matao,52,138.60980769230767,23.88576923076923,4.5,"",-21.607549479565147,-48.3593954985244,São Paulo,""
francisco beltrao,52,144.06500000000003,22.071346153846154,3.980769230769231,4,-26.070802536402585,-53.05293288655347,Paraná,0.07692307692307693
barreiras,52,212.38326923076923,36.57365384615384,3.981132075471698,"",-12.14829144007139,-44.96726006078332,Bahia,""
apucarana,52,140.07115384615386,29.369230769230764,4.326923076923077,8,-23.554896617582095,-51.45635322819143,Paraná,0.15384615384615385
joao monlevade,51,136.46764705882353,25.59098039215686,4.423076923076923,1,-19.8212585325988,-43.17302546294978,Minas Gerais,0.0196078431372549
nova serrana,51,154.04431372549016,24.926274509803925,3.9019607843137254,"",-19.8740600443073,-44.98701334631973,Minas Gerais,""
lajeado,51,160.55705882352942,27.981764705882355,4.245283018867925,5,-29.4556790949698,-51.970375369847126,Rio Grande do Sul,0.09803921568627451
lajeado,51,160.55705882352942,27.981764705882355,4.245283018867925,5,-9.753702991664655,-48.355778305601746,Tocantins,0.09803921568627451
bebedouro,51,97.89980392156865,22.502352941176472,4.333333333333333,1,-20.943887781782355,-48.48609167648659,São Paulo,0.0196078431372549
concordia,50,119.26780000000001,25.535800000000005,3.94,1,-27.231458579661965,-52.02565579643883,Santa Catarina,0.02
boituva,50,151.26632653061225,23.36387755102041,4.076923076923077,3,-23.2874269483057,-47.67058614671448,São Paulo,0.06
registro,50,136.7058695652174,19.519782608695653,4.019230769230769,2,-24.498837779550914,-47.84616128650985,São Paulo,0.04
leme,50,163.05839999999998,20.0818,4.2,1,-22.185288219344297,-47.38562111524041,São Paulo,0.02
ibirite,50,148.21359999999999,22.520800000000005,4.02,1,-20.01416100333527,-44.06822163951433,Minas Gerais,0.02
bertioga,49,198.34479166666665,22.293125000000003,3.92,1,-23.81839039683,-46.080623703430746,São Paulo,0.02040816326530612
itaguai,48,133.7029166666667,23.317916666666665,3.9375,"",-22.870432145449524,-43.78675548014116,Rio de Janeiro,""
uruguaiana,48,96.95750000000002,22.055000000000003,4.469387755102041,1,-29.765154720951497,-57.0808672091093,Rio Grande do Sul,0.020833333333333332
sao mateus,48,139.78659574468085,23.609787234042553,4.3125,"",-18.722365603281947,-39.844795212034825,Espírito Santo,""
campo limpo paulista,48,104.44458333333334,17.24791666666667,4.354166666666667,2,-23.212216767342458,-46.77576640852018,São Paulo,0.041666666666666664
patrocinio,47,148.2071739130435,28.05804347826087,3.851063829787234,"",-18.943309100445795,-46.990779458038965,Minas Gerais,""
videira,47,172.50212765957446,32.00617021276596,3.8297872340425534,2,-27.006353037969625,-51.15060009982839,Santa Catarina,0.0425531914893617
paranavai,47,157.15108695652177,25.010869565217398,4.212765957446808,1,-23.0814594221865,-52.457861438351536,Paraná,0.02127659574468085
itaperuna,47,148.16106382978725,23.786595744680845,3.8541666666666665,"",-21.203166635874716,-41.89456730572591,Rio de Janeiro,""
saquarema,47,101.58804347826087,24.248695652173915,4.061224489795919,1,-22.910727747991768,-42.494631137135315,Rio de Janeiro,0.02127659574468085
sao pedro da aldeia,46,101.57456521739131,22.620434782608694,3.9130434782608696,1,-22.819370232298194,-42.12980873958974,Rio de Janeiro,0.021739130434782608
ilhabela,46,73.02844444444443,18.352666666666668,4.239130434782608,"",-23.81452622279837,-45.36872586432735,São Paulo,""
santo angelo,46,118.11434782608698,24.89934782608696,4.1521739130434785,1,-28.299476598532895,-54.26272851250882,Rio Grande do Sul,0.021739130434782608
sinop,46,147.15113636363637,35.85840909090909,3.9782608695652173,1,-11.858331723837866,-55.5084633154135,Mato Grosso,0.021739130434782608
embu-guacu,46,135.75391304347826,17.785652173913043,4.130434782608695,"",-23.836109448627155,-46.81402739796183,São Paulo,""
boa vista,45,171.98955555555554,47.85333333333334,3.6,"",2.8252109677479007,-60.69812038919214,Roraima,""
boa vista,45,171.98955555555554,47.85333333333334,3.6,"",-16.14474999999996,-54.66108499999996,Mato Grosso,""
boa vista,45,171.98955555555554,47.85333333333334,3.6,"",-7.2643587599279815,-36.24154110263388,Paraïba,""
sao bento do sul,45,110.67954545454546,28.080681818181823,4.333333333333333,3,-26.244738070169774,-49.38665935466757,Santa Catarina,0.06666666666666667
lencois paulista,45,156.28418604651162,19.65720930232558,4.391304347826087,6,-22.59916693535932,-48.79946335592989,São Paulo,0.13333333333333333
vespasiano,45,143.5486046511628,21.770232558139533,3.888888888888889,1,-19.73109725363684,-43.941465688797514,Minas Gerais,0.022222222222222223
itupeva,44,121.71613636363635,21.993409090909093,3.4545454545454546,"",-17.474623306352317,-40.29762801918346,Bahia,""
itupeva,44,121.71613636363635,21.993409090909093,3.4545454545454546,"",-23.157306228305913,-47.054060446426554,São Paulo,""
santarem,44,122.44681818181817,42.84045454545454,3.0681818181818183,"",-2.4364074564533196,-54.71924163407513,Pará,""
extrema,44,124.49613636363638,21.788181818181815,3.8181818181818183,1,-22.85547822328912,-46.319501271003986,Minas Gerais,0.022727272727272728
extrema,44,124.49613636363638,21.788181818181815,3.8181818181818183,1,-11.848223140622189,-60.40766715571303,Rondônia,0.022727272727272728
vargem grande paulista,44,132.58068181818183,17.327045454545456,4.068181818181818,1,-23.622633411415183,-47.012704172183945,São Paulo,0.022727272727272728
curvelo,44,128.86046511627907,27.752790697674417,3.522727272727273,"",-18.76341842229982,-44.43315677131984,Minas Gerais,""
peruibe,44,151.84136363636364,26.923181818181817,3.933333333333333,"",-24.303242483106608,-46.98718317089528,São Paulo,""
juazeiro,44,174.48363636363635,29.029545454545453,3.5681818181818183,"",-9.424867585551826,-40.50167448540273,Bahia,""
louveira,44,108.5868181818182,18.60772727272727,4.25,1,-23.08550507419915,-46.95954096067056,São Paulo,0.022727272727272728
itapema,44,138.86068181818183,25.535227272727276,4.25,1,-27.104775732473907,-48.622296201371384,Santa Catarina,0.022727272727272728
sao jose do rio pardo,44,116.0509090909091,19.654772727272725,3.772727272727273,2,-21.58334995848822,-46.9440675296209,São Paulo,0.045454545454545456
passos,43,98.77395348837211,21.91930232558139,4.186046511627907,1,-20.722383701952474,-46.60862610499824,Minas Gerais,0.023255813953488372
alfenas,43,124.4260465116279,27.65418604651163,4.116279069767442,2,-21.423970169543438,-45.951363503161254,Minas Gerais,0.046511627906976744
guaira,43,105.09348837209303,20.553720930232558,4.255813953488372,1,-24.08699378317974,-54.25106783587238,Paraná,0.023255813953488372
guaira,43,105.09348837209303,20.553720930232558,4.255813953488372,1,-20.324604404899883,-48.31925326240473,São Paulo,0.023255813953488372
guaira,43,105.09348837209303,20.553720930232558,4.255813953488372,1,-24.08699378317974,-54.25106783587238,Paraná,0.023255813953488372
guaira,43,105.09348837209303,20.553720930232558,4.255813953488372,1,-20.324604404899883,-48.31925326240473,São Paulo,0.023255813953488372
andradina,43,158.00976744186048,19.942325581395348,4.0,"",-20.899218031973824,-51.377380577639826,São Paulo,""
artur nogueira,43,147.06536585365853,19.89317073170732,3.840909090909091,3,-22.57120786162832,-47.1657687687331,São Paulo,0.06976744186046512
tres coracoes,43,109.60560975609758,23.960731707317073,3.7906976744186047,3,-21.693411847950614,-45.2598347629678,Minas Gerais,0.06976744186046512
varzea grande,42,167.98928571428573,27.480952380952377,3.761904761904762,"",-15.501499431612231,-56.00415171429634,Mato Grosso,""
varzea grande,42,167.98928571428573,27.480952380952377,3.761904761904762,"",-6.547716498752716,-42.2502604118364,Piauí,""
tres lagoas,42,176.9361904761905,26.514999999999997,3.7142857142857144,"",-20.786666165397005,-51.700022946034714,Mato Grosso do Sul,""
paulista,42,147.91357142857146,33.08833333333333,3.6904761904761907,"",-6.598378754488047,-37.62309129188836,Paraïba,""
paulista,42,147.91357142857146,33.08833333333333,3.6904761904761907,"",-7.931923332078021,-34.858378328399,Pernambuco,""
paulista,42,147.91357142857146,33.08833333333333,3.6904761904761907,"",-18.664810370831788,-40.79495699999999,Espírito Santo,""
sabara,42,106.70904761904764,20.29952380952381,4.119047619047619,1,-19.88332697392784,-43.84763753471688,Minas Gerais,0.023809523809523808
mongagua,42,127.79833333333335,20.586666666666662,4.190476190476191,"",-24.11146693887206,-46.66461090660171,São Paulo,""
pirapora,42,161.97785714285718,24.740238095238098,4.357142857142857,"",-21.981649507710284,-54.676639780055396,Mato Grosso do Sul,""
pirapora,42,161.97785714285718,24.740238095238098,4.357142857142857,"",-17.340845395897375,-44.933534144970075,Minas Gerais,""
aracruz,41,101.60175000000001,25.972749999999998,3.707317073170732,"",-19.847690429635854,-40.22863699645417,Espírito Santo,""
umuarama,41,144.263,20.81225,3.951219512195122,4,-23.76369629845646,-53.30627709706744,Paraná,0.0975609756097561
esteio,41,159.06975609756097,23.031219512195122,3.731707317073171,"",-29.851230890434806,-51.162555399129864,Rio Grande do Sul,""
porto seguro,41,322.25225,36.85825,3.341463414634146,1,-16.434201383233706,-39.07667364956727,Bahia,0.024390243902439025
ponte nova,41,177.67225000000002,24.58625,4.048780487804878,1,-20.410110572814006,-42.89889898447682,Minas Gerais,0.024390243902439025
coronel fabriciano,41,102.48048780487804,18.897073170731705,4.073170731707317,2,-19.509009469549575,-42.6202516599848,Minas Gerais,0.04878048780487805
araguaina,41,200.0863414634146,40.124146341463415,3.7560975609756095,"",-7.194145689018867,-48.208708988639856,Tocantins,""
ouro branco,41,107.78609756097562,21.086829268292682,4.095238095238095,"",-6.703844963849065,-36.94537041581259,Rio Grande do Norte,""
ouro branco,41,107.78609756097562,21.086829268292682,4.095238095238095,"",-9.162032471195122,-37.35768500696774,Alagoas,""
ouro branco,41,107.78609756097562,21.086829268292682,4.095238095238095,"",-20.520692144641046,-43.70443546935004,Minas Gerais,""
alagoinhas,40,156.23075,29.4775,4.2,"",-12.136744532665933,-38.42344400813102,Bahia,""
cacador,40,114.2345,22.506,4.35,1,-26.779161148380975,-51.01114985685163,Santa Catarina,0.025
sapucaia do sul,40,142.096,29.620500000000003,3.95,"",-29.828262044389604,-51.14618705557026,Rio Grande do Sul,""
monte mor,40,116.534358974359,13.570512820512821,3.725,"",-22.944389409694335,-47.29535122151839,São Paulo,""
paulo afonso,40,166.47666666666666,34.603589743589744,4.15,"",-9.407129323472061,-38.22261330595956,Bahia,""
tres rios,40,185.32102564102564,21.973589743589745,3.825,1,-22.11162424417085,-43.20446054314709,Rio de Janeiro,0.025
pedro leopoldo,40,126.42525,20.451,4.5,1,-19.613117562252103,-44.039892263544594,Minas Gerais,0.025
sao miguel do oeste,40,153.893,27.1415,3.9,1,-26.733228064055744,-53.517757203889175,Santa Catarina,0.025
imperatriz,40,179.2845,49.335,3.8,"",-5.519378116377779,-47.47729115068585,Maranhão,""
bom despacho,39,123.17184210526315,23.001842105263155,4.0256410256410255,"",-19.740337139221076,-45.25863430864748,Minas Gerais,""
cianorte,39,124.70948717948718,21.227692307692312,4.3,1,-23.661548233399802,-52.61100936204495,Paraná,0.02564102564102564
olimpia,38,158.44702702702702,19.942972972972974,4.052631578947368,1,-20.737113878937226,-48.909363506243395,São Paulo,0.02631578947368421
guanambi,38,124.04243243243245,32.742972972972964,3.736842105263158,1,-14.223207197286877,-42.78339770003472,Bahia,0.02631578947368421
tremembe,38,128.31657894736844,15.438684210526315,4.2894736842105265,"",-22.97482043888918,-45.54766992395828,São Paulo,""
