geolocation_city,latitudeVille,longitudeVille,Etat
coqueiro baixo,-29.18047999999994,-52.089344249999954,Rio Grande do Sul
coqueiro seco,-9.637658609091483,-35.79101525160084,Alagoas
coqueiros do sul,-28.118553226627522,-52.78245270110114,Rio Grande do Sul
coracao de jesus,-16.66480122770849,-44.34825458609674,Minas Gerais
coracao de maria,-12.222106899988114,-38.7607666735577,Bahia
coração de jesus,-16.639490182531635,-44.33613678474092,Minas Gerais
coração de maria,-12.248491790078978,-38.74961948429586,Bahia
corbelia,-24.796141774817812,-53.297761580296495,Paraná
corbélia,-24.79204379835992,-53.298934935512484,Paraná
cordeiro,-22.02725682220289,-42.36626102797319,Rio de Janeiro
cordeiropolis,-22.481923906468378,-47.45974025268495,São Paulo
cordeiros,-15.039252005168533,-41.93432529834638,Bahia
cordeirópolis,-22.480961854538894,-47.4610487784714,São Paulo
cordilheira alta,-26.986388569060697,-52.60331776416496,Santa Catarina
cordisburgo,-19.127109211669413,-44.320277911842396,Minas Gerais
cordislandia,-21.7919182595283,-45.7009233483534,Minas Gerais
coreau,-3.559880959498625,-40.658906141659585,Ceará
coreaú,-3.5928429999794393,-40.68227928949937,Ceará
coremas,-7.018257570439016,-37.944255498102386,Paraïba
corguinho,-19.81640391234905,-54.88471208002956,Mato Grosso do Sul
coribe,-13.825204329206679,-44.453887836460595,Bahia
corinto,-18.365786615134017,-44.454401934788834,Minas Gerais
cornelio procopio,-23.181064673276143,-50.64945125561864,Paraná
cornélio procópio,-23.18174155256897,-50.65055062534606,Paraná
coroaci,-18.620027423713275,-42.2826678589023,Minas Gerais
coroados,-21.35551800562683,-50.284634723537536,São Paulo
coroata,-4.129394110410872,-44.12630249098348,Maranhão
coroatá,-4.129463038727667,-44.12856164595457,Maranhão
coromandel,-18.47627421500296,-47.19682128916466,Minas Gerais
coronel barros,-28.394830144676845,-54.067637221714705,Rio Grande do Sul
coronel bicaco,-27.717225147874625,-53.70934274165322,Rio Grande do Sul
coronel domingos soares,-26.223690950509024,-52.03000071823529,Paraná
coronel ezequiel,-6.372854249999971,-36.18737049999997,Rio Grande do Norte
coronel fabriciano,-19.509009469549575,-42.6202516599848,Minas Gerais
coronel freitas,-26.90692805100056,-52.703130494713605,Santa Catarina
coronel joao pessoa,-6.265689093152236,-38.44126594152204,Rio Grande do Norte
coronel joao sa,-10.2861181896329,-37.92578635113678,Bahia
coronel jose dias,-8.826232629471455,-42.47976066059053,Piauí
coronel joão sá,-10.286732053027492,-37.93011739486825,Bahia
coronel macedo,-23.630610844696957,-49.31318912407181,São Paulo
coronel martins,-26.511974068468756,-52.66907658962485,Santa Catarina
coronel murta,-16.613471172099263,-42.182577574266176,Minas Gerais
coronel pacheco,-21.593698960032746,-43.27374596923991,Minas Gerais
coronel pilar,-29.27242765412856,-51.680285961895805,Rio Grande do Sul
coronel sapucaia,-23.27144471439252,-55.53024329869917,Mato Grosso do Sul
coronel vivida,-25.984865711694923,-52.56760071129752,Paraná
coronel xavier chaves,-21.023963004825735,-44.22160429714655,Minas Gerais
corrego danta,-19.824541023424352,-45.90554443222366,Minas Gerais
corrego do bom jesus,-22.631233617137568,-46.01918250038458,Minas Gerais
corrego do ouro,-21.372033380186515,-45.775358245430596,Minas Gerais
corrego do ouro,-16.295137831059723,-50.55103910143555,Goiás
corrego dos monos,-20.883329999999944,-41.19999999999993,Espírito Santo
corrego fundo,-20.449132368853075,-45.55511414351628,Minas Gerais
corrego novo,-19.834627673585302,-42.40272373262136,Minas Gerais
correia de almeida,-21.30056471965017,-43.62799538370597,Minas Gerais
correia pinto,-27.584160958831585,-50.36622459794297,Santa Catarina
corrente,-10.423992727693282,-45.16533523829482,Piauí
correntes,-9.130222956872599,-36.328720148830016,Pernambuco
correntina,-13.350611559127506,-44.64903451731073,Bahia
correntinho,-18.67874552453892,-42.77572757867284,Minas Gerais
cortado,-29.737169999999935,-52.950639999999964,Rio Grande do Sul
cortes,-8.473514551021072,-35.54333619753133,Pernambuco
cortês,-8.473495858673916,-35.54082596741925,Pernambuco
corumba,-19.01154828493683,-57.65030055189104,Mato Grosso do Sul
corumba de goias,-15.92490718627398,-48.80989309815876,Goiás
corumbaiba,-18.141959158650874,-48.56364539532771,Goiás
corumbatai,-22.229950988390037,-47.62327919070466,São Paulo
corumbatai do sul,-24.10102912110575,-52.11709725331264,Paraná
corumbataí,-22.22455223158492,-47.62229211900433,São Paulo
corumbaíba,-18.144662956242723,-48.56262783459883,Goiás
corumbiara,-12.997452672044629,-60.9450546652389,Rondônia
corumbá,-19.011698186860748,-57.64867290532582,Mato Grosso do Sul
corumbá de goiás,-15.925480659516182,-48.80703136389455,Goiás
corupa,-26.432300023576786,-49.24674271497966,Santa Catarina
corupá,-26.429450818590468,-49.254444063984494,Santa Catarina
coruripe,-10.12551530808525,-36.17491369584762,Alagoas
cosmopolis,-22.63983169287734,-47.18873618575788,São Paulo
cosmorama,-20.480037106637017,-49.77624322252799,São Paulo
cosmópolis,-22.64166235353583,-47.191903849756415,São Paulo
costa machado,-22.21627946450933,-51.83440692850487,São Paulo
costa marques,-12.350703254975741,-64.20543446596383,Rondônia
costa rica,-18.540974232449358,-53.13274009236256,Mato Grosso do Sul
costas da mantiqueira,-21.243632130943965,-43.662575457380505,Minas Gerais
cotegipe,-11.986619531975505,-44.257693071759434,Bahia
cotia,-23.610952128091483,-46.90435454556702,São Paulo
cotipora,-28.993046507615915,-51.697653407962285,Rio Grande do Sul
cotiporã,-28.991178827966017,-51.69630650924625,Rio Grande do Sul
cotriguacu,-9.894163027084566,-58.568011535328736,Mato Grosso
cotriguaçu,-9.900129848995963,-58.562231195106435,Mato Grosso
couto de magalhaes,-8.367550437030781,-49.16420938316815,Tocantins
couto de magalhaes de minas,-18.071558652125432,-43.47356383757042,Minas Gerais
couto de magalhães,-8.358264220346651,-49.18676602750434,Tocantins
couto de magalhães de minas,-18.074607748030687,-43.472328030159176,Minas Gerais
coxilha,-28.126926574906292,-52.296836630598655,Rio Grande do Sul
coxim,-18.50726515886232,-54.74875310212911,Mato Grosso do Sul
coxixola,-7.629677234068473,-36.60436898740524,Paraïba
craibas,-9.617563138516777,-36.767592342974496,Alagoas
crateus,-5.179057884901716,-40.667703959587854,Ceará
crateús,-5.177866308462189,-40.667232880206505,Ceará
crato,-7.235145616434067,-39.412561086239414,Ceará
cravinhos,-21.339337940660595,-47.73731016656902,São Paulo
cravolandia,-13.35849344213698,-39.81347041677175,Bahia
cravolândia,-13.357596063687069,-39.81437736137643,Bahia
criciuma,-28.684533006297166,-49.37750467500366,Santa Catarina
criciúma,-28.686045136570492,-49.3785167294791,Santa Catarina
crisolia,-20.590933693315854,-44.63699358439167,Minas Gerais
crisolita,-17.260138977246726,-41.00688275905593,Minas Gerais
crisopolis,-11.510576155251696,-38.15124556827449,Bahia
crissiumal,-27.497914952684056,-54.09978360464796,Rio Grande do Sul
cristais,-20.875296630804293,-45.51623716422216,Minas Gerais
cristais paulista,-20.407954152067614,-47.41791313300041,São Paulo
cristal,-31.001294698133822,-52.048006115498396,Rio Grande do Sul
cristal do norte,-18.089158212695203,-40.10959902713075,Espírito Santo
cristal do sul,-27.455182249968693,-53.246288077913995,Rio Grande do Sul
cristalandia,-10.602957751524896,-49.19543707598355,Tocantins
cristalandia do piaui,-10.6713542550449,-45.17400567387645,Piauí
cristalia,-16.71896350745391,-42.86487176747119,Minas Gerais
cristalina,-16.76991552663748,-47.6107232623567,Goiás
cristalina,-22.498654407657632,-54.758225623587904,Mato Grosso do Sul
cristalândia do piauí,-10.64997295612234,-45.18784986149222,Piauí
cristiano otoni,-20.827198141281887,-43.80888135798147,Minas Gerais
cristianopolis,-17.195053930422585,-48.70653517355875,Goiás
cristianópolis,-17.20100142712217,-48.70373416132373,Goiás
cristina,-22.21042987201981,-45.2646508788708,Minas Gerais
cristinapolis,-11.477359007082299,-37.75676797408921,Sergipe
cristino castro,-8.815881483704462,-44.22078839756786,Piauí
cristinápolis,-11.475555383140733,-37.7521360458919,Sergipe
cristopolis,-12.23429171715805,-44.40916547676948,Bahia
cristália,-16.71941671539638,-42.86554631218007,Minas Gerais
cristópolis,-12.235702553141014,-44.41600192322649,Bahia
crisópolis,-11.50854406877394,-38.153331881987704,Bahia
crixas,-14.540589753775825,-49.96954946970153,Goiás
crixas do tocantins,-11.103223561131127,-48.918391408473425,Tocantins
crixás,-14.540506578046807,-49.966196537748935,Goiás
croata,-4.402757030610764,-40.89735453185912,Ceará
croatá,-4.414508362470466,-40.908694822001706,Ceará
crominia,-17.289371574864656,-49.374557189730595,Goiás
cromínia,-17.286317523386057,-49.38154870456713,Goiás
crucilandia,-20.393915923890283,-44.33865328559663,Minas Gerais
crucilândia,-20.394606231083024,-44.337850763617084,Minas Gerais
cruz,-2.9109124203318073,-40.19558096881608,Ceará
cruz alta,-28.643577447883253,-53.6038962933792,Rio Grande do Sul
cruz das almas,-12.670246382541528,-39.1032774673989,Bahia
cruz do espirito santo,-7.1412209981366574,-35.09316636578905,Paraïba
cruz do espírito santo,-7.1393909759908905,-35.08682604237864,Paraïba
cruz machado,-26.016487433661432,-51.34558778466131,Paraná
cruzalia,-22.744013774781617,-50.790863205998534,São Paulo
cruzaltense,-27.6623943111177,-52.65655525498907,Rio Grande do Sul
cruzeiro,-15.79961268545358,-47.9326496249254,District fédéral
cruzeiro,-22.572679309827894,-44.96163046993115,São Paulo
cruzeiro da fortaleza,-19.166499449712006,-46.57211837240855,Minas Gerais
cruzeiro do iguacu,-25.59914024600319,-53.122820045206865,Paraná
cruzeiro do iguaçu,-25.61611656452041,-53.12911933812779,Paraná
cruzeiro do norte,-23.23004916272281,-50.858649998942546,Paraná
cruzeiro do oeste,-23.802145643807766,-53.02969474370653,Paraná
cruzeiro do sul,-22.96302171927243,-52.162988614709846,Paraná
cruzeiro do sul,-29.512296357983153,-51.99220089198726,Rio Grande do Sul
cruzeiro do sul,-7.626199615821543,-72.66888054135308,Acre
cruzes,-8.656256246884105,-36.09963061646461,Pernambuco
cruzeta,-6.412630248884033,-36.78775629420794,Rio Grande do Norte
cruzilia,-21.839095712183248,-44.81046225347537,Minas Gerais
cruzmaltina,-23.994053503661736,-51.442240023230866,Paraná
cruzália,-22.740515804311645,-50.77135137481942,São Paulo
cruzília,-21.84167745252674,-44.812004747403,Minas Gerais
cubatao,-23.904395331212207,-46.42294141770256,São Paulo
cubati,-6.863480404602719,-36.354930085119705,Paraïba
cubatão,-23.905064154300486,-46.425389882883806,São Paulo
cuiaba,-15.598820042909665,-56.0722243772959,Mato Grosso
cuiaba paulista,-22.28567640105695,-52.102596186709576,São Paulo
cuiabá,-15.594828896523001,-56.07141505711301,Mato Grosso
cuiabá paulista,-22.284763821499038,-52.10368559821442,São Paulo
cuite,-6.484468878613776,-36.151659239640544,Paraïba
cuite de mamanguape,-6.913615301726352,-35.24424991597769,Paraïba
cuitegi,-6.896315160017874,-35.52457486056403,Paraïba
cuité,-6.486657107836193,-36.152246621122195,Paraïba
cujubim,-9.361950110987792,-62.58354994761002,Rondônia
cumari,-18.26475442537532,-48.149793546319394,Goiás
cumaru,-8.010752115238368,-35.6985165051966,Pernambuco
cumaru do norte,-7.811283911836433,-50.769206354356946,Pará
cumbe,-10.354552426750443,-37.18291959365991,Sergipe
cumuruxatiba,-14.096499591325824,-37.762553396175086,Bahia
cunha,-23.0708640248793,-44.95559406579931,São Paulo
cunha pora,-26.89138303175009,-53.17138316538585,Santa Catarina
cunha porã,-26.887796730499083,-53.174500078241806,Santa Catarina
cunhatai,-26.974238331523015,-53.09209452767228,Santa Catarina
cuparaque,-18.976103508268185,-41.10082098846277,Minas Gerais
cupira,-8.61003986190106,-35.95290294383693,Pernambuco
curaca,-8.975270500118926,-39.88784492052374,Bahia
curaçá,-8.967212396445536,-39.8770449299388,Bahia
curimata,-10.036167750334991,-44.304787188646614,Piauí
curimatá,-10.034496251392097,-44.30602658753961,Piauí
curionopolis,-6.115097405144286,-49.60733288023429,Pará
curionópolis,-6.0992079826729615,-49.60444857943517,Pará
curitiba,-25.453054020386823,-49.27499629427101,Paraná
curitibanos,-27.290948728745203,-50.577361136441226,Santa Catarina
curiuva,-24.038067741922745,-50.45731098792352,Paraná
curiúva,-24.03842310264571,-50.45562259303894,Paraná
currais novos,-6.259324714082864,-36.518752632087725,Rio Grande do Norte
curral de cima,-6.718979212776461,-35.26602567205188,Paraïba
curral de dentro,-15.917888247716391,-41.80101318112621,Minas Gerais
curral novo do piaui,-7.83149942332959,-40.90158382656589,Piauí
curralinho,-1.8138135292289845,-49.79649724588802,Pará
curralinhos,-5.620004256481491,-42.83116333952249,Piauí
curua,-1.8900644905310182,-55.117005627119156,Pará
curuca,-0.733749825344468,-47.85383556340391,Pará
curumim,-29.62578947373271,-49.937315444821294,Rio Grande do Sul
curupa,-11.385679019554887,-51.34678099570594,São Paulo
cururupu,-1.827493581342699,-44.8703003618969,Maranhão
curuçá,-0.7342773479127266,-47.851651458414665,Pará
curvelandia,-15.613212533587692,-57.916805678907345,Mato Grosso
curvelo,-18.76341842229982,-44.43315677131984,Minas Gerais
curvelândia,-15.60846438117501,-57.919568646442784,Mato Grosso
custodia,-8.087696307429628,-37.64311451381839,Pernambuco
custódia,-8.09556692819635,-37.649658895607,Pernambuco
cáceres,-16.05928187189276,-57.69677832476066,Mato Grosso
cássia,-20.58713204817199,-46.9214416484698,Minas Gerais
cássia dos coqueiros,-21.280166325704926,-47.16742884196569,São Paulo
cândido de abreu,-24.56860602100737,-51.34009219481402,Paraná
cândido godói,-27.94944253162155,-54.75399418837678,Rio Grande do Sul
cândido mendes,-1.5701332434162787,-45.749276353948574,Maranhão
cândido mota,-22.750750194666725,-50.389448650218114,São Paulo
cândido rodrigues,-21.326920696609236,-48.63186196308003,São Paulo
cândido sales,-15.440121567462029,-41.25900962127258,Bahia
céu azul,-25.149343530058278,-53.85147310529705,Paraná
cícero dantas,-10.593290669367283,-38.38422928193033,Bahia
córrego danta,-19.824413580412084,-45.910614360909435,Minas Gerais
córrego do bom jesus,-22.631055726498793,-46.019362537931094,Minas Gerais
córrego do ouro,-16.293924696303392,-50.547568401875274,Goiás
córrego do ouro,-21.371787874072837,-45.775710408764,Minas Gerais
córrego dos monos,-20.883329999999944,-41.19999999999993,Espírito Santo
córrego novo,-19.83793334707936,-42.40417743384921,Minas Gerais
dalbergia,-27.03836042828546,-49.58848610025816,Santa Catarina
damianopolis,-14.558822054694796,-46.175406944686294,Goiás
damianópolis,-14.558851958670537,-46.17383486747981,Goiás
damiao,-6.631771994303932,-35.90743675854822,Paraïba
damião,-6.631108541901543,-35.90871404136676,Paraïba
damolandia,-16.253341768331854,-49.36830392555694,Goiás
darcinopolis,-6.708779579782304,-47.75111927485602,Tocantins
dario meira,-14.431717562301127,-39.90512511992383,Bahia
datas,-18.44727257487323,-43.6588713705723,Minas Gerais
david canabarro,-28.389129389833048,-51.84383599037798,Rio Grande do Sul
davinopolis,-18.1538099668092,-47.561371859333974,Goiás
davinopolis,-5.527044822311706,-47.394562216913975,Maranhão
davinópolis,-18.155293808531468,-47.561290887269315,Goiás
delfim moreira,-22.506465902168443,-45.277047850198706,Minas Gerais
delfinopolis,-20.35035338523297,-46.84705995918056,Minas Gerais
delfinópolis,-20.368510108095215,-46.8202877619085,Minas Gerais
delmiro gouveia,-9.382493141218601,-38.010550150952916,Alagoas
delta,-19.975218972128943,-47.77665868980915,Minas Gerais
demerval lobao,-5.358004775824458,-42.676658416077125,Piauí
denise,-14.728321754761758,-57.049350619061485,Mato Grosso
deodapolis,-22.238430741385724,-54.1553984636121,Mato Grosso do Sul
deodápolis,-22.274399913156465,-54.16835330212597,Mato Grosso do Sul
deputado irapuan pinheiro,-5.879736632121809,-39.25783253964071,Ceará
derrubadas,-27.265115456195186,-53.86353758162545,Rio Grande do Sul
descalvado,-21.90863415372781,-47.61958402950508,São Paulo
descanso,-26.824398476071988,-53.50260705708323,Santa Catarina
descoberto,-21.46045965950171,-42.96366943556601,Minas Gerais
desembargador otoni,-17.69660993683053,-43.33178079572376,Minas Gerais
deserto,-3.5140996936340057,-39.49148924880811,Ceará
desterro,-7.289328572200059,-37.08906656945403,Paraïba
desterro de entre rios,-20.658745791585073,-44.32897013371233,Minas Gerais
desterro do melo,-21.148926512528384,-43.51364099878391,Minas Gerais
dez de maio,-24.67857528707009,-53.91597396466831,Paraná
dezesseis de novembro,-28.224737142759942,-55.050531492753265,Rio Grande do Sul
diadema,-23.689768416180417,-46.611740825698504,São Paulo
diamante,-7.426339408401123,-38.26255966265371,Paraïba
diamante d  oeste,-24.943314857410368,-54.101092175597124,Paraná
diamante d'oeste,-24.942425967558602,-54.104964877282534,Paraná
diamante do norte,-22.658914977329374,-52.86448993041049,Paraná
diamante do sul,-25.044255483168506,-52.6808763714682,Paraná
diamantina,-18.24034794272576,-43.60050786265679,Minas Gerais
diamantino,-14.37756177724639,-56.455878506375,Mato Grosso
dianopolis,-11.623343856226901,-46.82164300348888,Tocantins
dianópolis,-11.64671327076353,-46.82103495873772,Tocantins
dias d avila,-12.612475599128297,-38.2984807484114,Bahia
dias d'avila,-12.613044186150535,-38.3029333061124,Bahia
dias d'ávila,-12.613700882290019,-38.2982081146126,Bahia
dias davila,-12.614199693540426,-38.304585845119085,Bahia
dias dávila,-12.621896179676412,-38.2937980094494,Bahia
dilermando de aguiar,-29.706328503519753,-54.20489584070871,Rio Grande do Sul
diogo de vasconcelos,-20.48637137225233,-43.198570468507846,Minas Gerais
dionisio,-19.838325582640994,-42.770043420185814,Minas Gerais
dionisio cerqueira,-26.258573606582075,-53.63605672512865,Santa Catarina
dionísio,-19.835950336608715,-42.73822159146884,Minas Gerais
dionísio cerqueira,-26.258058622165777,-53.63614388611988,Santa Catarina
diorama,-16.23401740758952,-51.25809525639148,Goiás
dirce reis,-20.46622384763958,-50.60686224953498,São Paulo
dirceu arcoverde,-9.341008978542067,-42.43672273874952,Piauí
divina pastora,-10.678984810637921,-37.15045402325912,Sergipe
divinesia,-20.989666192444066,-43.0037060555219,Minas Gerais
divino,-20.610108566038733,-42.14637144350596,Minas Gerais
divino das laranjeiras,-18.86287866236813,-41.516575297356084,Minas Gerais
divino de sao lourenco,-20.61086650088153,-41.69537459347884,Espírito Santo
divino de são lourenço,-20.62135952843413,-41.68615023635903,Espírito Santo
divino espirito santo,-20.851777896404922,-45.60360330554062,Minas Gerais
divino espírito santo,-19.941057539314855,-44.15084399283917,Minas Gerais
divinolandia,-21.66140349965002,-46.73688558205658,São Paulo
divinolandia de minas,-18.79697374878173,-42.60537802342425,Minas Gerais
divinolândia,-21.661425100712965,-46.73517854695164,São Paulo
divinolândia de minas,-18.80113301707087,-42.614269661285235,Minas Gerais
divinopolis,-20.144553923366622,-44.88919731558963,Minas Gerais
divinopolis de goias,-13.286501868480425,-46.41504573174714,Goiás
divinopolis do tocantins,-9.802634548721644,-49.215085064134534,Tocantins
divinésia,-20.989125212511055,-43.01033006726198,Minas Gerais
divinópolis,-20.142372275908723,-44.889969517889995,Minas Gerais
divinópolis de goiás,-13.287999966355247,-46.399903380498436,Goiás
divinópolis do tocantins,-9.798787530901588,-49.2150246783752,Tocantins
divisa alegre,-15.72592037827867,-41.34148460345139,Minas Gerais
divisa nova,-21.509803394507344,-46.19615933517707,Minas Gerais
divisopolis,-15.722319687238727,-41.00246183299327,Minas Gerais
divisópolis,-15.720505759538781,-41.00440606245626,Minas Gerais
dobrada,-21.518612546651045,-48.392202600489014,São Paulo
dois corregos,-22.368930695216665,-48.386050838289954,São Paulo
dois córregos,-22.36482493873001,-48.387007570640094,São Paulo
dois de abril,-16.84127982927232,-40.318720192164804,Minas Gerais
dois irmaos,-29.587714621878057,-51.09147533087842,Rio Grande do Sul
dois irmaos das missoes,-27.659391082488867,-53.532322901468,Rio Grande do Sul
dois irmaos do buriti,-20.68380254160234,-55.2816656841782,Mato Grosso do Sul
dois irmaos do tocantins,-9.258179511745807,-49.06524735620717,Tocantins
dois irmãos,-29.584719621072814,-51.089996121435064,Rio Grande do Sul
dois irmãos,-22.726561488473582,-43.449195474265736,Paraná
dois irmãos das missões,-27.66341986349328,-53.517152329071564,Rio Grande do Sul
dois irmãos do buriti,-20.689221817877353,-55.27773371019501,Mato Grosso do Sul
dois lajeados,-28.983047663602513,-51.836188339202394,Rio Grande do Sul
dois riachos,-9.387081056889096,-37.0891859763065,Alagoas
dois vizinhos,-25.748854265422104,-53.06008829226004,Paraná
dolcinopolis,-20.1234224872862,-50.51211202952519,São Paulo
dolcinópolis,-20.124916571808683,-50.50918482266318,São Paulo
dom aquino,-15.809248226897084,-54.92192291932212,Mato Grosso
dom basilio,-13.782875730734096,-41.76914809037564,Bahia
dom basílio,-13.759489359336067,-41.768734563799576,Bahia
dom bosco,-16.651863275620535,-46.26928032316932,Minas Gerais
dom cavati,-19.37801185896952,-42.10845895356205,Minas Gerais
dom eliseu,-4.289137525194669,-47.568081009372996,Pará
dom expedito lopes,-6.961682315419146,-41.67507885982183,Piauí
dom feliciano,-30.703912546286066,-52.10802162884412,Rio Grande do Sul
dom inocencio,-8.988216898109098,-41.957783361403315,Piauí
dom joaquim,-18.959716000671058,-43.25516285495804,Minas Gerais
dom macedo costa,-12.906137934124084,-39.19207625689255,Bahia
dom pedrito,-30.97912334141188,-54.66997677388247,Rio Grande do Sul
dom pedro,-5.036882900101669,-44.43795301877853,Maranhão
dom pedro de alcantara,-29.36917398874938,-49.851610086490226,Rio Grande do Sul
dom pedro de alcântara,-29.37732295482389,-49.85765860957795,Rio Grande do Sul
dom silverio,-20.16486049479962,-42.96867344538728,Minas Gerais
dom silvério,-20.159184692829417,-42.966384478713685,Minas Gerais
dom vicoso,-22.25087122494672,-45.157268754096194,Minas Gerais
domelia,-22.640738515249964,-49.20540010060419,São Paulo
domingos martins,-20.355080039700873,-40.711020447013226,Espírito Santo
domingos mourao,-4.254657956573659,-41.27151747161251,Piauí
domingos mourão,-4.254386760128626,-41.2743812588932,Piauí
dona emma,-26.98701260775066,-49.72814449754168,Santa Catarina
dona euzebia,-21.317612815141032,-42.81313261747552,Minas Gerais
dona euzébia,-21.311019893246737,-42.81262211150604,Minas Gerais
dona francisca,-29.623889343094312,-53.356538000039535,Rio Grande do Sul
dona ines,-6.6066699584097694,-35.62690394975844,Paraïba
dona inês,-6.602633988829222,-35.62801759824657,Paraïba
dorandia,-22.527073599006737,-43.84731754615151,Rio de Janeiro
dores de campos,-21.109897644968864,-44.023367679359396,Minas Gerais
dores de guanhaes,-19.05582834716504,-42.927283546762744,Minas Gerais
dores de guanhães,-19.05299236613758,-42.9222740450362,Minas Gerais
dores do indaia,-19.466674599128076,-45.60061750576487,Minas Gerais
dores do indaiá,-19.464813518757516,-45.599315614418494,Minas Gerais
dores do paraibuna,-21.515056432916698,-43.61804762410479,Minas Gerais
dores do rio preto,-20.682766664655283,-41.842745745044915,Espírito Santo
dores do turvo,-20.97645246025004,-43.1886330205809,Minas Gerais
doresopolis,-20.290471354646858,-45.90219052946821,Minas Gerais
doresópolis,-20.289584999999946,-45.89640349999996,Minas Gerais
dormentes,-8.44617819121274,-40.76792402168036,Pernambuco
douradina,-22.041316571142396,-54.6069727737756,Mato Grosso do Sul
douradina,-23.38303233769734,-53.29145499292979,Paraná
dourado,-22.111603906846533,-48.314428984681655,São Paulo
douradoquara,-18.434938606427128,-47.60812036388391,Minas Gerais
dourados,-22.227621892638428,-54.805985543544246,Mato Grosso do Sul
doutor camargo,-23.554679682240632,-52.218488361598816,Paraná
doutor mauricio cardoso,-27.50738370749568,-54.363615423896775,Rio Grande do Sul
doutor maurício cardoso,-27.504297389472804,-54.36619917385522,Rio Grande do Sul
doutor oliveira castro,-24.251427225193652,-54.26580452472821,Paraná
doutor pedrinho,-26.73381010593713,-49.47970646580731,Santa Catarina
doutor ricardo,-29.091184666022382,-51.98663664656051,Rio Grande do Sul
doutor severiano,-6.097117799662799,-38.38034224234911,Rio Grande do Norte
doutor ulysses,-24.57013737226684,-49.418489649734845,Paraná
doverlandia,-16.721763110438808,-52.315406907628415,Goiás
doverlândia,-16.760713835540123,-52.34998916850641,Goiás
dracena,-21.48639335970809,-51.533744143993815,São Paulo
duartina,-22.415172081968183,-49.4062883620171,São Paulo
duas barras,-22.053061444462376,-42.51879810630608,Rio de Janeiro
duas estradas,-6.688502968053444,-35.41885838715176,Paraïba
duere,-11.341387440445823,-49.2668578885991,Tocantins
dumont,-21.239813107671132,-47.977066104779475,São Paulo
duque bacelar,-4.152453703803958,-42.94617199417082,Maranhão
duque de caxias,-22.71473796323477,-43.28943011353082,Rio de Janeiro
durande,-20.20146919673815,-41.79965193893925,Minas Gerais
durandé,-20.203017050369997,-41.7999762001964,Minas Gerais
dário meira,-14.434701531524528,-39.90321208385633,Bahia
echapora,-22.43000795137948,-50.20543133517333,São Paulo
echaporã,-22.429631832308814,-50.20544936803477,São Paulo
ecoporanga,-18.36894364957226,-40.82599049186283,Espírito Santo
edealina,-17.421931299100656,-49.680513952289864,Goiás
edeia,-17.339379647780916,-49.928880886310075,Goiás
edéia,-17.337753499255303,-49.92995782352044,Goiás
eirunepe,-6.660359505498183,-69.86874907001447,Amazonas
eirunepé,-6.66440382142628,-69.866428572235,Amazonas
eldorado,-24.52279882421583,-48.10802251113438,São Paulo
eldorado,-23.783778881693415,-54.281199135694145,Mato Grosso do Sul
eldorado do sul,-30.015733809082764,-51.32857728642112,Rio Grande do Sul
eldorado dos carajas,-6.10593885561439,-49.36199098480366,Pará
eldorado dos carajás,-6.116091335981209,-49.35682664798236,Pará
elesbao veloso,-6.2044792665291535,-42.13925179810401,Piauí
elesbão veloso,-6.197583540962059,-42.13958014960574,Piauí
eleuterio,-22.329488152355584,-46.72340297028126,São Paulo
eleutério,-22.329696772146256,-46.723269406548624,São Paulo
elias fausto,-23.040633329662644,-47.37164861406022,São Paulo
eliseu martins,-8.098802867760481,-43.660468421909414,Piauí
elisiario,-21.169210700818567,-49.10985805938253,São Paulo
elisio medrado,-12.945754382865934,-39.52141988424625,Bahia
eloi mendes,-21.6087193352176,-45.56648975327391,Minas Gerais
elói mendes,-21.60706934646101,-45.566314143999655,Minas Gerais
embauba,-20.981882405508777,-48.836479148914066,São Paulo
embaúba,-20.98083912108512,-48.83594190782696,São Paulo
embu,-23.65432667441547,-46.82172662275663,São Paulo
embu das artes,-23.654184104143738,-46.82259825455928,São Paulo
embu guacu,-23.804622943029813,-46.80707884205159,São Paulo
embu guaçu,-23.83893459191601,-46.8113150707239,São Paulo
embu-guacu,-23.836109448627155,-46.81402739796183,São Paulo
embu-guaçu,-23.83073681927795,-46.817316912701905,São Paulo
embuguacu,-23.82835610740093,-46.8091782989771,São Paulo
emilianopolis,-21.830348146801065,-51.48310512243898,São Paulo
emilianópolis,-21.83248523671995,-51.483907842887206,São Paulo
encantado,-29.236104755527435,-51.87518469970029,Rio Grande do Sul
encantado d'oeste,-24.41829108904158,-53.65571595002756,Paraná
encanto,-6.112262032915492,-38.31131941313586,Rio Grande do Norte
encruzilhada,-15.533258718044744,-40.910206999729816,Bahia
encruzilhada do sul,-30.544711212440724,-52.523721790225316,Rio Grande do Sul
eneas marques,-25.9449990212408,-53.16165191289694,Paraná
eneida,-21.914953514790696,-51.30101150433049,São Paulo
engenheiro balduino,-20.683405475480303,-49.68985542030949,São Paulo
engenheiro balduíno,-20.682842568280208,-49.689566214244515,São Paulo
engenheiro beltrao,-23.797520568657863,-52.2629572530161,Paraná
engenheiro beltrão,-23.80789283487282,-52.267060233825624,Paraná
engenheiro caldas,-19.193588232927695,-42.04310091233626,Minas Gerais
engenheiro coelho,-22.48781772335237,-47.20455471253453,São Paulo
engenheiro franca,-13.24249999999995,-39.758059999999944,Bahia
