geolocation_city,latitudeVille,longitudeVille,Etat
itabatan,-11.937840920655198,-36.92079558557764,Bahia
itabatan (mucuri),-18.009503902216704,-39.861344096830365,Bahia
itabela,-16.576892351011843,-39.56007581891997,Bahia
itabera,-23.86272903516075,-49.140673726198536,São Paulo
itaberaba,-12.526110203660094,-40.30795839512632,Bahia
itaberai,-16.02321451483428,-49.80094301386193,Goiás
itaberaí,-16.026810937109694,-49.79746514381696,Goiás
itaberá,-23.87985920752811,-49.14237667138213,São Paulo
itabira,-19.63421624466147,-43.2235965122619,Minas Gerais
itabirinha,-18.56569734309039,-41.236128963243765,Minas Gerais
itabirinha de mantena,-18.56630313872348,-41.232550557216705,Minas Gerais
itabirito,-20.25306174547872,-43.80096892837851,Minas Gerais
itaborai,-22.75276522402979,-42.87664423086164,Rio de Janeiro
itaboraí,-22.750924648528553,-42.87332148576291,Rio de Janeiro
itabuna,-14.79518836379059,-39.27648684317408,Bahia
itacaja,-8.39384677896422,-47.771344026269425,Tocantins
itacajá,-8.427520505876887,-47.73884444031123,Tocantins
itacambira,-17.059406747703736,-43.31691183779703,Minas Gerais
itacarambi,-15.096620601254598,-44.10259566286276,Minas Gerais
itacare,-14.279876460774517,-38.99410658774514,Bahia
itacaré,-14.279026545455705,-38.992964822808034,Bahia
itacoatiara,-3.1385616883287852,-58.44096950014539,Amazonas
itacuruba,-8.727429499295773,-38.68793983718327,Pernambuco
itacurubi,-28.79777933352647,-55.23500393753766,Rio Grande do Sul
itacurussa,-22.857165412413213,-43.81128875289406,Rio de Janeiro
itacurussá,-22.924016846137924,-43.90801358047545,Rio de Janeiro
itaete,-12.998639737693226,-40.99084584764362,Bahia
itaeté,-13.034000968213732,-41.061622766133155,Bahia
itagi,-14.16399588301195,-40.005566423648034,Bahia
itagiba,-14.258049519380586,-39.830928088312085,Bahia
itagibá,-14.288574661905692,-39.84543956285406,Bahia
itagimirim,-16.088461861107803,-39.61436606657926,Bahia
itaguacu,-19.791639437060542,-40.853599164516226,Espírito Santo
itaguacu,-17.652715779027094,-49.80931981884332,Goiás
itaguacu da bahia,-11.00940043245128,-42.399544343155945,Bahia
itaguai,-22.870432145449524,-43.78675548014116,Rio de Janeiro
itaguaje,-22.617294641163085,-51.96623145379623,Paraná
itaguajé,-22.617826717775486,-51.96964896502713,Paraná
itaguara,-20.36573224413548,-44.435452722428025,Minas Gerais
itaguari,-15.920650920587105,-49.60473019195852,Goiás
itaguaru,-15.761628318995127,-49.63356589227913,Goiás
itaguatins,-5.774820363347474,-47.47996839690577,Tocantins
itaguaçu,-19.801107084364784,-40.85584086813653,Espírito Santo
itaguaçu da bahia,-11.008612887342293,-42.39551271835573,Bahia
itaguaí,-22.870205304040503,-43.78733979773864,Rio de Janeiro
itahum,-22.086201486731355,-55.35035128760521,Mato Grosso do Sul
itai,-23.418490700429288,-49.090474807228354,São Paulo
itaiba,-8.946154543162868,-37.42001139874787,Pernambuco
itaicaba,-4.686481431712241,-37.83091907935628,Ceará
itaim,-22.386839683544174,-45.88531276151623,Minas Gerais
itaimbe,-19.66469628173546,-40.83650571195031,Espírito Santo
itainopolis,-7.44770093378015,-41.4815922621179,Piauí
itainópolis,-7.448466299545178,-41.480654567070935,Piauí
itaiopolis,-26.346359377764724,-49.908583801171226,Santa Catarina
itaipava,-20.898686625645464,-40.78054140458468,Espírito Santo
itaipava do grajau,-5.275051665016178,-45.85550531717724,Maranhão
itaipe,-17.400323560373998,-41.670060342455294,Minas Gerais
itaipulandia,-25.149283363364063,-54.30448102011143,Paraná
itaipulândia,-25.142009765352373,-54.29984926010633,Paraná
itaipé,-17.401263454410607,-41.66882524303413,Minas Gerais
itaitinga,-3.952021988092991,-38.523148401835954,Ceará
itaituba,-4.265027626664115,-55.98716636159785,Pará
itaiópolis,-26.340254348561782,-49.90610970125363,Santa Catarina
itaja,-5.646061489658299,-36.87071271160182,Rio Grande do Norte
itaja,-19.065319139212335,-51.54763083827576,Goiás
itajai,-26.908681805460116,-48.681899966116546,Santa Catarina
itajaí,-26.90909877965413,-48.68288336578095,Santa Catarina
itajobi,-21.314997747152887,-49.05541730507598,São Paulo
itaju,-21.981683795530454,-48.80533121116171,São Paulo
itaju do colonia,-15.152278292968555,-39.67606518030392,Bahia
itaju do colônia,-15.141349548130608,-39.72397712571911,Bahia
itajuba,-22.42754484908587,-45.45660671471727,Minas Gerais
itajubá,-22.42875388615691,-45.456832304224655,Minas Gerais
itajuipe,-14.674912561390974,-39.37623824421754,Bahia
itajuípe,-14.675030924722376,-39.37679081201221,Bahia
itajá,-19.064813824029205,-51.55406548833893,Goiás
itajá,-5.633539794779362,-36.86902267191689,Rio Grande do Norte
italva,-21.42386638831717,-41.6919526852605,Rio de Janeiro
itamaraca,-7.792101530254895,-34.83752407850123,Pernambuco
itamaraju,-17.036945722043964,-39.534541744788605,Bahia
itamarandiba,-17.860280171639673,-42.86198587095289,Minas Gerais
itamarati,-6.438327189154448,-68.24550293268693,Amazonas
itamarati de minas,-21.416553737201237,-42.81661574025494,Minas Gerais
itamarati norte,-15.594053802773432,-56.11643428485359,Mato Grosso
itamari,-13.779543183726712,-39.6848542743481,Bahia
itambacuri,-18.037609416886358,-41.68236820339724,Minas Gerais
itambaraca,-23.01747809854094,-50.406800697833674,Paraná
itambaracá,-23.018259799176988,-50.402758408292456,Paraná
itambe,-15.245954664877686,-40.6237647538985,Bahia
itambe,-23.65795515323679,-51.99212211875654,Paraná
itambe,-7.408122704916218,-35.113034541805554,Pernambuco
itambe do mato dentro,-19.417333894630083,-43.321670815849046,Minas Gerais
itambé,-7.414802587014495,-35.12133374829795,Pernambuco
itambé,-15.24451248944069,-40.62326490910431,Bahia
itambé,-23.660189556490206,-51.98897816300097,Paraná
itambé do mato dentro,-19.413583502859336,-43.32194190094163,Minas Gerais
itamira,-13.819389461438409,-39.44275691902059,Bahia
itamogi,-20.882725764022155,-46.84170533402137,Minas Gerais
itamonte,-22.285425563590614,-44.867087463071876,Minas Gerais
itanagra,-12.25599747811226,-38.038730553864866,Bahia
itanhaem,-24.183167351085636,-46.80208758078426,São Paulo
itanhandu,-22.296792750248095,-44.93676307851957,Minas Gerais
itanhanga,-12.233262076219399,-56.64226170209906,Mato Grosso
itanhangá,-12.223216216767451,-56.66168959385052,Mato Grosso
itanhaém,-24.18014082127961,-46.8004388676157,São Paulo
itanhem,-17.150377478641758,-40.33288034039005,Bahia
itanhomi,-19.170320066709547,-41.86159132325709,Minas Gerais
itanhém,-17.16493636035741,-40.33043153149985,Bahia
itaobim,-16.55830187974565,-41.50318894315647,Minas Gerais
itaoca,-24.64131232271503,-48.840099102625445,São Paulo
itaoca,-20.72583088209348,-41.134004948888325,Espírito Santo
itaocara,-21.678274775531786,-42.084617149838145,Rio de Janeiro
itapaci,-14.958343749279685,-49.54887228214084,Goiás
itapage,-3.686212946255697,-39.58402467581833,Ceará
itapagipe,-19.901026410081514,-49.36882034374337,Minas Gerais
itapaje,-3.6866551255827082,-39.584305515567095,Ceará
itapajé,-3.6896549980340865,-39.581495521042406,Ceará
itaparica,-12.898324480246517,-38.66868381743053,Bahia
itape,-14.895201180813057,-39.426035402822954,Bahia
itapebi,-15.969695295814958,-39.53220691217198,Bahia
itapecerica,-20.46975446206617,-45.123242407312524,Minas Gerais
itapecerica da serra,-23.718320952615514,-46.83834116251064,São Paulo
itapecuru mirim,-3.390048744356983,-44.36711671068602,Maranhão
itapecuru-mirim,-3.3953867184256543,-44.35866623865241,Maranhão
itapejara d  oeste,-25.962978305362522,-52.816981647684464,Paraná
itapejara d'oeste,-25.966473131883046,-52.820651874289524,Paraná
itapema,-27.104775732473907,-48.622296201371384,Santa Catarina
itapemirim,-20.948033675222703,-40.80709718397389,Espírito Santo
itaperucu,-25.211356486233875,-49.353764871887485,Paraná
itaperuna,-21.203166635874716,-41.89456730572591,Rio de Janeiro
itaperuçu,-25.219799953850963,-49.34733960902946,Paraná
itapetim,-7.378575294274627,-37.19177087274676,Pernambuco
itapetinga,-15.250875904857963,-40.24424010376961,Bahia
itapetininga,-23.587600964830145,-48.04508320649602,São Paulo
itapeva,-22.768385385405164,-46.22257084261663,Minas Gerais
itapeva,-23.98409419654112,-48.88192404218362,São Paulo
itapevi,-23.54862943385628,-46.94612308104324,São Paulo
itapicuru,-11.309948380095939,-38.21951612249751,Bahia
itapipoca,-3.496311470859896,-39.58093232562327,Ceará
itapira,-22.43461652802295,-46.8214690627363,São Paulo
itapiranga,-27.17141341711412,-53.714797107927495,Santa Catarina
itapiranga,-2.7454417100992186,-58.03089476958183,Amazonas
itapirapua,-15.818056512535572,-50.61956614829886,Goiás
itapirapua paulista,-24.566475089362616,-49.18021933236435,São Paulo
itapirapuã,-15.820208131174288,-50.6104113086963,Goiás
itapirapuã paulista,-24.57002921901095,-49.17550481542132,São Paulo
itapiratins,-8.384346546804515,-48.10832264057147,Tocantins
itapiru,-16.519931832211228,-40.444474542304924,Minas Gerais
itapirucu,-21.923454672384327,-46.39284580370064,Minas Gerais
itapissuma,-7.775111004572887,-34.897548064128834,Pernambuco
itapitanga,-14.426904795595107,-39.565674124064856,Bahia
itapiuna,-4.561286437749432,-38.92070162776486,Ceará
itapiúna,-4.564775992675657,-38.92152266718372,Ceará
itapoa,-26.07757864961094,-48.61126085062625,Santa Catarina
itapocu,-26.54625675935453,-48.7138133062102,Santa Catarina
itapolis,-21.594350422866874,-48.81081218885161,São Paulo
itapora,-22.07466430861051,-54.788337892932084,Mato Grosso do Sul
itapora do tocantins,-8.572460375862939,-48.68864991981406,Tocantins
itaporanga,-7.305695022980931,-38.15173654384906,Paraïba
itaporanga,-23.705464946211745,-49.486363478018,São Paulo
itaporanga d'ajuda,-11.021379321312708,-37.32406740458872,Sergipe
itapororoca,-6.8295356000734335,-35.24675385868634,Paraïba
itaporã,-22.080392338778626,-54.78724693093446,Mato Grosso do Sul
itaporã do tocantins,-8.570392650572963,-48.690142281188756,Tocantins
itapoá,-26.0699488535351,-48.61039407606535,Santa Catarina
itapua do oeste,-9.185340303184786,-63.18724699835185,Rondônia
itapuca,-28.780920088346353,-52.172478649761345,Rio Grande do Sul
itapucá,-28.78435286676516,-52.17252562552299,Rio Grande do Sul
itapui,-22.234566798838056,-48.721913197133425,São Paulo
itapura,-20.643017768942407,-51.507108859862825,São Paulo
itapuranga,-15.560605178412752,-49.94714060919715,Goiás
itapuí,-22.234472865229076,-48.721019540469406,São Paulo
itapé,-14.896866519842902,-39.42352865168121,Bahia
itaquaquecetuba,-23.47025942737683,-46.342772865625825,São Paulo
itaquara,-13.45036833983778,-39.93917567245951,Bahia
itaquarai,-14.037349999999947,-41.73430999999994,Bahia
itaqui,-29.132686047022403,-56.55202563098082,Rio Grande do Sul
itaquirai,-23.476889194947454,-54.18041258300824,Mato Grosso do Sul
itaquiraí,-23.459440429840626,-54.17174113738459,Mato Grosso do Sul
itaquitinga,-7.666740539884649,-35.10280339470674,Pernambuco
itarana,-19.87731798944994,-40.874205444443405,Espírito Santo
itarantim,-15.654544827878121,-40.06355057608777,Bahia
itarare,-24.11151093377599,-49.33132741403019,São Paulo
itararé,-24.111441800056962,-49.33223167619312,São Paulo
itarema,-2.9317494177419343,-39.90751859461361,Ceará
itariri,-24.29064239442595,-47.164350224471185,São Paulo
itaruma,-18.763395393309946,-51.34653564153678,Goiás
itarumã,-18.76234263374295,-51.347408468942845,Goiás
itati,-29.459854980044657,-50.13427454285247,Rio Grande do Sul
itatiaia,-22.479297031136763,-44.55714132223875,Rio de Janeiro
itatiaiucu,-20.19935157768521,-44.426493277137084,Minas Gerais
itatiaiuçu,-20.19926416183914,-44.429827502836304,Minas Gerais
itatiba,-23.010064480685877,-46.836993895792645,São Paulo
itatiba do sul,-27.38373094718698,-52.45613166957616,Rio Grande do Sul
itatim,-12.70999917708757,-39.69835905043795,Bahia
itatinga,-23.103265363450845,-48.61411255462108,São Paulo
itatuba,-7.377777214398313,-35.62894968068221,Paraïba
itau,-5.840642116058385,-37.99244663549146,Rio Grande do Norte
itau de minas,-20.74379099337686,-46.75057892540784,Minas Gerais
itauba,-11.007910854229817,-55.243939705200034,Mato Grosso
itaucu,-16.203473283601227,-49.60749146884549,Goiás
itaueira,-7.6003806638290135,-43.026522629089854,Piauí
itauna,-20.078233564492294,-44.580701861250176,Minas Gerais
itauna do sul,-22.729858786779193,-52.88487520533512,Paraná
itaunas,-18.418738006611395,-39.70806405383186,Espírito Santo
itauçu,-16.200782239025227,-49.6091331679568,Goiás
itaverava,-20.677750263928086,-43.60981864011854,Minas Gerais
itaí,-23.415462461662766,-49.094360256863574,São Paulo
itaíba,-8.943047882935767,-37.41846586898085,Pernambuco
itaóca,-24.637275540599422,-48.836018255455684,São Paulo
itaú,-5.842366443729049,-37.997856959808814,Rio Grande do Norte
itaú de minas,-20.74570942755765,-46.7536709835235,Minas Gerais
itaúba,-11.010976428199806,-55.23832939325368,Mato Grosso
itaúna,-20.07870756915937,-44.5816397956047,Minas Gerais
itaúna do sul,-22.73011033089678,-52.88731221161888,Paraná
itinga,-16.60751537928683,-41.77097185630254,Minas Gerais
itinga do maranhao,-4.44474766371219,-47.516904416769115,Maranhão
itinga do maranhão,-4.452389427491825,-47.52952876351082,Maranhão
itiquira,-17.20584411495066,-54.14593314010621,Mato Grosso
itirapina,-22.252002596014556,-47.8154311245141,São Paulo
itirapua,-20.641653301243206,-47.22050813317233,São Paulo
itirapuã,-20.643506797306635,-47.219429219218085,São Paulo
itirucu,-13.53299092369032,-40.15098867806454,Bahia
itiruçu,-13.533798609637447,-40.15248694453352,Bahia
itiuba,-10.692855117652062,-39.853177292503005,Bahia
itiúba,-10.691512028218371,-39.85261611483057,Bahia
itobi,-21.733102461683774,-46.97227007969109,São Paulo
itororo,-15.109446183572066,-40.06691666620628,Bahia
itororó,-15.116777759458708,-40.06808340154445,Bahia
itu,-23.286022429648412,-47.30328085446804,São Paulo
ituacu,-13.815068880132328,-41.29915216775135,Bahia
ituaçu,-13.817710392325699,-41.297029931507744,Bahia
itubera,-13.735018480831929,-39.14699658394769,Bahia
ituberá,-13.735043491129655,-39.146688891804175,Bahia
itueta,-19.398798884050002,-41.22823596267336,Minas Gerais
ituiutaba,-18.976155023374968,-49.46335244818041,Minas Gerais
itumbiara,-18.41253010505287,-49.22263253770042,Goiás
itumirim,-21.31743902594013,-44.86997930495376,Minas Gerais
itupeva,-23.157306228305913,-47.054060446426554,São Paulo
itupeva,-17.474623306352317,-40.29762801918346,Bahia
itupiranga,-5.135283145567655,-49.356353172885186,Pará
ituporanga,-27.417206526172105,-49.599046537208515,Santa Catarina
iturama,-19.729365350880283,-50.19956607813191,Minas Gerais
itutinga,-21.297685556078406,-44.65764249480723,Minas Gerais
ituverava,-20.33141443592607,-47.78938848316795,São Paulo
itá,-27.27404090946237,-52.342234092987475,Santa Catarina
itápolis,-21.594264636060206,-48.813181439034764,São Paulo
iubatinga,-21.775634410675096,-48.81837012854008,São Paulo
iuiu,-14.411548844661628,-43.553051072682926,Bahia
iuna,-20.34936376722273,-41.53402105725435,Espírito Santo
ivai,-25.006935538388948,-50.85583768254399,Paraná
ivailandia,-25.461736093254093,-49.286721913266774,Paraná
ivaipora,-24.24628116758712,-51.670324957474456,Paraná
ivaiporã,-24.246868995468716,-51.67206572990435,Paraná
ivate,-23.406776496868154,-53.369215866695534,Paraná
ivatuba,-23.611764662591796,-52.2067351672597,Paraná
ivaté,-23.40985495182083,-53.371305271454425,Paraná
ivaí,-25.00893889084526,-50.85345685249026,Paraná
ivinhema,-22.305823833391923,-53.824944632838566,Mato Grosso do Sul
ivolandia,-16.609488768150555,-50.78955835817803,Goiás
ivolândia,-16.605753501077007,-50.793019422128694,Goiás
ivora,-29.520498712729545,-53.5778998785527,Rio Grande do Sul
ivoti,-29.60528689356289,-51.164277892118754,Rio Grande do Sul
içara,-28.716757354417737,-49.294340691088976,Santa Catarina
iúna,-20.348060092038974,-41.53251646141483,Espírito Santo
jabitaca,-8.115034340943488,-36.21673712065287,Pernambuco
jaboatao dos guararapes,-8.155733539576072,-34.94990359544573,Pernambuco
jaboatão dos guararapes,-8.156119367530309,-34.94595763676659,Pernambuco
jaboatão dos gurarapes,-8.18910914452741,-34.91869326880734,Pernambuco
jabora,-27.17303547026474,-51.7352574546175,Santa Catarina
jaborandi,-20.690716376381488,-48.414468635314805,São Paulo
jaborandi,-13.623149162462628,-44.46765343531862,Bahia
jaborá,-27.172002251104182,-51.739028594210716,Santa Catarina
jaboti,-23.7434134364928,-50.073356343680295,Paraná
jaboticaba,-27.63821476378558,-53.28036247787114,Rio Grande do Sul
jaboticabal,-21.256827223670914,-48.320153673419505,São Paulo
jaboticatubas,-19.50166679561941,-43.767246936331965,Minas Gerais
jacana,-6.430185383305617,-36.202833525691275,Rio Grande do Norte
jacaraci,-14.843344706955756,-42.424918957057876,Bahia
jacarau,-6.613056811347769,-35.29138099813717,Paraïba
jacaraú,-6.61403273191337,-35.292956514579565,Paraïba
jacare,-23.28766397546043,-46.20769959685763,São Paulo
jacare (cabreuva),-23.25698315952892,-47.05520482264644,São Paulo
jacare dos homens,-9.634283270742923,-37.206147777048415,Alagoas
jacareacanga,-6.222311870391278,-57.75944387571973,Pará
jacarei,-23.296728672789897,-45.96374124064232,São Paulo
jacarezinho,-23.15836742843691,-49.97662130525926,Paraná
jacareí,-23.297019045050916,-45.96212496481974,São Paulo
jacaré,-23.26937740637673,-46.221946252552,São Paulo
jacaré (cabreúva),-23.293804419856837,-45.959929935107354,São Paulo
jaci,-20.88470930883423,-49.571920762950214,São Paulo
jaci parana,-9.057367121475599,-64.19075488054779,Rondônia
jaciara,-15.951274251965152,-54.985215952078036,Mato Grosso
jacigua,-20.706822352054118,-41.01712786426434,Espírito Santo
jacilandia,-17.804908238584307,-50.92344964685184,Goiás
jacinto,-16.156206939181892,-40.29470991190349,Minas Gerais
jacinto machado,-28.999084965716698,-49.76175641053027,Santa Catarina
jacobina,-11.185948677999656,-40.509834773956435,Bahia
jacobina do piaui,-7.937482638438872,-41.2102510446086,Piauí
jacuba,-23.704334452908693,-46.71218969149282,São Paulo
jacui,-21.017700514768936,-46.74321504547571,Minas Gerais
jacuipe,-8.841857533072906,-35.45662640709033,Alagoas
jacuizinho,-29.03585279015905,-53.041768974762675,Rio Grande do Sul
jacunda,-4.450960396119321,-49.11540280082462,Pará
jacundá,-4.44702213746521,-49.11697034708273,Pará
jacupiranga,-24.70183124001719,-48.00518422912894,São Paulo
jacutinga,-27.728956133348813,-52.5365351282369,Rio Grande do Sul
jacutinga,-22.288146664323705,-46.61190091318772,Minas Gerais
jacuí,-21.020426729285717,-46.74318004009831,Minas Gerais
jacuípe,-8.843829407418015,-35.45976421824586,Alagoas
jafa,-22.21134533548581,-49.71858360658928,São Paulo
jaguapita,-23.1136128872461,-51.533296437734,Paraná
jaguapitã,-23.11290010538984,-51.53259368115476,Paraná
jaguaquara,-13.528891311211662,-39.97731887865849,Bahia
jaguaracu,-19.629369288110347,-42.74405406223332,Minas Gerais
jaguarao,-32.56117644410632,-53.37816831965201,Rio Grande do Sul
jaguarari,-10.266640044957127,-40.18982409755702,Bahia
jaguare,-18.908357421714662,-40.07600553740825,Espírito Santo
jaguaretama,-5.610360587731151,-38.76424185427464,Ceará
jaguari,-29.4961409122547,-54.6867974978749,Rio Grande do Sul
jaguariaiva,-24.257529796219682,-49.716236694348076,Paraná
jaguariaíva,-24.258799379730828,-49.717603046028565,Paraná
jaguaribara,-5.455589582541656,-38.46247635948483,Ceará
jaguaribe,-5.900561085325373,-38.63736600115673,Ceará
jaguaripe,-13.10238216602737,-38.88580388880518,Bahia
jaguariuna,-22.693353826820243,-46.987836013949334,São Paulo
jaguariúna,-22.693871442989995,-46.98905245030632,São Paulo
jaguaruana,-4.840907944503905,-37.78121419340655,Ceará
jaguaruna,-28.633920987357754,-49.02415747436295,Santa Catarina
jaguarão,-32.56061814863554,-53.37791234252779,Rio Grande do Sul
jaguaré,-18.908342694470527,-40.07512331025339,Espírito Santo
jaiba,-15.3404499420598,-43.6725278025599,Minas Gerais
jaibaras,-3.775282299609433,-40.4988619392856,Ceará
jaicos,-7.3569264568794654,-41.140687415357796,Piauí
jaicós,-7.354919488713303,-41.13818289291849,Piauí
jales,-20.270890432738025,-50.54619371685489,São Paulo
jamaica,-24.228585747957283,-46.883412703037685,São Paulo
jamapara,-22.26443532767907,-42.73961420494515,Rio de Janeiro
jamapará,-21.893946416493492,-42.71055221281383,Rio de Janeiro
jambeiro,-23.26168303044727,-45.69815213667702,São Paulo
jampruca,-18.47792820199582,-41.78336364970252,Minas Gerais
janauba,-15.807981907560679,-43.30920762531374,Minas Gerais
janaúba,-15.808046255845115,-43.30841783710883,Minas Gerais
jandaia,-17.079845152602317,-50.16028755276675,Goiás
jandaia do sul,-23.60223508623895,-51.644072483794375,Paraná
jandaira,-11.563921944827795,-37.78270870841016,Bahia
jandaira,-5.356865446495128,-36.12501244179793,Rio Grande do Norte
jandaíra,-5.355839541961983,-36.12673848364387,Rio Grande do Norte
jandaíra,-11.564534162165167,-37.78369497609621,Bahia
jandira,-23.541060858353738,-46.90344430260754,São Paulo
janduis,-6.018025294896411,-37.407154196756274,Rio Grande do Norte
janduís,-6.017063321289795,-37.40701894282063,Rio Grande do Norte
jangada,-15.240572318292363,-56.48629328148876,Mato Grosso
jangada,-24.012134456244556,-53.5355741240701,Paraná
janiopolis,-24.1367232678784,-52.7838542200408,Paraná
janiópolis,-24.145101528164204,-52.77797023795108,Paraná
jansen,-29.134344506572358,-51.372279826760945,Rio Grande do Sul
januaria,-15.48393048112943,-44.38154065012733,Minas Gerais
januária,-15.480332488545619,-44.369923716163015,Minas Gerais
japaraiba,-20.140513182941003,-45.50699148818968,Minas Gerais
japaratinga,-9.098483572952494,-35.266181719753455,Alagoas
japaratuba,-10.591401022142428,-36.94273691848697,Sergipe
japaraíba,-20.13967910227216,-45.50258689539273,Minas Gerais
japeri,-22.667961804174862,-43.62558741199662,Rio de Janeiro
japi,-6.466574062489451,-35.94618002002062,Rio Grande do Norte
japira,-23.8119965425153,-50.14014250820877,Paraná
japoata,-10.35026942505389,-36.80664372426389,Sergipe
japoatã,-10.346801167569888,-36.7989284182197,Sergipe
japonvar,-15.994271723887923,-44.27738886831548,Minas Gerais
japora,-23.89238245106294,-54.407878857348955,Mato Grosso do Sul
japorã,-23.889780626242526,-54.40551412004807,Mato Grosso do Sul
japuiba,-22.562818586029742,-42.69513331260128,Rio de Janeiro
japura,-23.473000718726794,-52.55566665351555,Paraná
japura,-1.8805494250335495,-66.99896726703783,Amazonas
japurá,-23.465815286854454,-52.55469492916113,Paraná
japuíba,-22.562116392820727,-42.68819230199053,Rio de Janeiro
jaqueira,-8.72916939069182,-35.79556236612202,Pernambuco
jaquirana,-28.88397442281603,-50.35783289190217,Rio Grande do Sul
jaragua,-15.750160492738054,-49.3328525324307,Goiás
jaragua do sul,-26.48392090658461,-49.09346022232564,Santa Catarina
jaraguari,-20.100770545040934,-54.43548223739681,Mato Grosso do Sul
jaraguá,-15.744720805052603,-49.32867700144976,Goiás
jaraguá do sul,-26.482734657410987,-49.093153793530504,Santa Catarina
jaramataia,-9.659669658029264,-37.001568302973844,Alagoas
jardim,-7.586145933882586,-39.27296868456545,Ceará
jardim,-21.48088262281061,-56.14884117173597,Mato Grosso do Sul
jardim abc de goias,-21.46782908813674,-56.171869203037616,Goiás
jardim alegre,-24.180248628426085,-51.690072466696044,Paraná
jardim de piranhas,-6.379302647549048,-37.34972885146612,Rio Grande do Norte
jardim do mulato,-6.095649999999978,-42.63644999999997,Piauí
jardim do serido,-6.588196585920701,-36.77452960604984,Rio Grande do Norte
jardim do seridó,-6.584285924808071,-36.77123391115447,Rio Grande do Norte
jardim olinda,-22.55257661345575,-52.037545966940456,Paraná
jardinopolis,-26.720879299049365,-52.85794767835976,Santa Catarina
jardinopolis,-21.025541847361925,-47.772746223188385,São Paulo
jardinópolis,-21.02573527062688,-47.77516893807964,São Paulo
jardinópolis,-26.719175628324567,-52.859150531664305,Santa Catarina
jari,-29.289626980750832,-54.21943137477474,Rio Grande do Sul
jarinu,-23.096492254601642,-46.71792466026417,São Paulo
jaru,-10.436959998460996,-62.4732497051609,Rondônia
jatai,-17.883395900542084,-51.723330182596634,Goiás
jataizinho,-23.25723466803322,-50.970857891185155,Paraná
jatauba,-7.98739366231768,-36.49640236867286,Pernambuco
jataí,-17.882120015747965,-51.72383578556148,Goiás
jatei,-22.47990393744233,-54.30732369325757,Mato Grosso do Sul
jateí,-22.48038014071203,-54.313618139285225,Mato Grosso do Sul
jati,-7.688473839249902,-39.005677223416534,Ceará
jatoba,-5.817969570467229,-44.22545752483588,Maranhão
jatoba,-9.179899838808492,-38.255287624835475,Pernambuco
jatobá,-9.179977315770397,-38.256481592255085,Pernambuco
jatobá,-5.818367879674888,-44.224600493904205,Maranhão
jau,-22.291349194509294,-48.5575533816562,São Paulo
jau do tocantins,-12.658360802364387,-48.59976111789876,Tocantins
jaupaci,-16.18353920367387,-50.95324986097566,Goiás
jauru,-15.33970337298182,-58.87232583331276,Mato Grosso
jaçanã,-6.4291639273458765,-36.20584943295911,Rio Grande do Norte
jaíba,-15.342974914868808,-43.671116222176714,Minas Gerais
jaú,-22.294434301272027,-48.562116280354296,São Paulo
jaú do tocantins,-12.652711553628233,-48.5918552888386,Tocantins
jeceaba,-20.53786612024154,-43.98279310089687,Minas Gerais
jenipapo de minas,-17.09007626642221,-42.25089176360698,Minas Gerais
jenipapo dos vieiras,-5.36678914416407,-45.62121965529248,Maranhão
jequeri,-20.457497164435615,-42.66005090127536,Minas Gerais
jequia da praia,-13.968997360514717,-39.19323994249441,Alagoas
jequie,-13.861769197352647,-40.08181324118796,Bahia
jequirica,-13.256699154888967,-39.571413072905024,Bahia
jequiriçá,-13.256143431430461,-39.571754857373364,Bahia
jequitai,-17.22860391475424,-44.43160517423515,Minas Gerais
jequitaí,-17.230246326483204,-44.439842192003155,Minas Gerais
jequitiba,-19.229802164014732,-44.021663641554184,Minas Gerais
jequitibá,-19.259162478660482,-44.045508131748136,Minas Gerais
jequitinhonha,-16.440336187363684,-41.009185123828935,Minas Gerais
jequié,-13.861510173068577,-40.079437192228845,Bahia
jeremoabo,-9.953805521582453,-38.671436551420435,Bahia
jerico,-6.553187543501177,-37.8057191827496,Paraïba
jericó,-6.55299332911261,-37.805722633130586,Paraïba
jeriquara,-20.30830740964237,-47.59088430465742,São Paulo
jeronimo monteiro,-20.791337047070876,-41.3925582197791,Espírito Santo
jerônimo monteiro,-20.791554817684034,-41.39048133184776,Espírito Santo
jesuania,-22.000928523353597,-45.28892577810361,Minas Gerais
jesuitas,-24.384418535580917,-53.38804704909374,Paraná
jesupolis,-15.956235006338256,-49.37437041040308,Goiás
jesuânia,-22.00419232551542,-45.28338885900459,Minas Gerais
jesuítas,-24.383214030261996,-53.3879970399164,Paraná
jesúpolis,-15.951908999999947,-49.40275399999996,Goiás
ji-parana,-10.881631022466761,-61.93797038741682,Rondônia
ji-paraná,-10.881024768975507,-61.93821483129914,Rondônia
jijoca de jericoacoara,-2.8629997768294246,-40.47832447728354,Ceará
jiquirica,-13.255143039736817,-39.57410719325555,Bahia
jiquiriçá,-13.257715960524756,-39.57124347443797,Bahia
jitauna,-14.016533649916708,-39.89022639174238,Bahia
jitaúna,-14.019129198907898,-39.890882222034556,Bahia
joacaba,-27.172293601976847,-51.5089204960862,Santa Catarina
joaima,-16.67214331559095,-41.0257736868083,Minas Gerais
joanesia,-19.17329122475246,-42.67847602199676,Minas Gerais
joanopolis,-22.930902807935816,-46.27484161171033,São Paulo
joanésia,-19.17646978625848,-42.680293089603644,Minas Gerais
