geolocation_city,latitude,longitude
bonito de santa fe,-7.313342946555164,-38.514218041585586
bonopolis,-13.649520895534343,-49.830068884352784
bonópolis,-13.649852774530089,-49.83210913621961
boqueirao,-7.481980700141656,-36.13212790243056
boqueirao do leao,-29.302864715682684,-52.42991482611904
boqueirao do piaui,-4.48533235878779,-42.11271221667127
boqueirão do leão,-29.300057324776546,-52.42878707261995
boqueirão do piauí,-4.48533235878779,-42.11271221667127
boquim,-11.14750117685832,-37.61894393927416
boquira,-12.796852188705781,-42.711308898433195
boraceia,-22.19615762773832,-48.777749749511656
boracéia,-22.196034502860012,-48.77910074888917
borba,-4.391270069074022,-59.59364849599481
borborema,-21.62078639885551,-49.07491798906056
borda da mata,-22.262584130235293,-46.17112394057631
borda do campo,-25.392999434443606,-49.02960304918534
borebi,-22.571542526863237,-48.97174504580476
borrazopolis,-23.940551097461594,-51.58504073277295
borrazópolis,-23.939112113964942,-51.585902661321846
bossoroca,-28.727270770936773,-54.9107887611147
botelho,-22.22100814602821,-47.3001460600237
botelhos,-21.647144448066587,-46.39847215608336
botucatu,-22.882112535459964,-48.44701223244297
botumirim,-16.86530870795646,-42.99565644634915
botupora,-13.379137938870217,-42.52226591103273
botuporã,-13.379900509236787,-42.52258222509798
botuvera,-27.123474003206553,-48.970221153209835
botuverá,-27.03215378717049,-48.88627960862962
bozano,-28.35576747635835,-53.750724886687756
braco do norte,-28.273893055843004,-49.16518653647989
braco do rio,-19.404535686809385,-40.128327809178415
braco do trombudo,-27.36498017453147,-49.889378075808764
braga,-27.616563469868105,-53.74094035229738
braganca,-1.0594817318048644,-46.76854632004796
braganca paulista,-22.94842035356781,-46.54131547902729
braganey,-24.818696918017,-53.119169319626124
bragantina,-24.60938923170033,-53.616028508061255
bragança,-1.055416430386323,-46.767410249909226
bragança paulista,-22.949942717584157,-46.5415796487319
branquinha,-9.246908507097618,-36.01437848468855
bras pires,-20.85378012344979,-43.24200658245487
brasil novo,-3.3029288946406257,-52.53943255841227
brasilandia,-21.26800339096951,-52.07109537480083
brasilandia de minas,-17.00452873265765,-46.00445130598513
brasilandia do sul,-24.19706425454043,-53.52794252242622
brasilandia do tocantins,-8.335310928977552,-48.47834811623014
brasileia,-11.00988952211051,-68.7471841976057
brasileira,-4.130638188553197,-41.778505119424246
brasilia,-15.811072659488262,-47.971704877885685
brasilia de minas,-16.21376607053118,-44.43326343663188
brasilândia,-21.255384556389036,-52.03525529993214
brasilândia de minas,-17.006806551476433,-46.0122837994958
brasilândia do sul,-24.19748044523278,-53.5260827205455
brasilândia do tocantins,-8.390462548916972,-48.4864313285401
brasiléia,-10.999622670698836,-68.75236108183967
brasitania,-20.280593376469294,-50.255185629721325
brasitânia,-20.27992376887236,-50.25579885917082
brasnorte,-12.130307200299065,-57.998921444199546
brasopolis,-22.482302187197984,-45.619524319228944
brasília,-15.80995920689357,-47.9583238358459
brasília de minas,-16.22854264321944,-44.438449599682706
brasópolis,-22.473087281990843,-45.61672600019431
brauna,-21.50427602371412,-50.32234439497585
braunas,-19.053228638841134,-42.718129170680385
brazabrantes,-16.43241381438336,-49.38713209116664
brazlandia,-15.681034123716769,-48.196386392982674
brazlândia,-15.6665580045204,-48.20162900644187
brazopolis,-22.473967975486453,-45.61499756308904
brazópolis,-22.473258796168654,-45.61600201080715
braço do norte,-28.275844111802492,-49.16530585933412
braço do rio,-19.18865674952664,-40.11717391120304
braço do trombudo,-27.359381349102595,-49.88135836521179
braúnas,-19.830568780124082,-44.00955931187519
brejetuba,-20.147687282086185,-41.29158581823656
brejinho,-6.927232765857024,-36.58429346316317
brejinho de nazare,-11.018089399089433,-48.57082448171016
brejinho de nazaré,-11.016433083546023,-48.56702660191019
brejo,-3.679675005337452,-42.75322989761315
brejo alegre,-21.16764670962964,-50.18544718550434
brejo bonito,-21.1255342558629,-56.48365874003585
brejo da madre de deus,-8.119758965747844,-36.34744143794996
brejo de areia,-4.330462368659083,-45.58715125529508
brejo do cruz,-6.34754264719811,-37.49999827444089
brejo do piaui,-8.20638304669793,-42.83462700322384
brejo dos santos,-6.376879978247282,-37.825443446792654
brejo grande,-10.43007145626256,-36.46656089630383
brejo grande do araguaia,-5.717254449751337,-48.41542179867867
brejo santo,-7.48940318775888,-38.98429194756268
brejoes,-13.10272922821882,-39.793072654373695
brejolandia,-12.48500333261069,-43.960583866410175
brejolândia,-12.483972169004064,-43.9635274351195
brejão,-9.024839005157318,-36.57020044972058
brejões,-13.0936432660123,-39.84667578806543
breu branco,-3.774969015653669,-49.564171450996284
breves,-1.6827641076623432,-50.47971983783624
britania,-15.242948120042836,-51.16473824558987
britânia,-15.244768551470404,-51.16333482677467
brochier,-29.559863364757245,-51.590972043198455
brodowski,-20.988926911431516,-47.65461870355724
brotas,-22.282154968038324,-48.12510155957026
brotas de macaubas,-12.008840195810869,-42.617776178118056
brotas de macaúbas,-11.999154852435518,-42.62872601396143
brumadinho,-20.13956240878148,-44.176164704991
brumado,-14.205460464439607,-41.67111205682086
brunopolis,-27.320505126008772,-50.84118001589893
brunópolis,-27.30980689412,-50.838562432642696
brusque,-27.100857082718772,-48.91495449463352
brás pires,-20.850160691772082,-43.246699547728596
bueno brandao,-22.442842181129258,-46.34874000609386
bueno brandão,-22.441902270933717,-46.348918702411034
buenopolis,-17.874676966439896,-44.17524203029234
buenos aires,-7.7244413749003495,-35.32730107134031
buenópolis,-17.874648546962348,-44.1496166776133
buerarema,-14.95780133672066,-39.303426475448376
bugre,-20.308331335698515,-43.12830878955789
buique,-8.620704600183165,-37.148945827266424
bujari,-9.798650525705352,-68.00424668340727
bujaru,-1.5148239242263593,-48.04169020745011
burarama,-20.102756525161652,-40.562648649470844
buri,-23.799252900703568,-48.60001796917145
buritama,-21.06728750877154,-50.14440187114215
buriti,-5.466277409989158,-43.63187195322006
buriti alegre,-18.134504003035023,-49.041261874252605
buriti bravo,-5.839493016580789,-43.83427108343793
buriti de goias,-16.182178187560524,-50.433577707273614
buriti de goiás,-16.186006579457462,-50.4356586157793
buriti do tocantins,-5.321205248711932,-48.21111239878048
buriti dos lopes,-3.1774929264642604,-41.869414966186056
buriti dos montes,-5.31409589400402,-41.09558785587357
buriticupu,-4.31675727747837,-46.45803913868448
buritinopolis,-14.455764796962805,-46.436023511267834
buritinópolis,-14.455764796962805,-46.436023511267834
buritirama,-10.568619914520443,-43.7308439502781
buritirana,-5.592697988733042,-47.015022579985484
buritis,-14.18418209844692,-51.06006369316793
buritizal,-20.193516605323417,-47.70999403830059
buritizeiro,-17.364555680535215,-44.98464723646802
butia,-30.11954719733447,-51.96147500898495
butiá,-30.121370599542654,-51.967373748291294
buzios,-22.76648814019856,-41.91844962829505
buíque,-8.619424625067728,-37.15571418489471
bálsamo,-20.737083992742107,-49.58221660280139
búzios,-22.76412262970212,-41.91624371866662
caapiranga,-3.328865403622226,-61.210015540461185
caapora,-7.51697764867021,-34.91528625127436
caaporã,-7.519593362694998,-34.91512155675525
caarapo,-22.632716058142204,-54.82406587892792
caarapó,-22.632433186511214,-54.823906296075435
caatiba,-14.978179516346016,-40.40915518625452
cabaceiras,-7.489735281923311,-36.28813533220865
cabaceiras do paraguacu,-12.565061167027597,-39.18037499574727
cabaceiras do paraguaçu,-12.535939999999925,-39.19085999999993
cabeceira grande,-16.05566817673631,-47.143652358670614
cabeceiras,-15.80524926175744,-46.930584670813126
cabeceiras do piaui,-4.476650188397818,-42.30833007710929
cabedelo,-7.017697062131604,-34.83758108636304
cabixi,-13.486852444177549,-60.53788286186566
cabo de santo agostinho,-8.27613349112245,-35.017955511319194
cabo frio,-22.854990833265287,-42.026170513761414
cabo verde,-21.473823280401756,-46.39609170165559
cabralia paulista,-22.456859496746016,-49.337321230277084
cabreuva,-23.27145899781987,-47.08277837971554
cabreúva,-23.277545546294316,-47.08688205869964
cabrobo,-8.505671018021951,-39.30903462270699
cabrobó,-8.512089876468657,-39.3094001076498
cabrália paulista,-22.45527504789832,-49.338378047006934
cacador,-26.779161148380975,-51.01114985685163
cacapava,-23.102906919560247,-45.70562213632431
cacapava do sul,-30.51447093665144,-53.48837668297486
cacaratiba,-17.257499999999936,-43.043609999999944
cacarema,-16.042146600041324,-43.55337281099699
cacaulandia,-10.338008379947562,-62.90938921854367
cacaulândia,-10.342302783748053,-62.89542006287164
cacequi,-29.883498364402595,-54.82633070054313
caceres,-16.065476759598656,-57.686173488122066
cachoeira,-12.59626102465988,-38.96863572581739
cachoeira alegre,-21.23701663907592,-42.30685711653731
cachoeira alta,-18.731116778352217,-50.95508760157416
cachoeira da prata,-19.52424896323175,-44.4518578727129
cachoeira de goias,-16.667508466343946,-50.646354573613536
cachoeira de goiás,-16.667409369495473,-50.644746196609496
cachoeira de minas,-22.35581397080512,-45.782334566969496
cachoeira de pajeu,-15.963691903325829,-41.48928576054789
cachoeira de pajeú,-15.958116228652914,-41.48512527679569
cachoeira de piria,-1.7645177662257043,-46.54153000205609
cachoeira de santa cruz,-21.70276794062497,-43.43829803268959
cachoeira do arari,-1.0132279577706589,-48.961975292684755
cachoeira do brumado,-20.39476345719793,-43.27792861411474
cachoeira do campo,-20.338073014062612,-43.682570702151025
cachoeira do piria,-1.7575178354696013,-46.54430674407903
cachoeira do piriá,-1.8613629989624711,-46.48432591182498
cachoeira do sul,-30.0339629711289,-52.90011140441513
cachoeira dos indios,-6.926267395956543,-38.68034156893037
cachoeira dos índios,-6.927813744793552,-38.67452910218058
cachoeira dourada,-18.512233267031846,-49.49258708275883
cachoeira paulista,-22.66577382523548,-45.009051684655034
cachoeiras de macacu,-22.473070511690572,-42.658132957388005
cachoeirinha,-29.123611680967173,-50.55935785590111
cachoeiro de itapemirim,-20.846480708091182,-41.126185329481075
cacimba de dentro,-6.641588616071431,-35.79174833832887
cacimbas,-7.211424306162443,-37.05905566831004
cacimbinhas,-9.40118505641386,-36.98270903907734
cacique doble,-27.77216255393769,-51.66196048031398
cacoal,-11.43225261490951,-61.450647156268566
caconde,-21.528683722343338,-46.64505089436832
cacu,-18.567358743260804,-51.134707472725985
cacule,-14.500962656882683,-42.22340157700115
caculé,-14.502339281660417,-42.22199273300671
caem,-11.121504876547021,-40.37891560895317
caetano mendes,-24.62300449999998,-50.64059112499999
caetanopolis,-19.30394914528042,-44.40840204890503
caetanos,-14.340477197018577,-40.907727152167915
caetanópolis,-19.301558338263654,-44.41758891755679
caete,-19.88417534591237,-43.66472664657098
caetes,-8.77528604901824,-36.62542247309882
caetite,-14.063922388006691,-42.48750601198863
caetité,-14.064198216919978,-42.48779167746478
caeté,-19.88632520489302,-43.66560591471528
caetés,-8.77291947969472,-36.62397850719388
cafarnaum,-11.687021586135383,-41.46565830888451
cafe,-20.771505660340384,-41.53560726330037
cafeara,-22.790333812014378,-51.71560039329485
cafelandia,-22.943943049148505,-51.10756082358119
cafelândia,-22.816669066051727,-50.94047495020115
cafezal do sul,-23.904122234119335,-53.51358724176113
caiabu,-22.016089191109963,-51.23595661934661
caiana,-20.697899484749243,-41.922451276616826
caiaponia,-16.95693459398332,-51.813499923367715
caiapônia,-16.95544198689595,-51.81414050181624
caibate,-28.28976769026123,-54.639814352141535
caibaté,-28.29234607323418,-54.64068231252179
caibi,-27.07434622803875,-53.24935701690008
caicara,-17.45028331173394,-45.525713764426875
caicara do norte,-5.063401589904886,-36.05169862426159
caicara do rio do vento,-5.758777020528164,-36.00117023242199
caico,-6.4643598376771605,-37.09365860363602
caicó,-6.461877382762302,-37.092893791688184
caieiras,-23.365135261940797,-46.73566482431409
cairu,-13.484783183416193,-39.02506035910309
caiua,-21.83180213684323,-51.989949181786905
caiuá,-21.831168686985563,-51.991048104441255
caiçara,-27.275169134518997,-53.4324284338153
caiçara do norte,-5.063287095071034,-36.04941731658721
caiçara do rio do vento,-5.7585654452271,-36.002305965220046
cajamar,-23.369586747930345,-46.84232153418722
cajapio,-2.8762657761064014,-44.672934084080396
cajari,-3.321816931557347,-45.014888927611935
cajati,-24.728198850320755,-48.11280440454567
cajazeiras,-6.887745156328405,-38.558942508879
cajazeiras do piauí,-6.794131282002256,-42.39348579829666
cajobi,-20.877875377557153,-48.810962489400225
cajueiro,-9.398762700999793,-36.14695694637472
cajueiro da praia,-2.926654869129684,-41.3475617033025
cajuri,-20.788628855033426,-42.79602770750053
cajuru,-21.274432564825165,-47.305476221914155
calcado,-8.742211822276422,-36.33608799281209
calcoene,2.496281545182123,-50.9521241058562
caldas,-21.913852845765746,-46.39241187788379
caldas brandao,-7.161965454299921,-35.34996167963896
caldas novas,-17.739423770726262,-48.619852631148106
caldazinha,-16.714290709454747,-49.0009401582621
caldeirao grande,-11.107471772485226,-40.07027331427583
caldeirao grande do piaui,-7.33296509657564,-40.63725614125087
caldeirão grande,-11.107656116962836,-40.07087143866794
caldeirão grande do piauí,-7.330757405737734,-40.63549818681714
calheiros,-21.01608698830817,-41.71691388904984
california,-23.66537496878723,-51.35673313653059
california da barra,-22.282201032814992,-43.932875065398754
california da barra (barra do pirai),-22.467331109006007,-43.82941875655762
califórnia,-23.666215146095226,-51.355959906810405
califórnia da barra,-16.924394095365948,-43.28947808933714
calixto,-19.25538608847936,-41.15222939716074
calmon,-26.602931196443897,-51.099089272478885
calumbi,-7.9393452387802625,-38.15328763426178
camacan,-15.41435013054077,-39.49559371209774
camacari,-12.701748042473287,-38.32394334765692
camacho,-20.62674426960462,-45.15581132546861
camalau,-7.89058801791973,-36.82454113285508
camalaú,-7.89086686867335,-36.8260700712358
camamu,-13.949892230855662,-39.11166935758068
camanducaia,-22.756599739046813,-46.13889665947566
camapua,-19.534290220752045,-54.0423870570323
camapuã,-19.537929306701805,-54.04254539458643
camaqua,-30.853336771294742,-51.80821362811721
camaquã,-30.857715935460455,-51.81015042062675
camaragibe,-8.009755163207393,-34.989413061238125
camargo,-28.589473628212346,-52.204321869848215
camaçari,-12.708884018597253,-38.32125391114315
cambara,-23.041490931290042,-50.0755770168954
cambara do sul,-29.043602814407578,-50.1391711723774
cambará,-23.04177395379153,-50.07407289382531
cambará do sul,-29.093093200091708,-50.17187397968077
cambe,-23.287233452139443,-51.25804335403709
cambiasca,-21.714719999999943,-41.924999999999955
cambira,-23.60488886544814,-51.57907045278063
camboriu,-27.020601318443344,-48.65311819828225
camboriú,-27.0173453899278,-48.65465206650809
cambuci,-21.57202833929061,-41.910210193163074
cambui,-22.61214864614523,-46.05829967340821
cambuquira,-21.85432094379683,-45.297227267821185
cambuí,-22.609700986558018,-46.057024742703106
cambé,-23.28869429578679,-51.254660260305116
camela,-8.513416771244213,-35.12499301620093
cameta,-2.2465471311053613,-49.49886728082161
cametá,-2.2737965843569583,-49.49131888151158
camocim,-2.904249579841246,-40.84632530300268
camocim de sao felix,-8.359472138121408,-35.76205628537854
camocim de são félix,-8.36406646604207,-35.762745399966335
campanario,-18.239938597261453,-41.728069281393715
campanha,-21.834793738633508,-45.40188042460609
campanário,-18.24029406795396,-41.727992507265284
campestre,-19.977199175460914,-44.80670278959838
campestre da serra,-28.78856158381966,-51.09526360192388
campestre de goias,-16.762699452853532,-49.69590057519049
campestre do maranhao,-6.2157015305059025,-47.289609616235055
campestre do maranhão,-6.1723706469913076,-47.36794812985496
campina da lagoa,-24.59241160657905,-52.80415320094136
campina das missoes,-27.98624626596528,-54.8410931923592
campina das missões,-27.99164285550613,-54.84018442479804
campina do monte alegre,-23.576779040959234,-48.44621063221949
campina do simao,-25.11099207263434,-51.79604793071909
campina do simão,-25.10764471808191,-51.808328184575416
campina grande,-7.230652881654887,-35.8890788494615
campina grande do sul,-25.34239806590039,-49.086042958361304
campina verde,-19.53430181412056,-49.502094565095575
campinacu,-13.80138087513665,-48.56655743597762
campinal,-22.863360463031587,-47.05542146591886
campinapolis,-14.456760631884022,-52.82781801515335
campinas,-22.900861066020287,-47.068536074738404
campinas do piaui,-7.658647247829761,-41.88132840772074
campinas do piauí,-7.661366480036538,-41.88162294178604
campinas do sul,-27.71786642064481,-52.62398227507844
campinaçu,-13.817835221019234,-48.567006808366415
campinorte,-14.312747501518933,-49.153687621017596
campinápolis,-14.35472014711203,-52.86719984352721
campo alegre,-16.807708448347295,-41.91497558421787
campo alegre de goias,-17.63440177971588,-47.776588945865335
campo alegre de lourdes,-9.512052702077947,-43.02384838820656
"campo alegre de lourdes, bahia, brasil",-9.517592726528802,-43.01436628952043
campo alegre de minas,-19.099162775692967,-41.03380534053093
campo alegre do fidalgo,-8.377891550634898,-41.835686326509794
campo azul,-16.50572829409644,-44.81167779782739
campo belo,-20.89376471416788,-45.275613114778345
campo belo do sul,-27.899803209860394,-50.75957818767599
campo bom,-29.677045008814133,-51.06040344017742
campo bonito,-25.03348379417203,-52.992045488716144
campo do brito,-10.750394350095682,-37.49323013983065
campo do meio,-21.1094994554569,-45.829834338383606
campo do tenente,-25.98558970418453,-49.67827341565765
campo ere,-26.39567229521367,-53.08068945665564
campo erê,-26.393683213907384,-53.079150686659
campo florido,-19.762537025494588,-48.57469771363479
campo formoso,-10.504091563927062,-40.326104202709594
campo grande,-20.443109590578032,-54.57693328944182
campo grande do piaui,-7.152854761630525,-41.04754169427389
campo grande do piauí,-7.132673097690731,-41.03475487467024
campo largo,-25.459520177836527,-49.525441888964274
campo limpo de goias,-16.29537410009492,-49.09070420649234
campo limpo paulista,-23.212216767342458,-46.77576640852018
campo magro,-25.375606922660342,-49.3860112966698
campo maior,-4.830288661012602,-42.16987422607917
campo mourao,-24.037944861514262,-52.37745670216547
campo mourão,-24.038735460984903,-52.37762608578434
campo novo,-27.677040247147946,-53.80714061237943
campo novo de rondonia,-10.510701096008964,-63.70717453488786
campo novo de rondônia,-10.569793943386639,-63.62269401887364
campo novo do parecis,-13.726726915764589,-57.90834821580807
campo redondo,-6.240326172046619,-36.18401079847696
campo verde,-15.550756301366505,-55.17606019140091
campos altos,-19.696757570955118,-46.16985512823507
campos belos,-13.037163549271618,-46.769693978198795
campos borges,-28.88623758899126,-53.00127999192428
campos de cunha,-22.953407124303716,-44.84849926748931
campos de julio,-13.723196103777836,-59.25822589137534
campos de júlio,-13.722982227998086,-59.259210868407465
campos do jordao,-22.736601126761766,-45.58673471592272
campos do jordão,-22.737363079498273,-45.58474460319417
campos dos goytacaze,-21.77725700490737,-41.33030736721621
campos dos goytacazes,-21.76135912690402,-41.320679531016374
campos gerais,-21.236788668103667,-45.75998487562616
campos lindos,-7.988859504139729,-46.80145012945478
campos novos,-27.39905523530042,-51.225564957350315
campos novos paulista,-22.60526913736948,-49.99964115870175
campos sales,-7.07508607869851,-40.37356961584001
campos verdes,-14.261393536187512,-49.6569818721224
camutanga,-7.408333948577804,-35.27303670858118
cana verde,-21.020264758851926,-45.18247902609396
canaa,-20.687007685825304,-42.61988165672457
canaa dos carajas,-6.52339905384396,-49.876145609317994
canabrava,-17.396001945768713,-45.83278544648309
canabrava do norte,-11.068413678505955,-51.833055069606004
cananeia,-25.00936107761869,-47.93181797896551
cananéia,-25.009044270580617,-47.9324630114282
canapi,-9.115906531545123,-37.60678416721471
canapolis,-18.032105768182603,-48.58731112135189
canarana,-13.27646523276518,-50.74240216479975
canas,-22.704304183920105,-45.05444050515167
canavieiras,-15.673596172003469,-38.949304954144246
canaã,-20.68732672386543,-42.621211261905664
canaã dos carajás,-6.531659134980588,-49.860864976979855
candangolandia,-15.857805951954695,-47.952410009499445
candangolândia,-15.847897083411986,-47.95187053626267
candeal,-11.807405855467286,-39.11979421469924
candeias,-14.586235886456613,-40.13868348257913
candeias do jamari,-8.822748971584446,-63.64934899789283
candelaria,-29.669682671094094,-52.78900011505097
candelária,-29.675343846753183,-52.78987833724409
candia,-17.656446079679004,-45.43053856476268
candiba,-14.408790876280296,-42.86475011859189
candido de abreu,-24.577047715097326,-51.331617397106264
candido godoi,-27.949268719695553,-54.75186685759685
candido mendes,-1.4726246367314046,-45.72691769273456
candido mota,-22.75086500544471,-50.38549302101581
candido rodrigues,-21.324062915270492,-48.632305243505364
candido sales,-15.483865878376696,-41.24363688548138
candiota,-31.501509398200973,-53.69073915188291
candoi,-25.558575361796557,-52.032953685876464
candói,-25.569537209913303,-52.049816836645064
canela,-29.360522517268677,-50.810289331990454
canelinha,-27.265701646122317,-48.768017636926956
cangas,-19.53942266541352,-55.214986140353986
canguaretama,-6.386413628438627,-35.133344196983515
cangucu,-31.395018960733974,-52.67732125482771
canguçu,-31.399544332209654,-52.67556628292411
canhoba,-10.137258500117035,-36.971360202093514
canhotinho,-8.878666516371505,-36.19774529463278
caninde,-4.355923934309389,-39.31436446037831
caninde de sao francisco,-9.675251100452389,-37.801743660019056
canindé,-4.356001624621591,-39.31455249088679
canindé de são francisco,-9.661574599426707,-37.788026318976186
canitar,-23.005341141454814,-49.78339218605727
canoas,-29.921655879098733,-51.174495237165324
canoinhas,-26.17842967715642,-50.39172922868352
cansancao,-10.669593426966527,-39.49763833288145
cansanção,-10.668507701674848,-39.49768813253392
cantagalo,-22.542667630436807,-44.65362983974078
cantanhede,-3.6351632526408326,-44.37799275723666
canto do buriti,-8.110065701117277,-42.946757250450396
canudos,-9.89997094082649,-39.03349393874103
canudos do vale,-29.323591873748004,-52.23394908710184
canutama,-6.530684341316176,-64.3873912690169
canápolis,-17.467760307638603,-48.08903768361581
capanema,-14.390598404721556,-50.751243740971724
capao alto,-27.937435798725488,-50.51100141093332
capao bonito,-24.001794113002507,-48.34750135709458
capao da canoa,-29.73220533016039,-50.006646838997334
capao da porteira,-30.092809899462708,-50.694388328298245
capao do cipo,-28.945960165220942,-54.56428639365059
capao do leao,-31.767720904441926,-52.4632155591324
capao novo,-29.658192404570695,-49.959193617021384
caparao,-20.523716387733856,-41.906406757978026
caparaó,-20.524757885584137,-41.90591330128827
capela,-9.91618156107798,-36.5303085859369
capela de santana,-29.681261639690145,-51.32123360758381
capela do alto,-23.477943216104887,-47.73925651476335
capela do alto alegre,-11.671553500430177,-39.835957422492854
capela nova,-20.925626456194642,-43.620797706959266
capelinha,-17.69608108165854,-42.5164573465004
capetinga,-20.621099796616182,-47.05516573685891
capim,-6.898694295025135,-35.19935978722208
capim branco,-19.55004677480242,-44.133736198648535
capim grosso,-11.378158125172407,-40.01174351658424
capinopolis,-18.68287023980179,-49.57011707631635
capinzal,-27.351864119163903,-51.60580689056574
capinzal do norte,-4.717117343720794,-44.32668695525109
capinópolis,-18.686176644945526,-49.56861866140127
capistrano,-4.4677305288880484,-38.901324610902336
capitao,-29.27024489370997,-51.98852527830797
capitao andrade,-19.070634881218112,-41.86335575381556
capitao de campos,-4.45825996521585,-41.94160928615899
capitao eneas,-16.556334599661003,-43.74902169196164
capitao gervasio oliveira,-8.495310940467416,-41.84268941803545
capitao leonidas marques,-25.486460684052613,-53.603602567041534
capitao poco,-1.7549561156434506,-47.0680835732846
capitolio,-20.61641031411672,-46.046000982398496
capitão,-29.271369968485896,-51.987859392004
capitão andrade,-19.072389025368725,-41.863002586439066
capitão de campos,-4.458795838294562,-41.93978677660782
capitão enéas,-16.32701018790475,-43.71181476751993
capitão gervásio oliveira,-8.496733501277763,-41.817003310362196
capitão leônidas marques,-25.484931969794435,-53.586804205068354
capitão poço,-1.7495128979656913,-47.06245434123174
capitólio,-20.617328151840944,-46.047565153118086
capivari,-22.99748379485895,-47.50572510550505
capivari de baixo,-28.443636588435925,-48.95654041508624
capivari do sul,-30.143817941020927,-50.51140179879618
capixaba,-10.571229718698472,-67.67442149448621
capoeiras,-8.738654560849152,-36.627217324784084
caponga,-4.0482945000000035,-38.18788199999999
caporanga,-22.715829205576444,-49.571659661655474
caputira,-20.172671360072147,-42.271083557003195
capão bonito,-24.00267965532038,-48.3460834675005
capão da canoa,-29.73859091528843,-50.01044766867447
capão do cipó,-28.923561,-54.55562625
capão do leão,-31.762761897593805,-52.455986162812565
caraa,-29.791885386951975,-50.440543041732774
carabucu,-21.21637995297966,-41.58989687408153
carabuçu,-21.215843207560308,-41.59515776729577
caracarai,1.8105256732349897,-61.13374135900065
caracaraí,1.8096025650414025,-61.133328340215485
caracol,-17.307749040611526,-51.97024811081576
caraguatatuba,-23.637327711077546,-45.41383022299347
carai,-17.187632312940416,-41.69761373976817
caraiba,-7.8035558930517235,-37.79343877138455
caraibas,-14.68685813875673,-41.26788652188727
carajas,-18.941871832888857,-46.96770477985247
carambei,-24.947031486052335,-50.119485398849406
carambeí,-24.950620758562923,-50.11753495694063
caranaiba,-20.87412230335525,-43.73718950300095
caranaíba,-20.87304330711628,-43.7388964862376
carandai,-20.949625817717454,-43.80421169801906
carandaí,-20.95220289019085,-43.80560078549871
carangola,-20.732516031917744,-42.029943765152524
carapebus,-22.190683580786995,-41.65744656238283
carapicuiba,-23.545578557335205,-46.83877557576887
carapicuíba,-23.544873338924642,-46.838708084114174
caratinga,-19.78687714929477,-42.13746238135896
carauari,-4.799300247556453,-66.78594378843195
caraubas,-5.790224475947397,-37.55789839845081
caraubas do piaui,-3.476601906534348,-41.84226911523521
caravelas,-17.70676566862526,-39.31012880895912
carazinho,-28.29124464593788,-52.79025576343902
caraá,-29.791349353179076,-50.43409834778823
caraí,-17.186972062864257,-41.69692434313765
caraíbas,-14.724405861180808,-41.260887876945
caraúbas,-5.788437308087376,-37.55964152953034
carbonita,-17.535583399039037,-43.0160204416974
cardeal,-12.99385222547416,-38.480881846108396
cardeal da silva,-11.952583147163717,-37.94737339060959
cardoso,-20.0809418061668,-49.912693177035
cardoso moreira,-21.492932392812836,-41.61514241929222
careacu,-21.88545025240927,-45.86007599160712
careaçu,-22.04157893681071,-45.6962661372466
careiro,-3.819210265400676,-60.361053404421185
careiro da varzea,-3.195967499999992,-59.82835274999999
cariacica,-20.330278597042394,-40.38342691295593
caridade,-4.2333412630855785,-39.199808064870076
caridade do piaui,-7.732629803957502,-40.988970448652886
caridade do piauí,-7.732265774697071,-40.98830690485772
carinhanha,-14.294697803582954,-43.770479430033916
carira,-10.359818114055827,-37.704927879705146
carire,-3.9496359103551444,-40.47633166402361
cariri do tocantins,-11.905019372781869,-49.16622321648179
caririacu,-7.040907677651892,-39.289025679358424
caririaçu,-7.038249513099338,-39.28121086130753
cariré,-3.947311229692999,-40.47299254916692
carius,-6.5370472496859575,-39.49660967561537
cariús,-6.53350021765372,-39.495267217694284
carlinda,-9.966516824949288,-55.823672404078074
carlopolis,-23.427714770710708,-49.717845591918994
carlos barbosa,-29.29807174227816,-51.50260091138188
carlos chagas,-17.65699802876698,-40.871312653284875
carlos gomes,-27.71592351486283,-51.91482198078577
carlópolis,-23.42771424830439,-49.71916631568736
carmesia,-19.086708905310868,-43.141261823964065
carmo,-21.932343210229543,-42.60743229249633
carmo da cachoeira,-21.461008557533113,-45.22054433595689
carmo da mata,-20.55966811821635,-44.869172864848785
carmo de minas,-22.12124328966364,-45.124733823993424
carmo do cajuru,-20.2690173748538,-44.82236669977695
carmo do paranaiba,-18.997713864876317,-46.30841177892603
carmo do paranaíba,-18.996879224260635,-46.30644429585237
carmo do rio claro,-20.971610978511638,-46.12132992617946
carmo do rio verde,-15.356895077264507,-49.702355189364916
carmolandia,-7.035135193916087,-48.396199949532765
carmopolis,-10.648555961295953,-36.98829027544778
carmopolis de minas,-20.539386548093034,-44.63621714014993
carmésia,-19.085443785510886,-43.13861018153424
carmópolis,-10.647456706828471,-36.98499502677436
carmópolis de minas,-20.53835372147544,-44.636245668916835
carnaiba,-7.806767112109437,-37.79360013147656
carnaiba do sertao,-9.589271582271097,-40.425445511064936
carnauba dos dantas,-6.5569732071615725,-36.59287203593068
carnaubais,-5.337733879077279,-36.83630689504175
carnaubal,-4.164764019421489,-40.938723359086154
carnaubeira da penha,-8.32090718548556,-38.743239807064
carnaíba,-7.806819608368857,-37.793723689281464
carnaúba dos dantas,-6.556498300128969,-36.591074263873686
