geolocation_city,latitude,longitude
nova alvorada do sul,-21.45877491165093,-54.36564021303858
nova america,-18.269370134115263,-49.29192775057958
nova america da colina,-23.331231719144782,-50.71832187234998
nova américa,-17.187231585349394,-49.491246605696865
nova américa da colina,-23.33165128844846,-50.72096522034077
nova andradina,-22.247795402944273,-53.34735455657626
nova araca,-28.659514112541675,-51.74805837313547
nova araçá,-28.660143925241503,-51.75283878995265
nova aurora,-23.931387864768045,-52.79832889133654
nova bandeirantes,-9.850183497966546,-57.822948986807894
nova bassano,-28.732756571875615,-51.70457081880328
nova belem,-18.494467454593842,-41.103182434033776
nova boa vista,-27.992458122241498,-52.98095175873711
nova brasilandia,-14.924948691098662,-54.973017071066636
nova brasilandia d oeste,-12.002444605901823,-61.84177560650267
nova brasilandia d'oeste,-11.73049254738864,-61.99640090354137
nova brasilandia doeste,-11.7252272753155,-62.332311711562284
nova brasilândia d'oeste,-11.724590052316367,-62.32495461867188
nova brescia,-29.214954838687067,-52.02547687504701
nova bréscia,-29.214136110979865,-52.026523233451954
nova california,-9.763415752971646,-66.61942506212684
nova campina,-24.121789977420086,-48.904884830443
nova canaa,-14.804235751827267,-40.143457315712126
nova canaa do norte,-10.613737365755886,-55.79749168579236
nova canaa paulista,-20.38190516824058,-50.940961947201664
nova canaã,-13.9962662725124,-40.016396089191204
nova canaã do norte,-10.625140825591805,-55.855968366147955
nova canaã paulista,-20.384243225073256,-50.94900411470118
nova candelaria,-27.609023093751727,-54.11050892480636
nova candelária,-27.606631544241093,-54.10831484016591
nova cantu,-24.672358123647054,-52.57056261357078
nova casa verde,-21.757530804448386,-53.26869050693442
nova castilho,-20.764549725546427,-50.34304347126706
nova colinas,-7.1188978926529245,-46.2599341714859
nova crixas,-14.09315050761021,-50.3458290094104
nova crixás,-14.098459505347257,-50.336342076928624
nova cruz,-6.4801497212964305,-35.432799303715115
nova era,-19.764914311361157,-43.02993999536736
nova erechim,-26.90380516299316,-52.90589294135717
nova esperanca,-23.157276689836394,-51.8900612451171
nova esperanca do piria,-2.2550250172495656,-46.95750321901751
nova esperanca do sudoeste,-25.90026705531166,-53.261387734622055
nova esperanca do sul,-29.42278243527239,-54.9188753144185
nova esperança,-23.186222724758622,-52.20034095141387
nova esperança do piriá,-2.271163752342958,-46.96743745865172
nova esperança do sudoeste,-25.89856710174649,-53.2621693772366
nova esperança do sul,-29.40847268220356,-54.82675238243445
nova europa,-21.780472771981884,-48.565778737802795
nova fatima,-20.477225017292934,-47.828779542249166
nova floresta,-6.377469745357418,-36.620777845884156
nova friburgo,-22.279974771040884,-42.526645400648526
nova fátima,-23.436497615645692,-50.561526930410146
nova gloria,-15.148954017505767,-49.573718516316966
nova glória,-15.149401400925159,-49.57548390438081
nova granada,-20.536387134122258,-49.32085573063811
nova guarita,-10.310601820328687,-55.404855127740255
nova guataporanga,-21.33245586320039,-51.64596990139045
nova hartz,-29.588354352147718,-50.90067661062182
nova ibia,-13.810781841100843,-39.62355890564874
nova iguacu,-22.74284877626707,-43.472319863519814
nova iguacu de goias,-14.287632341178664,-49.38866877499373
nova iguaçu,-22.743490839739575,-43.4755729139829
nova independencia,-21.107461973965233,-51.49129712486458
nova independência,-21.1077790196494,-51.4914439217046
nova iorque,-6.738953375639314,-44.04398578913789
nova ipixuna,-4.9214714305945515,-49.07880708174833
nova itaberaba,-26.940613059706678,-52.815169740027706
nova itapirema,-22.435638397976515,-46.82166986971345
nova itarana,-13.026096176032569,-40.06706551865718
nova lacerda,-14.474447766348016,-59.58685492554173
nova laranjeiras,-25.30534604334855,-52.53942861117956
nova lima,-20.007035015080355,-43.90569776372665
nova londrina,-22.76349660045772,-52.98829848487106
nova luzitania,-20.856451163027177,-50.26211321114505
nova mamore,-10.407854750143867,-65.3323387138774
nova mamoré,-10.394808794933697,-65.20208273402399
nova marilandia,-14.365673490466442,-56.97389333001631
nova marilândia,-14.365273460055114,-56.97619371065494
nova maringa,-13.02126112449943,-57.09229705866826
nova maringá,-12.95363326368442,-57.1560560439805
nova milano,-29.276315359769104,-51.33767129875
nova modica,-18.441496892945576,-41.50022712873099
nova monte verde,-9.979483347743496,-57.449932389721454
nova mutum,-13.811909413182786,-56.0832176926883
nova módica,-18.439846470941504,-41.4984712502593
nova nazaré,-13.989457725919248,-51.79670870925487
nova odessa,-22.785390377709263,-47.29569218047756
nova olimpia,-16.95287827227254,-56.241021718781155
nova olinda,-7.431159482315673,-43.3354691442147
nova olinda do maranhao,-2.806053082437314,-45.70402920651974
nova olinda do maranhão,-2.8100664626495844,-45.70621582208173
nova olinda do norte,-3.8908884847909238,-59.09316877144942
nova olímpia,-15.648648501413273,-56.881031057691224
nova padua,-29.027734445149225,-51.30878377787846
nova palma,-29.468576228448484,-53.45869367289793
nova palmeira,-6.679054233791942,-36.4198492829184
nova patria,-22.220004382746865,-51.641515505022895
nova petropolis,-29.375594077837015,-51.107921846811855
nova petrópolis,-29.37330762067253,-51.10940125231537
nova ponte,-19.3364369651837,-47.11322180439937
nova porteirinha,-15.803141677473784,-43.30109867357755
nova prata,-28.782254595182305,-51.60921296756925
nova prata do iguacu,-25.63500045596461,-53.348097681428335
nova prata do iguaçu,-25.639886212849078,-53.34286385623403
nova pádua,-29.027556430098645,-51.3092507642092
nova ramada,-28.08414365735461,-53.70150224454424
nova redencao,-12.81505027197465,-41.06961268593105
nova redencao bahia,-12.816617576560771,-41.07200262842635
nova redenção,-12.819921953494632,-41.069784218536924
nova resende,-21.111410781178893,-46.420562692445955
nova roma,-13.741770516069945,-46.88151285654093
nova roma do sul,-28.987234388238626,-51.40785295265842
nova rosalandia,-10.569318126007971,-48.91183650829685
nova rosalândia,-10.561462861108687,-48.913064406651046
nova russas,-4.70852599937503,-40.5573026886814
nova santa barbara,-23.5876834347647,-50.76315791947137
nova santa bárbara,-23.589913450317706,-50.76177081289478
nova santa helena,-10.869665820764602,-55.12934713556868
nova santa luzia,-19.761610131693935,-43.84992224558569
nova santa rita,-28.60877994930591,-50.742762414047895
nova santa rosa,-24.462380148280623,-53.95650432324314
nova sardenha,-29.241121637185692,-51.411594281332
nova serrana,-19.8740600443073,-44.98701334631973
nova soure,-11.24056027473802,-38.481112018741214
nova tebas,-24.442536240335496,-51.94871841763989
nova timboteua,-1.1827933479544828,-47.38893559148273
nova trento,-27.28299944363184,-48.93077294776365
nova ubirata,-13.033284043525228,-55.25584589428909
nova ubiratã,-12.987467562918123,-55.025113806192365
nova uniao,-19.282601542233767,-44.48614501394746
nova união,-19.71070252257958,-43.584042581415744
nova venecia,-18.705380424531672,-40.40563905323962
nova veneza,-25.76389153790572,-49.45650621913769
nova venécia,-18.711567108474895,-40.409477323690275
nova vicosa,-17.897617441710917,-39.39123788095888
nova viçosa,-17.89611566911759,-39.618328245314544
nova xavantina,-14.666464349143078,-52.35393109184135
novais,-20.995435280436013,-48.919331724846614
novo acordo,-9.965557926262205,-47.67752080845856
novo airao,-2.632409744156761,-60.947647542640546
novo airão,-2.622873336950388,-60.947938527184334
novo alegre,-12.914308930078104,-46.573945442078454
novo aripuana,-5.121552316746306,-60.36846171549181
novo aripuanã,-5.124829116850693,-60.37523022493083
novo barreiro,-27.911772826725382,-53.11483535954981
novo brasil,-17.28491404900766,-46.74784685827686
novo cabrais,-29.737354624580394,-52.95390846390036
novo cruzeiro,-17.460076462397126,-41.88544113747723
novo diamantino,-14.382795176334236,-56.405082645906944
novo gama,-16.061841689635173,-48.04085213226889
novo hamburgo,-29.690185125405044,-51.12251257508262
novo horizonte,-20.839864102135973,-48.70355801615161
novo horizonte do norte,-11.391035145244693,-57.321031068694104
novo horizonte do oeste,-11.711629546590686,-62.012006082258466
novo horizonte do sul,-22.65491694658245,-53.85771182540025
novo itacolomi,-23.76509055594709,-51.50670423186026
novo jardim,-11.819560788904193,-46.62521807090953
novo lino,-8.941920209972304,-35.6635919416324
novo machado,-27.56145034819611,-54.50039835905089
novo mundo,-9.97568264413675,-55.17406986024914
novo oriente,-5.536525052704697,-40.774149158944034
novo oriente de minas,-17.412728542262883,-41.219592756520086
novo oriente do piaui,-6.450502063029215,-41.92295280751707
novo oriente do piauí,-6.491387999999947,-41.995758499999965
novo planalto,-13.24072485988258,-49.50851878407679
novo progresso,-7.093480792948906,-55.403061166346
novo repartimento,-4.258293108188547,-49.97543464497394
novo santo antonio,-11.534638323191398,-49.96487977996199
novo santo antônio,-5.286123807429194,-41.93206878348626
novo sao joaquim,-14.913028671679488,-53.02008728800421
novo sarandi,-24.547382670395304,-53.896245683159215
novo sobradinho,-24.62605999999994,-53.75866999999994
novo são joaquim,-14.903339262006451,-53.01170518332416
novo tiradentes,-27.56266100099301,-53.184145257653086
novo triunfo,-10.334867852834018,-38.42063873428228
novo xingu,-27.74795337327644,-53.06235051199491
novorizonte,-16.012375656751047,-42.41555287383151
nucleo bandeirante,-15.893674986920747,-47.96076931098729
nuporanga,-20.72929875103183,-47.752326415093854
não-me-toque,-28.460150807318563,-52.819298431907704
nísia floresta,-6.091229123323062,-35.206908676758594
núcleo bandeirante,-15.870698999999997,-47.963313
obidos,-1.9029576239588628,-55.51438460838841
ocara,-4.487947696050416,-38.59237493596233
ocaucu,-22.439651419899818,-49.920006033225256
ocauçu,-22.440424354998626,-49.92237574516607
oeiras,-7.015859272902654,-42.12652551092339
oeiras do para,-2.0053741972828023,-49.8587877829095
oeiras do pará,-2.003996174766944,-49.85884447946724
oiapoque,3.842508276217248,-51.83395841634559
olaria,-21.86084295267034,-43.93540762223418
oleo,-22.94052220614478,-49.34064276425811
olho d agua das cunhas,-4.140847152420455,-45.10985881540357
olho d agua das flores,-9.53689573297059,-37.291587839551696
olho d'agua,-7.229235113161558,-37.74844042255367
olho d'agua das cunhas,-4.142733604115351,-45.116054437177205
olho d'agua das flores,-9.534389157972424,-37.29481216005396
olho d'agua grande,-10.057000472377505,-36.81263813299719
olho d'água,-7.228539911185529,-37.75194375938771
olho d'água das cunhãs,-4.141039821948386,-45.11711282530283
olho d'água das flores,-9.531337752452188,-37.296425625750935
olho d'água do casado,-9.501612044136785,-37.832093002918924
olho d'água do piauí,-5.8462468895248225,-42.58037075008656
olho dágua das cunhãs,-4.139506454597557,-45.120494526971385
olho dágua grande,-10.058129820454523,-36.81269635551255
olho-d agua do borges,-5.955692855500995,-37.70518786376032
olho-d'agua do borges,-5.956418531067135,-37.7055079638222
olho-d'água do borges,-5.956235552392336,-37.70724927088427
olhos d'agua,-17.40179950903565,-43.571071945379444
olhos d'agua do oeste,-17.595444268014692,-45.8898463950928
olhos d'água,-17.40109769792731,-43.57161484107303
olhos-d agua,-17.40202072707966,-43.56997498584671
olimpia,-20.737113878937226,-48.909363506243395
olimpio noronha,-22.069008633247584,-45.26250356354821
olinda,-7.990892083321361,-34.857306360459255
olinda nova do maranhao,-2.9973680174876978,-44.99997986398261
olinda nova do maranhão,-2.9921414217085647,-44.99817881949273
olindina,-11.36300217337656,-38.32943880702623
oliveira,-20.698930799704446,-44.825413532990396
oliveira de fatima,-10.707088579991682,-48.9056175510056
oliveira dos brejinhos,-12.31553150290908,-42.883460837421815
oliveira fortes,-21.33946585565416,-43.458809328781534
olivenca,-9.514614692983653,-37.18938459884393
olímpia,-20.739087604409026,-48.90781227600815
olímpio noronha,-22.070154517490337,-45.26138394434335
onca de pitangui,-19.734882031442666,-44.80761474627486
onda verde,-20.6081644562396,-49.29805907727272
oratorios,-20.431125168651285,-42.803664810247206
oratórios,-20.4321797326667,-42.80426834383778
oriente,-22.1538461974624,-50.09395033021277
orindiuva,-20.18530225220717,-49.35310547212727
orindiúva,-20.185181539004923,-49.35240630866003
oriximina,-1.7570591123432346,-55.87322373429835
oriximiná,-1.7673466591884717,-55.86301110145979
orizania,-20.506214334830492,-42.20601413090171
orizona,-17.032172054328477,-48.30001770873917
orizânia,-20.505672943927102,-42.20369580350707
orlandia,-20.716819132540536,-47.879750295639354
orleans,-28.357506793762713,-49.28867359716511
orlândia,-20.716849043336204,-47.87830879651395
orobo,-7.7491406197644945,-35.604141037395735
orobó,-7.749276326599422,-35.60373333560837
oroco,-8.617349135352805,-39.60173876862757
orocó,-8.61562896542193,-39.60240152933639
oros,-6.244690570845974,-38.915123262773335
ortigueira,-24.205572115297535,-50.93384062126562
orós,-6.243916280697102,-38.91428652699801
osasco,-23.536560947809892,-46.78828362886693
oscar bressane,-22.31442445502393,-50.277117657408915
osorio,-29.89517696588765,-50.25420460933468
osvaldo cruz,-21.795711019289445,-50.879277765103005
osvaldo kroeff,-28.976685770130608,-50.063262953888945
osório,-29.897920621443983,-50.26383924232896
otacilio costa,-27.498681113364903,-50.11607226073025
otacílio costa,-27.501144744765856,-50.11744208022583
otavio rocha,-29.059432525448337,-51.261340853058144
ourem,-1.5480954853200093,-47.11449777305601
ouricangas,-12.014118294728478,-38.627894521931026
ouricuri,-7.887590132628154,-40.08427106445939
ourilandia do norte,-6.783883886019561,-51.08221776777482
ourilândia do norte,-6.779570751025141,-51.077624094137526
ourinhos,-22.97892238436809,-49.8735547794906
ourizona,-23.404632435487674,-52.193551803199526
ouro,-27.333700204666858,-51.60525901340305
ouro branco,-19.79447560076879,-43.32638309869851
ouro fino,-22.278485305030326,-46.37130155156735
ouro preto,-20.38924295712821,-43.5104335256915
ouro preto do oeste,-10.715751177252601,-62.25613931045197
ouro velho,-7.622383492508776,-37.15033492579336
ouro verde,-22.501540526488174,-51.819348680299726
ouro verde de goias,-16.2184895491168,-49.196335588450886
ouro verde de minas,-18.06957244803235,-41.27328437311342
ouro verde do oeste,-24.773798104953297,-53.90499628743191
ouro verde do piquiri,-24.639191100371324,-53.211984944040054
ouroana,-18.12574375854575,-50.619357259214844
ouroeste,-20.00168960671946,-50.375282349761356
ourolandia,-10.911926705425769,-41.134852548911965
ourolândia,-10.895855284905467,-41.13030932687598
ourém,-1.5501880262025243,-47.114042995969484
ouvidor,-18.23289388578263,-47.83426376593869
pacaembu,-21.563059536640438,-51.263332875206835
pacaja,-3.812517246498448,-50.61629674069106
pacajus,-4.175669333979667,-38.463767619423145
pacajá,-3.8258880247218543,-50.628320489954255
pacaraima,4.478955073244596,-61.14596820607238
pacatuba,-4.688200712067092,-38.379521615117625
paco do lumiar,-2.532667119303362,-44.161560455663405
pacoti,-4.225633003744864,-38.91830464970819
pacotuba,-20.762729094305136,-41.271606233951005
pacuja,-3.98007878608434,-40.69592842790462
pacujá,-3.9789986215880835,-40.69630786464207
padre bernardo,-15.173405629090755,-48.283736974882885
padre carvalho,-16.347208540874067,-42.531075839373294
padre fialho,-20.376252944235176,-42.37699096825619
padre gonzales,-27.4340091145216,-53.96116798493659
padre marcos,-7.353025293854988,-40.9083102641237
padre paraiso,-17.07432555151936,-41.48664548909166
padre paraíso,-17.073044373004773,-41.48844108250529
paes landim,-7.777868147191049,-42.25471206936062
pai pedro,-15.531583432495026,-43.06818539161176
paial,-27.254960532992147,-52.499470884748796
paicandu,-23.457413564158678,-52.04101533065657
paim filho,-27.710137364549905,-51.76330524644182
paineiras,-18.90455108362535,-45.533649072273846
painel,-27.932878606968615,-50.099236377331664
pains,-20.370579641804632,-45.66311955597217
paiquere,-23.52858409402684,-51.08333863424432
paiva,-21.290953944399842,-43.41847642583561
paiçandu,-23.456294136714767,-52.04023173935847
pajeu do piaui,-7.856561137314363,-42.82181021874247
palestina,-19.777260776415822,-48.74284191873031
palestina de goias,-16.743958629726475,-51.52901150966129
palestina de goiás,-16.74627382508306,-51.5303661587261
palestina do para,-5.822403093105976,-48.33192990380279
palestina do pará,-5.74380781439731,-48.31996260478912
palhano,-4.74566208690714,-37.96176139959635
palhoca,-27.66074713935533,-48.66757051412945
palhoça,-27.657822201688717,-48.66783302797478
palma,-21.37586629145424,-42.31567440074627
palma sola,-26.348449405272156,-53.27739176431275
palmacia,-4.14742924413107,-38.847925339561
palmares,-8.680312005193727,-35.58892050493797
palmares do sul,-30.27076090203048,-50.49760468288321
palmares paulista,-21.086251669471903,-48.8045675889862
palmas,-12.579973933595637,-48.85833855493555
palmas de monte alto,-14.259195769374115,-43.16641762118674
palmeira,-25.514061497032195,-50.003171619151075
palmeira d oeste,-20.415586955256252,-50.76259251263169
palmeira d'oeste,-20.416692911675952,-50.762428554943725
palmeira das missoes,-27.898465424589435,-53.31153433851876
palmeira das missões,-27.89888787458421,-53.30866923650554
palmeira do piaui,-8.726319258209664,-44.23662030742234
palmeira do piauí,-8.727818405285653,-44.23789089651425
palmeira doeste,-20.403311919238497,-50.75502896917773
palmeira dos indios,-9.412722072832457,-36.63113327754436
palmeira dos índios,-9.41277161322902,-36.63972388174926
palmeirais,-5.973202928379057,-43.05806664023512
palmeiral,-21.638177295860178,-46.516749923905955
palmeirandia,-2.6475775539639983,-44.89562146824877
palmeiras,-12.51688809101802,-41.57768001723084
palmeiras de goias,-16.80673224810409,-49.92196955737576
palmeiras de goiás,-16.80586705159347,-49.92292644815125
palmeiras do tocantins,-6.613710017143215,-47.56426729143147
palmeirina,-9.003899880817357,-36.32576030519953
palmeiropolis,-13.042727340193991,-48.40680914754181
palmeirópolis,-13.043253924366399,-48.40099312678045
palmelo,-17.325617006310733,-48.42651029897227
palminopolis,-16.793374205698168,-50.16157606600704
palminópolis,-16.793470115894134,-50.16416065166834
palmital,-23.12561842119078,-50.54007528103114
palmitinho,-27.35330161977703,-53.55804287681172
palmitos,-27.071407007773114,-53.1624449018156
palmopolis,-16.745018108060062,-40.4136791336252
palmópolis,-16.738445521670826,-40.42277033609498
palotina,-24.285797204852866,-53.837677556703376
panama,-18.182667982731953,-49.353476554845486
panambi,-28.293540609837006,-53.502237842130484
pancas,-19.19489363457948,-40.84413388175807
panelas,-8.665600711542668,-36.031586515714416
panema,-22.952378749824156,-50.58627885074826
panorama,-21.361873138870816,-51.85690282245928
pantano grande,-30.194902411195844,-52.366640696871166
pao de acucar,-9.747287060159332,-37.43583678725368
papagaios,-19.44696360034555,-44.74743506231255
papanduva,-26.40493104975986,-50.1457709126807
papucaia,-22.60229861406437,-42.76182606554893
paqueta,-7.103122178505773,-41.70312718066321
para de minas,-19.861759918516707,-44.6026335520036
paracambi,-22.614833826992143,-43.7056833757486
paracatu,-17.23103382640479,-46.868966235925896
paracuru,-3.420717630729123,-39.035369337411396
paragominas,-2.994986315824113,-47.35755451491292
paraguacu,-21.550144828384624,-45.73484399267324
paraguacu paulista,-22.421509030318663,-50.580886100006936
paraguaçu,-21.550164905646863,-45.73606273215902
paraguaçu paulista,-22.420129736744883,-50.58004334698535
parai,-28.596928393294483,-51.786871346442176
paraiba do sul,-22.165007433857394,-43.29230664611824
paraibano,-6.431676477848956,-43.98796802182227
paraibuna,-23.39314863042592,-45.66076219477019
paraipaba,-3.4368323002221652,-39.14963243036915
paraiso,-22.76273724135607,-50.29927397152858
paraiso das aguas,-19.022340074574466,-53.01187615538214
paraiso do norte,-23.28364109470929,-52.60453989424964
paraiso do sul,-29.725965615310777,-53.18077412455146
paraiso do tobias,-21.429918173063534,-42.101090967602296
paraiso do tocantins,-10.174387809427405,-48.88871492402185
paraisopolis,-22.551523413673735,-45.77851142088423
paraisópolis,-22.551593721634866,-45.778930244194015
paraju,-20.317836279008972,-40.80437946834825
parambu,-6.210287847015199,-40.696809343504476
paramirim,-13.45331780953808,-42.23950486413498
paramoti,-4.0970352187246295,-39.23883706504262
parana,-12.178895207470076,-47.193032993877246
paranacity,-22.931044243632783,-52.15366065320436
paranagua,-25.53235699523439,-48.53096794687723
paranaguá,-25.53598242469009,-48.534707931113964
paranaiba,-19.672599964828667,-51.19413895581531
paranaiguara,-18.903257418828375,-50.649640624584805
paranaita,-9.69593947895653,-56.60638763783105
paranapanema,-23.39052038930712,-48.73912496952094
paranapoema,-22.656836069117315,-52.083648676568565
paranapua,-20.100099200697468,-50.58731189505863
paranapuã,-20.10447116698456,-50.58632777531185
paranatama,-8.918811692553598,-36.658725176152245
paranatinga,-14.379562568914999,-54.05867213555141
paranavai,-23.0814594221865,-52.457861438351536
paranavaí,-23.084480021220646,-52.45949325651746
paranaíba,-19.679507154903778,-51.18769101522716
paranaíta,-9.700963579029413,-56.626671443841005
paranhos,-23.892317950135578,-55.429478702335274
paranoa,-15.776591266099715,-47.77941226609971
paraná d'oeste,-24.110382593488037,-52.88769154877284
paranã,-12.615973557708287,-47.870477419440185
paraopeba,-19.27857905090132,-44.400885462089335
parapeuna,-22.091345756055503,-43.82823709641274
parapua,-21.781613296789704,-50.79149585919143
parapuã,-21.781982113820163,-50.79192834358957
parari,-7.3175223629479555,-36.65464974265099
parati,-23.21682312562838,-44.705411538790294
parati mirim,-22.863467110964244,-42.311280809906776
paratinga,-12.693720502207587,-43.1821491447325
paraty,-23.20440982526026,-44.71287940060064
parau,-5.777398260359693,-37.10167999320978
parauapebas,-6.0744593190250615,-49.90618460751549
parauna,-16.967379272850582,-50.46511827897273
parazinho,-5.224181365760851,-35.837601502683384
paraí,-28.594382712854696,-51.7877183870098
paraíba do sul,-22.16176530264332,-43.292386571738234
paraíso,-23.056282590748864,-50.55711857535908
paraíso das águas,-19.048169251057907,-53.02213048954056
paraíso do norte,-23.28211160806768,-52.59955538510245
paraíso do sul,-29.71407053670237,-53.1720458558532
paraíso do tocantins,-10.175330619660683,-48.8865732932494
paraú,-5.776646004224207,-37.101555285560046
paraúna,-16.960570147202013,-50.4347839180414
pardinho,-23.089983485770173,-48.38406317267343
pareci novo,-29.63739644121202,-51.40402786525683
parecis,-12.181461217743742,-61.60125690913203
parelhas,-6.689736437594984,-36.660570829467154
pariconha,-9.259261225999698,-38.00595801303149
parintins,-2.6314335123632753,-56.73835872198765
paripiranga,-10.680502496494173,-37.865996008659785
paripueira,-9.462653803070658,-35.546981410965365
pariquera-acu,-24.715417382267702,-47.88111721227836
pariquera-açu,-24.71476042112919,-47.88235401387753
parisi,-20.305991533548113,-50.01115068147623
parnagua,-10.214458196909485,-44.61042550324491
parnaguá,-10.222209537805291,-44.63573940062039
parnaiba,-2.915041924395967,-41.762168043545145
parnamirim,-6.008662991025971,-35.44549944626045
parnarama,-5.681526563363478,-43.09391386530676
parnaíba,-2.914865167216022,-41.76229978407771
parobe,-29.63174410326666,-50.83481164190493
parobé,-29.631433624437435,-50.83353121287411
paruru,-23.6642773518634,-47.272414194846036
pará de minas,-19.85902748339188,-44.60083330661665
passa e fica,-6.4347815728365045,-35.64148942387484
passa quatro,-22.387188678365753,-44.96728626925755
passa sete,-29.44104348476449,-52.95781685941293
passa tempo,-20.652362406747603,-44.49185581676563
passa tres,-22.695928183594976,-44.00278459997872
passa três,-22.694933347454533,-44.00376663830365
passa vinte,-22.208164376961378,-44.234842603133814
passabem,-19.35422721858701,-43.13832429799134
passabém,-19.35079883288881,-43.142861952439866
passagem de mariana,-20.3937786843107,-43.44582285597789
passagem dos teixeiras,-12.734199999999959,-38.44663499999996
passagem franca,-6.179896885113678,-43.77918230870624
passagem franca do piaui,-5.855600221937564,-42.43949154954959
passira,-7.98068080703048,-35.58197698050895
passo de camaragibe,-9.250591921209962,-35.486157369068636
passo de torres,-29.315305255958794,-49.72096150522754
passo do sobrado,-29.75116678044591,-52.27278007831114
passo fundo,-28.263963126028308,-52.454514140431755
passos,-20.722383701952474,-46.60862610499824
passos maia,-26.780719237820648,-52.058828204381285
passé,-12.729459889765042,-38.525362094291694
pastos bons,-6.59968969648066,-44.08440457193341
patis,-16.734210621913935,-44.07032907889016
pato bragado,-24.625809140863744,-54.22673085775215
pato branco,-26.2292653183319,-52.67524722580873
patos,-7.0284205888518185,-37.28091407836808
patos de minas,-18.588562538569025,-46.51218847404725
patrocinio,-18.943309100445795,-46.990779458038965
patrocinio do muriae,-21.152749524982866,-42.210978450382086
patrocinio paulista,-20.643531694053074,-47.28115025466539
patrocínio,-18.94514530090163,-46.988718691258434
patrocínio do muriaé,-21.148800865469422,-42.2105809759948
patrocínio paulista,-20.648219552803322,-47.28088883259562
patu,-6.103729274856072,-37.63941588510907
paty do alferes,-22.418274922857194,-43.421060831947706
pau brasil,-15.464697689957578,-39.65303845786902
pau d  arco,-7.829181926907718,-50.039830866123616
pau d'arco,-1.8267890153366015,-43.14489581869442
pau dos ferros,-6.113061894772267,-38.20667004551809
paudalho,-7.8943420623158795,-35.178641709843006
pauini,-7.709366703385172,-66.99783711943061
paula candido,-20.87301743024256,-42.98126645882965
paula freitas,-26.205468507303863,-50.93207217140115
pauliceia,-21.311072096807887,-51.83452013696911
paulicéia,-21.312055834341955,-51.83826606337699
paulinia,-22.765232498134225,-47.158572746889256
paulino neves,-2.7469312348327235,-42.54776782995191
paulista,-7.9666853973412755,-34.931858797738414
paulistana,-8.135320340886295,-41.14407279754487
paulistania,-22.577853101751774,-49.40327642512039
paulistas,-18.43509568210496,-42.86911142616959
paulistânia,-22.579386119025916,-49.40385437140592
paulo afonso,-9.407129323472061,-38.22261330595956
paulo bento,-28.096654317061315,-52.344499847525
paulo de faria,-20.031912284089135,-49.40546507066174
paulo frontin,-26.04781275424229,-50.81148910425042
paulo jacinto,-9.368571801653818,-36.37146069359348
paulo lopes,-27.978665492288247,-48.68271760811336
paulo ramos,-4.4475339965164356,-45.239285342861805
paulínia,-22.76242281018327,-47.15842871108414
pavao,-17.42951213089544,-41.000318631284415
paverama,-29.55383488010087,-51.74164843323519
pavussu,-7.965022390763591,-43.22521927936038
pavão,-17.4301449825101,-40.999163298296075
paço do lumiar,-2.531592807921671,-44.161671802095
pe de serra,-11.834006718658868,-39.61216145938768
peabiru,-23.916244674449818,-52.34483820131126
pecanha,-18.545759231306636,-42.56109986687222
pecem,-3.5536183075657073,-38.8304446418515
pederneiras,-22.3480131169951,-48.78449569702055
pedra,-8.515170308067942,-36.93883612607133
pedra azul,-15.994741731063721,-41.272557046950766
pedra bela,-22.795078505153498,-46.44598002104321
pedra bonita,-20.52096315081814,-42.329979481431316
pedra branca,-5.738626351295755,-39.47964128273454
pedra branca do amapari,0.7776272570112175,-51.952547422233366
pedra do anta,-20.596465377431066,-42.7164240101564
pedra do indaia,-20.2625891117343,-45.20917741906288
pedra do indaiá,-20.252294913209727,-45.20967498744281
pedra dourada,-20.832189638812487,-42.15529194666704
pedra grande,-5.148605996737337,-35.87726992805369
pedra lavrada,-6.7576486810483125,-36.467601490733436
pedra menina,-21.358676506270264,-46.150542635850535
pedra preta,-16.635911309973924,-54.45664136017813
pedralva,-22.24588527451921,-45.465814924867395
pedranopolis,-20.249109437731093,-50.11125021710777
pedrao,-12.146156745779068,-38.64382697435264
pedras altas,-31.73356683118392,-53.586333437758334
pedras de fogo,-7.401989293844122,-35.11521553577263
pedras de maria da cruz,-15.605614907881176,-44.38398246099365
pedras grandes,-28.43635694924699,-49.185920749229766
pedregulho,-20.248446312480418,-47.47674170415544
pedreira,-22.740325486164828,-46.89675369133934
pedreiras,-4.572865408732535,-44.59883125646942
pedrinhas,-11.191488445664719,-37.67374412488906
pedrinhas paulista,-22.815272553334733,-50.79127156718951
pedrinopolis,-19.228306480950014,-47.464560411115876
pedrinópolis,-19.228978732059417,-47.46395572663684
pedro afonso,-9.008680982153361,-48.14533761541835
pedro alexandre,-10.022386795429389,-37.91612213442667
pedro avelino,-5.521282599508257,-36.381554141392236
pedro canario,-18.2945202862718,-39.95729794629509
pedro canário,-18.286923286388244,-39.96450605574642
pedro de toledo,-24.2790339570858,-47.235761825825534
pedro do rosário,-2.9681296578931535,-45.34851173676488
pedro gomes,-18.100006540471693,-54.5517524207499
pedro ii,-4.429295476576523,-41.45392129985152
pedro laurentino,-8.070696666720288,-42.29584951917462
pedro leopoldo,-19.613117562252103,-44.039892263544594
pedro osorio,-31.86684094035688,-52.821265922567086
pedro osório,-31.866573193625978,-52.824020675308255
pedro regis,-6.644478045295396,-35.291626584910276
pedro teixeira,-21.706196348889375,-43.7450210602017
