Ville,nbCommandes,prixMoyenProduits,fraisMoyen,noteMoyenneVille,Etat,nbVendeurs,latitudeVille,longitudeVille
parnamirim,63,149.2522222222222,32.97698412698413,4.21875,Rio Grande do Norte,1,-6.008662991025971,-35.44549944626045
paracatu,63,133.81603174603174,27.806507936507934,4.142857142857143,"","",-17.23103382640479,-46.868966235925896
votuporanga,63,132.90317460317462,21.70301587301587,4.603174603174603,São Paulo,4,-20.41831349447959,-49.97354155865328
valenca,63,166.3556451612903,27.460967741935484,3.9682539682539684,"","",-18.719411264228075,-41.8672122056141
itabuna,62,139.73311475409832,26.64918032786885,3.873015873015873,"","",-14.79518836379059,-39.27648684317408
sertaozinho,62,111.03435483870967,18.058709677419362,4.238095238095238,"","",-21.04160354397323,-47.914528035907324
caratinga,62,156.29451612903227,24.53532258064516,4.080645161290323,Minas Gerais,1,-19.78687714929477,-42.13746238135896
jaguariuna,62,139.3831147540984,21.245573770491806,4.048387096774194,São Paulo,4,-22.693353826820243,-46.987836013949334
colombo,62,123.47377049180328,26.930163934426226,4.129032258064516,Paraná,8,-25.351423377485197,-49.18943188648105
santa cruz do sul,62,167.1109677419355,26.028548387096773,4.193548387096774,Rio Grande do Sul,1,-29.719205251395316,-52.42669616762677
camacari,61,119.57737704918033,24.682786885245903,3.278688524590164,"","",-12.701748042473287,-38.32394334765692
sao sebastiao,61,184.00566666666666,22.700833333333335,3.918032786885246,São Paulo,1,-23.572364680881943,-45.437442374525304
brusque,60,140.35916666666668,21.5545,4.383333333333334,Santa Catarina,10,-27.100857082718772,-48.91495449463352
paranagua,60,154.07416666666666,26.78516666666667,3.75,"","",-25.53235699523439,-48.53096794687723
itaborai,60,118.9045,21.632333333333335,3.8333333333333335,Rio de Janeiro,1,-22.75276522402979,-42.87664423086164
tubarao,60,176.76883333333333,25.327333333333335,4.166666666666667,Santa Catarina,5,-28.4806823812006,-49.0106209686964
lagoa santa,60,142.38932203389828,22.376101694915256,4.15625,Minas Gerais,1,-19.633938360860423,-43.94234211713805
erechim,58,111.6944827586207,24.232758620689662,3.8666666666666667,Rio Grande do Sul,1,-27.639169118303382,-52.27064372191643
itapeva,58,116.41982456140353,18.427719298245616,4.120689655172414,São Paulo,1,-23.893277239512287,-48.68326268262344
ouro preto,57,122.52785714285714,25.984999999999996,3.9298245614035086,Minas Gerais,1,-20.38924295712821,-43.5104335256915
itauna,57,139.35000000000002,22.687368421052632,4.333333333333333,Minas Gerais,2,-20.078233564492294,-44.580701861250176
campo mourao,56,129.6342857142857,23.57446428571429,4.089285714285714,Paraná,1,-24.037944861514262,-52.37745670216547
ituiutaba,56,100.87036363636365,22.671454545454548,4.385964912280702,"","",-18.976155023374968,-49.46335244818041
bento goncalves,56,124.15563636363639,27.832545454545453,4.178571428571429,Rio Grande do Sul,3,-29.165160642374843,-51.514184628485836
cruzeiro,56,109.09821428571429,24.094107142857144,4.017857142857143,São Paulo,1,-22.10863538658359,-45.16518426043367
alvorada,56,137.53928571428574,28.943928571428575,4.125,Rio Grande do Sul,1,-29.307385485385904,-50.974530658905394
itapira,55,139.25074074074075,20.101481481481482,4.2,"","",-22.43461652802295,-46.8214690627363
lins,55,167.09018181818183,21.99581818181818,4.072727272727272,"","",-21.67607880099038,-49.74967284487655
araucaria,54,94.18703703703706,21.662407407407407,3.9444444444444446,Paraná,2,-25.58142150899515,-49.38809273708958
araguari,54,201.28740740740741,21.841111111111108,4.363636363636363,Minas Gerais,4,-18.647788194887667,-48.19413419921392
queimados,54,114.01388888888889,22.66018518518519,3.9444444444444446,Rio de Janeiro,1,-22.68559394538436,-43.55552191424559
jaboticabal,54,124.18555555555557,21.639074074074074,4.055555555555555,São Paulo,2,-21.256827223670914,-48.320153673419505
timoteo,54,146.8635849056604,23.72358490566038,4.181818181818182,Minas Gerais,1,-19.553802668701096,-42.63862085557866
unai,54,126.39611111111111,22.94666666666667,4.072727272727272,"","",-16.363893984354036,-46.89502468433822
macapa,54,212.07259259259257,41.002037037037034,4.185185185185185,"","",0.03498771410048145,-51.0696626869925
barra do pirai,54,102.65574074074074,19.453518518518518,3.9074074074074074,"","",-22.47477768374266,-43.82426188311747
jatai,54,185.93277777777777,24.029074074074074,3.925925925925926,"","",-17.883395900542084,-51.723330182596634
uba,53,120.18415094339623,25.740377358490562,4.0,Minas Gerais,6,-21.113979078613283,-42.94508443159539
tupa,53,124.67365384615385,19.38288461538462,4.339622641509434,São Paulo,4,-21.93295130907142,-50.513197169388555
pato branco,53,170.71018867924528,29.28188679245283,4.264150943396227,Paraná,2,-26.2292653183319,-52.67524722580873
fernandopolis,53,140.47283018867927,18.191509433962267,4.377358490566038,São Paulo,4,-20.284036123246057,-50.24980947569005
ijui,52,107.39326923076925,24.725192307692307,4.346153846153846,"","",-28.38771525411136,-53.915909120886596
cosmopolis,52,129.76538461538462,19.310576923076926,4.134615384615385,São Paulo,2,-22.63983169287734,-47.18873618575788
matao,52,138.60980769230767,23.88576923076923,4.5,"","",-21.607549479565147,-48.3593954985244
francisco beltrao,52,144.06500000000003,22.071346153846154,3.980769230769231,Paraná,4,-26.070802536402585,-53.05293288655347
barreiras,52,212.38326923076923,36.57365384615384,3.981132075471698,"","",-12.14829144007139,-44.96726006078332
apucarana,52,140.07115384615386,29.369230769230764,4.326923076923077,Paraná,8,-23.554896617582095,-51.45635322819143
joao monlevade,51,136.46764705882353,25.59098039215686,4.423076923076923,Minas Gerais,1,-19.8212585325988,-43.17302546294978
nova serrana,51,154.04431372549016,24.926274509803925,3.9019607843137254,"","",-19.8740600443073,-44.98701334631973
lajeado,51,160.55705882352942,27.981764705882355,4.245283018867925,Rio Grande do Sul,5,-29.35143583516396,-51.95125051765535
bebedouro,51,97.89980392156865,22.502352941176472,4.333333333333333,São Paulo,1,-20.943887781782355,-48.48609167648659
concordia,50,119.26780000000001,25.535800000000005,3.94,Santa Catarina,1,-27.231458579661965,-52.02565579643883
boituva,50,151.26632653061225,23.36387755102041,4.076923076923077,São Paulo,3,-23.2874269483057,-47.67058614671448
registro,50,136.7058695652174,19.519782608695653,4.019230769230769,São Paulo,2,-24.498837779550914,-47.84616128650985
leme,50,163.05839999999998,20.0818,4.2,São Paulo,1,-22.185288219344297,-47.38562111524041
ibirite,50,148.21359999999999,22.520800000000005,4.02,Minas Gerais,1,-20.01416100333527,-44.06822163951433
bertioga,49,198.34479166666665,22.293125000000003,3.92,São Paulo,1,-23.81839039683,-46.080623703430746
itaguai,48,133.7029166666667,23.317916666666665,3.9375,"","",-22.870432145449524,-43.78675548014116
uruguaiana,48,96.95750000000002,22.055000000000003,4.469387755102041,Rio Grande do Sul,1,-29.765154720951497,-57.0808672091093
sao mateus,48,139.78659574468085,23.609787234042553,4.3125,"","",-18.722365603281947,-39.844795212034825
campo limpo paulista,48,104.44458333333334,17.24791666666667,4.354166666666667,São Paulo,2,-23.212216767342458,-46.77576640852018
patrocinio,47,148.2071739130435,28.05804347826087,3.851063829787234,"","",-18.943309100445795,-46.990779458038965
videira,47,172.50212765957446,32.00617021276596,3.8297872340425534,Santa Catarina,2,-27.006353037969625,-51.15060009982839
paranavai,47,157.15108695652177,25.010869565217398,4.212765957446808,Paraná,1,-23.0814594221865,-52.457861438351536
itaperuna,47,148.16106382978725,23.786595744680845,3.8541666666666665,"","",-21.203166635874716,-41.89456730572591
saquarema,47,101.58804347826087,24.248695652173915,4.061224489795919,Rio de Janeiro,1,-22.910727747991768,-42.494631137135315
sao pedro da aldeia,46,101.57456521739131,22.620434782608694,3.9130434782608696,Rio de Janeiro,1,-22.819370232298194,-42.12980873958974
ilhabela,46,73.02844444444443,18.352666666666668,4.239130434782608,"","",-23.81452622279837,-45.36872586432735
santo angelo,46,118.11434782608698,24.89934782608696,4.1521739130434785,Rio Grande do Sul,1,-28.299476598532895,-54.26272851250882
sinop,46,147.15113636363637,35.85840909090909,3.9782608695652173,Mato Grosso,1,-11.858331723837866,-55.5084633154135
embu-guacu,46,135.75391304347826,17.785652173913043,4.130434782608695,"","",-23.836109448627155,-46.81402739796183
boa vista,45,171.98955555555554,47.85333333333334,3.6,"","",2.6539282894160188,-60.351574564996895
sao bento do sul,45,110.67954545454546,28.080681818181823,4.333333333333333,Santa Catarina,3,-26.244738070169774,-49.38665935466757
lencois paulista,45,156.28418604651162,19.65720930232558,4.391304347826087,São Paulo,6,-22.59916693535932,-48.79946335592989
vespasiano,45,143.5486046511628,21.770232558139533,3.888888888888889,Minas Gerais,1,-19.73109725363684,-43.941465688797514
itupeva,44,121.71613636363635,21.993409090909093,3.4545454545454546,"","",-23.06206573240725,-46.94082414876326
santarem,44,122.44681818181817,42.84045454545454,3.0681818181818183,"","",-2.4364074564533196,-54.71924163407513
extrema,44,124.49613636363638,21.788181818181815,3.8181818181818183,Minas Gerais,1,-22.591304101305116,-46.657617252237
vargem grande paulista,44,132.58068181818183,17.327045454545456,4.068181818181818,São Paulo,1,-23.622633411415183,-47.012704172183945
curvelo,44,128.86046511627907,27.752790697674417,3.522727272727273,"","",-18.76341842229982,-44.43315677131984
peruibe,44,151.84136363636364,26.923181818181817,3.933333333333333,"","",-24.303242483106608,-46.98718317089528
juazeiro,44,174.48363636363635,29.029545454545453,3.5681818181818183,"","",-9.424867585551826,-40.50167448540273
louveira,44,108.5868181818182,18.60772727272727,4.25,São Paulo,1,-23.08550507419915,-46.95954096067056
itapema,44,138.86068181818183,25.535227272727276,4.25,Santa Catarina,1,-27.104775732473907,-48.622296201371384
sao jose do rio pardo,44,116.0509090909091,19.654772727272725,3.772727272727273,São Paulo,2,-21.58334995848822,-46.9440675296209
passos,43,98.77395348837211,21.91930232558139,4.186046511627907,Minas Gerais,1,-20.722383701952474,-46.60862610499824
alfenas,43,124.4260465116279,27.65418604651163,4.116279069767442,Minas Gerais,2,-21.423970169543438,-45.951363503161254
guaira,43,105.09348837209303,20.553720930232558,4.255813953488372,Paraná,1,-21.521728297988926,-50.20664880850807
guaira,43,105.09348837209303,20.553720930232558,4.255813953488372,São Paulo,1,-21.521728297988926,-50.20664880850807
andradina,43,158.00976744186048,19.942325581395348,4.0,"","",-20.899218031973824,-51.377380577639826
artur nogueira,43,147.06536585365853,19.89317073170732,3.840909090909091,São Paulo,3,-22.57120786162832,-47.1657687687331
tres coracoes,43,109.60560975609758,23.960731707317073,3.7906976744186047,Minas Gerais,3,-21.693411847950614,-45.2598347629678
varzea grande,42,167.98928571428573,27.480952380952377,3.761904761904762,"","",-15.405222195775032,-55.85626040996881
tres lagoas,42,176.9361904761905,26.514999999999997,3.7142857142857144,"","",-20.786666165397005,-51.700022946034714
paulista,42,147.91357142857146,33.08833333333333,3.6904761904761907,"","",-7.9666853973412755,-34.931858797738414
sabara,42,106.70904761904764,20.29952380952381,4.119047619047619,Minas Gerais,1,-19.88332697392784,-43.84763753471688
mongagua,42,127.79833333333335,20.586666666666662,4.190476190476191,"","",-24.11146693887206,-46.66461090660171
pirapora,42,161.97785714285718,24.740238095238098,4.357142857142857,"","",-17.354029498487755,-44.961213422342475
aracruz,41,101.60175000000001,25.972749999999998,3.707317073170732,"","",-19.847690429635865,-40.22863699645417
umuarama,41,144.263,20.81225,3.951219512195122,Paraná,4,-23.76369629845646,-53.30627709706744
esteio,41,159.06975609756097,23.031219512195122,3.731707317073171,"","",-29.851230890434806,-51.162555399129864
porto seguro,41,322.25225,36.85825,3.341463414634146,Bahia,1,-16.434201383233706,-39.07667364956727
ponte nova,41,177.67225000000002,24.58625,4.048780487804878,Minas Gerais,1,-20.410110572814006,-42.89889898447682
coronel fabriciano,41,102.48048780487804,18.897073170731705,4.073170731707317,Minas Gerais,2,-19.509009469549575,-42.6202516599848
araguaina,41,200.0863414634146,40.124146341463415,3.7560975609756095,"","",-7.194145689018867,-48.208708988639856
ouro branco,41,107.78609756097562,21.086829268292682,4.095238095238095,"","",-19.79447560076879,-43.32638309869851
alagoinhas,40,156.23075,29.4775,4.2,"","",-12.136744532665933,-38.42344400813102
cacador,40,114.2345,22.506,4.35,Santa Catarina,1,-26.779161148380975,-51.01114985685163
sapucaia do sul,40,142.096,29.620500000000003,3.95,"","",-29.828262044389604,-51.14618705557026
monte mor,40,116.534358974359,13.570512820512821,3.725,"","",-22.944389409694335,-47.29535122151839
paulo afonso,40,166.47666666666666,34.603589743589744,4.15,"","",-9.407129323472061,-38.22261330595956
tres rios,40,185.32102564102564,21.973589743589745,3.825,Rio de Janeiro,1,-22.11162424417085,-43.20446054314709
pedro leopoldo,40,126.42525,20.451,4.5,Minas Gerais,1,-19.613117562252103,-44.039892263544594
sao miguel do oeste,40,153.893,27.1415,3.9,Santa Catarina,1,-26.733228064055744,-53.517757203889175
imperatriz,40,179.2845,49.335,3.8,"","",-5.519378116377779,-47.47729115068585
bom despacho,39,123.17184210526315,23.001842105263155,4.0256410256410255,"","",-19.740337139221076,-45.25863430864748
cianorte,39,124.70948717948718,21.227692307692312,4.3,Paraná,1,-23.661548233399802,-52.61100936204495
olimpia,38,158.44702702702702,19.942972972972974,4.052631578947368,São Paulo,1,-20.737113878937226,-48.909363506243395
guanambi,38,124.04243243243245,32.742972972972964,3.736842105263158,Bahia,1,-14.223207197286877,-42.78339770003472
tremembe,38,128.31657894736844,15.438684210526315,4.2894736842105265,"","",-22.97482043888918,-45.54766992395828
capao da canoa,38,123.47605263157898,24.65763157894737,4.2631578947368425,"","",-29.73220533016039,-50.006646838997334
nova odessa,38,116.80552631578949,19.03842105263158,4.394736842105263,São Paulo,2,-22.785390377709263,-47.29569218047756
eunapolis,38,182.75789473684208,25.578421052631576,3.8421052631578947,Bahia,1,-16.369546116292028,-39.583584609086934
mossoro,37,135.42944444444444,45.66722222222222,3.8378378378378377,"","",-5.191232751310818,-37.34559314214885
para de minas,37,193.56972972972972,22.50027027027027,4.243243243243243,"","",-19.861759918516707,-44.6026335520036
tiete,37,115.07833333333332,20.247500000000002,4.162162162162162,São Paulo,1,-23.101591588809626,-47.71178313273331
penapolis,37,129.09675675675675,20.883243243243243,4.405405405405405,São Paulo,5,-21.42196970536271,-50.07749150574511
campo largo,37,105.2672972972973,22.44108108108108,4.1891891891891895,Paraná,3,-25.459520177836527,-49.525441888964274
vassouras,37,121.39999999999998,22.83135135135135,3.945945945945946,Rio de Janeiro,1,-22.40707040376577,-43.66682016186038
valparaiso de goias,37,146.96891891891892,26.666486486486487,4.131578947368421,"","",-16.070054725777442,-47.987237447916236
guaxupe,37,164.35594594594596,23.94135135135135,4.162162162162162,"","",-21.30591649747589,-46.713986152890385
sobral,36,324.824,55.054,3.7777777777777777,"","",-3.6865664243278773,-40.353111756054965
caldas novas,36,147.2675,25.081666666666663,3.7222222222222223,"","",-17.739423770726262,-48.619852631148106
pedreira,36,80.37777777777777,13.824722222222222,4.083333333333333,São Paulo,9,-22.740325486164828,-46.89675369133934
itumbiara,36,143.2255555555556,39.293611111111105,4.388888888888889,"","",-18.41253010505287,-49.22263253770042
adamantina,36,150.72138888888887,20.22555555555556,3.9166666666666665,"","",-21.695742878741704,-51.046361833976654
sao sebastiao do paraiso,36,137.14428571428573,20.276,4.0,"","",-20.913799904180784,-46.98649394911619
jequie,36,137.87764705882353,31.736176470588234,3.9444444444444446,"","",-13.861769197352647,-40.08181324118796
luis eduardo magalhaes,36,231.77416666666664,33.18944444444445,3.5555555555555554,"","",-12.092783860172307,-45.80725099687118
campo bom,36,122.07527777777779,24.68444444444445,4.027777777777778,Rio Grande do Sul,2,-29.677045008814133,-51.06040344017742
alegrete,36,128.1077142857143,23.213428571428572,3.9444444444444446,"","",-29.789572584973904,-55.79128645489497
rio do sul,35,136.51000000000002,26.207999999999995,3.6,Santa Catarina,4,-27.214542040861854,-49.64117297750649
telemaco borba,35,138.04382352941175,22.491764705882353,4.0,"","",-24.328968603191065,-50.628250935292975
maracanau,35,157.1391176470588,34.17588235294118,3.2432432432432434,"","",-3.8684937223478406,-38.61231428230599
santa rita do sapucai,35,111.7342857142857,22.183714285714288,4.0,Minas Gerais,6,-22.24750533835736,-45.70753959228924
capivari,35,139.79882352941175,17.947352941176472,4.2,São Paulo,4,-22.99748379485895,-47.50572510550505
camaragibe,35,104.0822857142857,32.000571428571426,3.942857142857143,"","",-8.009755163207393,-34.989413061238125
almirante tamandare,35,121.59114285714287,22.46114285714286,4.25,Paraná,1,-25.333449013270272,-49.28401729149064
arapongas,35,194.64588235294116,25.351176470588236,4.114285714285714,Paraná,10,-23.40888332472148,-51.43476316842283
caucaia,35,167.3331428571429,35.316,3.857142857142857,Ceará,1,-3.737584371922988,-38.65032917297564
santa cruz do rio pardo,35,74.89942857142856,20.619714285714284,4.714285714285714,"","",-22.89632848053299,-49.62424016246884
santa fe do sul,35,114.13342857142858,19.255999999999997,4.2,"","",-20.223124959581995,-50.89986328277344
osorio,35,178.60685714285714,27.84314285714286,4.457142857142857,"","",-29.89517696588765,-50.25420460933468
paracambi,35,187.77028571428573,26.979142857142858,3.9714285714285715,Rio de Janeiro,1,-22.614833826992143,-43.7056833757486
imbituba,34,112.89264705882354,20.644411764705882,4.205882352941177,Santa Catarina,2,-28.23188261767478,-48.67933195388164
formosa,34,155.35735294117646,24.763823529411766,3.7941176470588234,Goiás,2,-15.544024654910437,-47.3322574355854
juazeiro do norte,34,206.90529411764706,45.626176470588234,3.588235294117647,"","",-7.22254948127452,-39.31611074131908
catalao,34,160.41264705882352,29.02558823529412,3.5555555555555554,"","",-18.16749572318077,-47.94370036018741
sao joaquim da barra,34,126.54382352941178,19.104411764705883,4.235294117647059,São Paulo,1,-20.586056275962566,-47.863891945009634
mococa,34,185.1755882352941,23.89970588235294,4.257142857142857,São Paulo,1,-21.468741453070763,-47.007679021840644
japeri,34,131.12558823529412,36.01617647058824,4.029411764705882,"","",-22.667961804174862,-43.62558741199662
sao lourenco,34,127.96636363636362,23.21424242424242,4.0285714285714285,"","",-22.11838929587825,-45.054359574753335
monte alto,34,77.24272727272728,15.68757575757576,4.5,São Paulo,1,-21.2634592201143,-48.49549672750633
santa rosa,33,90.06181818181818,21.061212121212122,4.235294117647059,Rio Grande do Sul,2,-27.921370559268947,-54.44175613309933
luziania,33,144.2866666666667,25.668181818181825,4.393939393939394,Goiás,1,-16.22699620661335,-47.944276200301395
cruz alta,33,98.50312500000001,21.4009375,4.363636363636363,"","",-28.643577447883253,-53.6038962933792
cataguases,33,138.93515151515152,20.86848484848485,4.181818181818182,Minas Gerais,1,-21.387342415899237,-42.694497666323876
seropedica,33,133.0651515151515,26.21818181818182,3.6363636363636362,"","",-22.761651546696875,-43.68345277012826
mariana,33,133.83575757575758,24.13242424242424,3.878787878787879,"","",-20.374972291536913,-43.418085248936116
taquaritinga,33,139.5160606060606,19.183030303030304,4.484848484848484,"","",-21.4055387489869,-48.504879601256874
promissao,32,136.5578125,19.0884375,4.375,"","",-21.540871777059703,-49.85688965014309
santo antonio de padua,32,171.96387096774194,23.680322580645164,4.03125,Rio de Janeiro,1,-21.554176302657154,-42.19702089851013
montenegro,32,153.45625,22.559687500000003,4.393939393939394,Rio Grande do Sul,2,-29.68780422662314,-51.46796398824514
itabirito,32,175.10793103448276,27.869655172413793,3.96875,"","",-20.25306174547872,-43.80096892837851
cachoeira do sul,32,196.51000000000002,29.221562499999997,4.0,Rio Grande do Sul,1,-30.0339629711289,-52.90011140441513
formiga,32,137.74812500000002,19.54375,4.03125,Minas Gerais,4,-20.46253562176836,-45.433058998165116
navegantes,31,218.81193548387097,23.150967741935485,4.548387096774194,Santa Catarina,3,-26.875797355778495,-48.65729216554235
marechal candido rondon,31,117.37290322580647,22.202903225806455,3.935483870967742,Paraná,1,-24.554484526806142,-54.057817285052934
marechal candido rondon,31,117.37290322580647,22.202903225806455,3.935483870967742,São Paulo,1,-24.554484526806142,-54.057817285052934
marechal candido rondon,31,117.37290322580647,22.202903225806455,3.935483870967742,Pará,1,-24.554484526806142,-54.057817285052934
garanhuns,31,132.49935483870965,40.67290322580646,4.387096774193548,"","",-8.888521526196081,-36.48535028958124
guaiba,31,174.75838709677424,23.278064516129028,4.064516129032258,"","",-30.121243262251188,-51.33555957080148
ibiuna,31,110.95225806451613,18.40032258064516,4.258064516129032,"","",-23.66078602886078,-47.21660266049165
gramado,30,105.87466666666666,21.557000000000002,4.166666666666667,"","",-29.381737615662075,-50.87401159925629
congonhas,30,97.95366666666668,22.674,4.2,Minas Gerais,1,-20.516501566842578,-43.878316106487624
santo antonio de jesus,30,145.39499999999998,26.139666666666667,3.8666666666666667,"","",-12.971006815903655,-39.24798821720787
ituverava,30,130.4734482758621,20.3,4.133333333333334,"","",-20.33141443592607,-47.78938848316795
cerquilho,30,109.99700000000001,18.72666666666667,4.666666666666667,"","",-23.166261903785387,-47.746688703504226
tijucas,30,116.82466666666666,21.31433333333333,4.129032258064516,"","",-27.239248909102976,-48.637066921218334
jales,30,109.41551724137932,19.784827586206895,4.466666666666667,São Paulo,1,-20.270890432738025,-50.54619371685489
gaspar,30,354.76800000000003,33.019,4.133333333333334,Santa Catarina,2,-26.916983314868745,-48.95888835184016
santa isabel,30,99.15379310344828,14.27551724137931,3.8666666666666667,"","",-23.229502578532927,-46.2615396461425
arapiraca,29,300.98999999999995,49.011034482758625,3.966666666666667,"","",-9.750889477285309,-36.65688381187583
teixeira de freitas,29,118.59206896551724,26.869655172413793,4.103448275862069,"","",-17.533701523607387,-39.74551200962673
orlandia,29,143.83285714285716,18.752857142857145,4.133333333333334,São Paulo,1,-20.716819132540536,-47.879750295639354
uniao da vitoria,29,175.23896551724138,32.959310344827585,4.103448275862069,Paraná,1,-26.22979665285144,-51.08254572474219
barra bonita,29,142.15275862068967,19.328275862068963,4.068965517241379,"","",-22.500722815617433,-48.57659202310221
arraial do cabo,29,180.61689655172412,40.39379310344828,3.793103448275862,"","",-22.96354628987303,-42.05072170618841
armacao dos buzios,29,166.77241379310345,26.774827586206897,3.7586206896551726,Rio de Janeiro,2,-22.766485578583268,-41.90944761043474
itarare,29,139.83214285714286,21.631785714285716,4.0344827586206895,"","",-24.11151093377599,-49.33132741403019
mirassol,29,201.75482758620694,18.36,4.137931034482759,São Paulo,4,-20.81457789035409,-49.50661257216202
fazenda rio grande,29,160.53413793103448,18.947241379310345,4.482758620689655,Paraná,6,-25.655911775273843,-49.31010070422006
xanxere,29,143.99551724137933,25.19379310344827,4.413793103448276,Santa Catarina,2,-26.876172887391114,-52.40341923601604
alem paraiba,29,102.52,24.205714285714286,3.7586206896551726,"","",-21.872452912165336,-42.693540638079725
garca,28,107.6217857142857,20.141785714285714,4.321428571428571,São Paulo,4,-22.211232140083208,-49.65819174411557
piumhii,28,132.4039285714286,26.67142857142857,4.5,"","",-20.469617926210063,-45.96153237686577
trindade,28,268.2274999999999,32.25857142857143,4.142857142857143,"","",-14.759014679535248,-47.5075943409404
camboriu,28,111.36357142857142,23.960714285714285,4.25,Santa Catarina,1,-27.020601318443344,-48.65311819828225
batatais,28,199.1,20.836071428571426,3.9642857142857144,São Paulo,3,-20.89297727758807,-47.58505201276203
capao bonito,28,109.96321428571426,19.400000000000002,4.392857142857143,"","",-24.001794113002507,-48.34750135709458
dois vizinhos,28,86.05428571428571,21.120714285714286,4.428571428571429,"","",-25.748854265422104,-53.06008829226004
porto ferreira,28,74.10000000000001,19.98962962962963,4.178571428571429,São Paulo,9,-21.866032425983537,-47.47810175812134
farroupilha,28,119.00111111111111,20.165185185185187,4.285714285714286,Rio Grande do Sul,2,-29.26849708818689,-51.34653820201097
primavera do leste,28,222.60035714285712,30.717857142857145,4.357142857142857,"","",-15.542518572911552,-54.29976942741651
itapolis,28,120.14250000000001,23.339642857142856,4.464285714285714,"","",-21.594350422866874,-48.81081218885161
rio bonito,28,157.21464285714288,21.849285714285713,3.9285714285714284,São Paulo,1,-22.68001343992203,-42.63403918694959
rio bonito,28,157.21464285714288,21.849285714285713,3.9285714285714284,Rio de Janeiro,1,-22.68001343992203,-42.63403918694959
miguel pereira,28,128.65,28.833571428571425,3.793103448275862,"","",-22.45590025201062,-43.47050731793302
mafra,28,66.62423076923076,23.95307692307692,3.9642857142857144,"","",-26.125856030894784,-49.81253069564955
corumba,28,174.08037037037036,34.32999999999999,3.7857142857142856,"","",-19.01154828493683,-57.65030055189104
dracena,28,168.07592592592593,24.012592592592593,4.25,São Paulo,1,-21.48639335970809,-51.533744143993815
matinhos,27,106.00555555555557,25.06222222222222,4.592592592592593,"","",-25.813132721140192,-48.53630463973458
parauapebas,27,151.5577777777778,57.114444444444445,4.148148148148148,"","",-6.0744593190250615,-49.90618460751549
canoinhas,27,169.7411111111111,26.22259259259259,4.111111111111111,Santa Catarina,2,-26.17842967715642,-50.39172922868352
cambe,27,145.5803703703704,23.273703703703703,4.296296296296297,Paraná,3,-23.287233452139443,-51.25804335403709
diamantina,27,89.78814814814814,17.912962962962965,4.407407407407407,"","",-18.24034794272576,-43.60050786265679
carangola,27,170.07407407407408,22.462592592592593,3.5357142857142856,"","",-20.732516031917744,-42.029943765152524
caete,27,91.96185185185186,24.817777777777774,4.407407407407407,"","",-19.88417534591237,-43.66472664657098
rolandia,27,224.48259259259262,33.14333333333334,3.925925925925926,Paraná,3,-23.316055877925084,-51.37700600525853
brumadinho,26,86.855,20.654230769230768,4.576923076923077,"","",-20.13956240878148,-44.176164704991
venancio aires,26,106.33153846153847,22.623846153846156,4.384615384615385,Rio Grande do Sul,3,-29.610956865708374,-52.193951448287386
santiago,26,88.64230769230768,25.76923076923077,4.884615384615385,"","",-29.18654362612816,-54.86751605569601
viana,26,153.64576923076925,30.293076923076917,4.269230769230769,Espírito Santo,1,-15.684170545592643,-41.68015972725629
frutal,26,133.64807692307693,24.685384615384617,4.269230769230769,"","",-20.027378175476695,-48.93350958851247
mineiros,26,135.172,33.6136,4.346153846153846,"","",-17.556809020050284,-52.54981156302428
rio grande da serra,26,87.08846153846153,16.049615384615386,4.3076923076923075,"","",-23.745624893916617,-46.394620336946865
indaial,26,128.25923076923075,27.589230769230767,4.346153846153846,Santa Catarina,2,-26.896510215225554,-49.23801492254843
sapiranga,26,146.424,29.768800000000002,3.769230769230769,Rio Grande do Sul,1,-29.63675961687823,-50.99815898109951
joacaba,26,181.57692307692307,19.695769230769226,4.076923076923077,"","",-27.172293601976847,-51.5089204960862
campos do jordao,26,125.88461538461539,27.84692307692308,4.037037037037037,"","",-22.736601126761766,-45.58673471592272
santa barbara,26,196.85423076923078,29.68307692307692,3.769230769230769,"","",-19.454444960194422,-43.129077797911464
presidente venceslau,26,147.6756,24.275199999999995,3.5384615384615383,"","",-21.874288279503787,-51.84496960410868
cachoeira paulista,25,131.68,19.040399999999998,4.4,"","",-22.66577382523548,-45.009051684655034
aparecida,25,149.6384,18.718,4.346153846153846,São Paulo,1,-22.58872447592176,-45.12960134793972
caceres,25,190.0076,36.73479999999999,4.28,"","",-16.065476759598656,-57.686173488122066
nanuque,25,95.83879999999999,20.9912,4.2,"","",-17.844075894606846,-40.349262225092765
arcos,25,215.66920000000002,23.9052,4.12,"","",-20.28830151372826,-45.54130069344622
barra do garcas,25,163.048,33.924,4.2,"","",-15.878637350730372,-52.27223991765772
biguacu,25,179.2166666666667,23.705000000000002,3.72,"","",-27.504870090577523,-48.64971059986323
tramandai,25,108.14079999999998,23.456,3.96,"","",-30.00523398538167,-50.14969942780237
mairinque,25,114.4048,19.4632,4.16,São Paulo,1,-23.536502958352973,-47.18889011605327
coromandel,25,96.15719999999999,21.7792,3.72,"","",-18.47627421500296,-47.19682128916466
altamira,25,206.726,49.2676,3.96,"","",-3.2066377414917957,-52.21607476388612
